UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_geothermal_production_forecast,avg_unknown_production_forecast
2023-08-03 00:00:00,2024-07-17 00:00:00,3.1,3.83230681548325,286.880866016808,4.59360798628375,0.711198392860484,23450.76474,12418.9016,140.57015,1816.01153,7647.32924,0.0,117253.00209,18858.24897,67.34124,1037.39583
2023-08-03 01:00:00,2024-07-17 00:00:00,3.1,3.32649184385412,286.718816478813,0.0,0.450646351184576,24411.31496,12573.39859,193.09482,1802.12863,7703.74367,0.0,118325.998,18935.21122,67.947,1047.16662
2023-08-03 02:00:00,2024-07-17 00:00:00,3.1,3.32649184385412,286.718816478813,0.0,0.450646351184576,25045.19271,12606.15258,194.43053,1786.40183,7697.76594,0.0,119115.99721,19142.27493,67.89273,1054.68255
2023-08-03 03:00:00,2024-07-17 00:00:00,3.1,3.32649184385412,286.718816478813,0.0,0.450646351184576,25824.81432,12659.74151,155.65895,1748.38638,7710.22961,52.0,120079.99886,19335.07335,68.24473,1051.14324
2023-08-03 04:00:00,2024-07-17 00:00:00,3.1,3.41302774239,287.603965107863,19.9549574774492,0.867502272620928,26225.99446,12806.62993,125.97341,1739.89245,7741.39528,3443.99989,122214.99992,19518.66985,68.51341,1055.62495
2023-08-03 05:00:00,2024-07-17 00:00:00,3.1,3.41302774239,287.603965107863,19.9549574774492,0.867502272620928,26554.19018,12685.31772,157.10233,1723.0617,7812.51245,16229.99968,124119.00315,19698.16853,67.90589,1066.07044
2023-08-03 06:00:00,2024-07-17 00:00:00,3.1,3.41302774239,287.603965107863,19.9549574774492,0.867502272620928,26729.71671,12799.64353,255.18599,1713.37064,7756.22399,36495.00072,126387.99631,19742.08754,66.41816,1067.31419
2023-08-03 07:00:00,2024-07-17 00:00:00,3.1,3.80469522317495,289.616582099413,275.2534312041,0.492700806012882,26720.55971,12565.8273,0.0,1691.48243,7862.75803,55778.99898,130126.00576,19757.14738,65.26778,1060.62329
2023-08-03 08:00:00,2024-07-17 00:00:00,3.1,3.80469522317495,289.616582099413,275.2534312041,0.492700806012882,26837.84372,12486.55529,140.7339,1698.82716,7861.64109,71800.00156,132574.99562,19572.88813,63.63031,1065.91264
2023-08-03 09:00:00,2024-07-17 00:00:00,3.1,3.80469522317495,289.616582099413,275.2534312041,0.492700806012882,26823.80234,12819.4346,299.64908,1702.16585,7763.49987,84367.99636,132639.00605,19291.88243,62.07601,1075.18945
2023-08-03 10:00:00,2024-07-17 00:00:00,3.1,3.6993635992651104,291.396254587493,384.038564648931,1.06929096806887,26727.10532,13330.61588,357.77421,1706.13682,7725.33357,92703.99958,131783.00089,18981.21368,61.92371,1079.37827
2023-08-03 11:00:00,2024-07-17 00:00:00,3.1,3.6993635992651104,291.396254587493,384.038564648931,1.06929096806887,27322.25698,13800.42469,384.29175,1698.75322,7749.7484,97744.0042,131533.00716,18811.06272,60.97472,1067.33772
2023-08-03 12:00:00,2024-07-17 00:00:00,3.1,3.6993635992651104,291.396254587493,384.038564648931,1.06929096806887,27865.71876,14085.16635,377.10434,1698.13488,7782.61343,97526.00224,131668.99478,18760.42309,60.8352,1060.74352
