UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_geothermal_production_forecast,avg_unknown_production_forecast
2023-06-04 00:00:00,2024-07-17 00:00:00,3.1,2.2672896632273,283.330232303144,11.323758145463,0.0767665009196955,30127.68689,11015.70434,10425.35413,1371.81112,8534.79921,0.0,34437.00086,18642.71816,97.79143,878.93311
2023-06-04 01:00:00,2024-07-17 00:00:00,3.1,1.91966844350452,282.996319173087,0.0561394490889584,0.0138316806981966,29632.92036,10913.682,10364.6266,1362.03202,8320.41445,0.0,29813.99927,18618.6795,98.86336,907.46226
2023-06-04 02:00:00,2024-07-17 00:00:00,3.1,1.91966844350452,282.996319173087,0.0561394490889584,0.0138316806981966,29748.45788,11026.85914,10256.30539,1368.98709,8277.75321,1.0,26395.99974,18731.23218,98.86618,951.53172
2023-06-04 03:00:00,2024-07-17 00:00:00,3.1,1.91966844350452,282.996319173087,0.0561394490889584,0.0138316806981966,28365.26155,11143.21591,10150.83943,1354.5973,8314.90826,1656.00003,23921.00085,18795.6491,99.65587,948.12047
2023-06-04 04:00:00,2024-07-17 00:00:00,3.1,2.09897605038094,286.938596684813,64.1202219639949,0.0285068833069538,27480.91012,11312.95864,10150.0527,1390.12023,8329.96174,13061.00051,21343.99972,18867.63235,99.8672,931.13988
2023-06-04 05:00:00,2024-07-17 00:00:00,3.1,2.09897605038094,286.938596684813,64.1202219639949,0.0285068833069538,26740.69228,11591.79213,10141.53533,1386.37737,8354.00944,39945.99814,16090.00037,18949.35928,97.93994,920.23908
2023-06-04 06:00:00,2024-07-17 00:00:00,3.1,2.09897605038094,286.938596684813,64.1202219639949,0.0285068833069538,27201.60303,12031.01835,10189.32161,1367.92513,8399.54694,75877.00012,9261.00006,18998.02467,95.79472,933.144
2023-06-04 07:00:00,2024-07-17 00:00:00,3.1,2.8728354939695,291.137624141554,531.291258214284,0.0750239287512608,26867.48928,12533.20172,10354.70265,1349.92213,8387.64886,110955.99626,6939.00019,19040.53753,93.51321,929.13824
2023-06-04 08:00:00,2024-07-17 00:00:00,3.1,2.8728354939695,291.137624141554,531.291258214284,0.0750239287512608,25938.6783,12779.31229,10412.89416,1344.83626,8383.42354,138249.99683,7489.99979,19081.9844,91.75446,896.38406
2023-06-04 09:00:00,2024-07-17 00:00:00,3.1,2.8728354939695,291.137624141554,531.291258214284,0.0750239287512608,25327.70976,13079.48401,10449.71756,1328.94458,8587.10653,155560.00655,8222.99978,19057.81039,89.39075,887.49891
