Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
35520,2023-01-20 00:00:00,2024-07-17 00:00:00,3.1,504.29,105685.0,26423.0,10579.0,1132.0,6138.0,0.0,39423.0,21075.0,122.0,1464.0
35521,2023-01-20 01:00:00,2024-07-17 00:00:00,3.1,515.63,106667.0,25997.0,10581.0,1133.0,6125.0,0.0,35292.0,21057.0,121.0,1464.0
35522,2023-01-20 02:00:00,2024-07-17 00:00:00,3.1,522.51,107353.0,26235.0,10577.0,1133.0,6124.0,0.0,32902.0,21009.0,124.0,1464.0
35523,2023-01-20 03:00:00,2024-07-17 00:00:00,3.1,529.39,108671.0,26626.0,10579.0,1137.0,6061.0,0.0,30939.0,20992.0,121.0,1464.0
35524,2023-01-20 04:00:00,2024-07-17 00:00:00,3.1,539.1,110926.0,28729.0,10563.0,1140.0,5953.0,0.0,28170.0,21156.0,120.0,1464.0
35525,2023-01-20 05:00:00,2024-07-17 00:00:00,3.1,548.79,115268.0,33089.0,10557.0,1143.0,6039.0,0.0,25788.0,21606.0,120.0,1464.0
35526,2023-01-20 06:00:00,2024-07-17 00:00:00,3.1,556.69,115412.0,35044.0,10551.0,1429.0,6199.0,4.0,21918.0,22409.0,120.0,1464.0
35527,2023-01-20 07:00:00,2024-07-17 00:00:00,3.1,558.53,115679.0,36920.0,10651.0,2223.0,6852.0,905.0,19377.0,22847.0,120.0,1464.0
35528,2023-01-20 08:00:00,2024-07-17 00:00:00,3.1,550.87,115670.0,36856.0,10875.0,1820.0,6512.0,5842.0,17911.0,22780.0,120.0,1470.0
35529,2023-01-20 09:00:00,2024-07-17 00:00:00,3.1,540.24,115115.0,36340.0,11022.0,1800.0,6366.0,12683.0,15835.0,22524.0,120.0,1508.0
35530,2023-01-20 10:00:00,2024-07-17 00:00:00,3.1,533.3,114742.0,36903.0,11136.0,1301.0,5968.0,18702.0,13202.0,22326.0,120.0,1513.0
35531,2023-01-20 11:00:00,2024-07-17 00:00:00,3.1,534.63,114995.0,37014.0,11202.0,1148.0,6255.0,21541.0,9893.0,22033.0,119.0,1512.0
35532,2023-01-20 12:00:00,2024-07-17 00:00:00,3.1,543.26,115103.0,37038.0,11201.0,1148.0,6096.0,19594.0,8279.0,22012.0,116.0,1512.0
35533,2023-01-20 13:00:00,2024-07-17 00:00:00,3.1,561.8,115604.0,36979.0,11202.0,1149.0,6056.0,13751.0,6498.0,22125.0,119.0,1512.0
35534,2023-01-20 14:00:00,2024-07-17 00:00:00,3.1,581.63,116476.0,37037.0,11202.0,1148.0,6044.0,6451.0,6111.0,22367.0,116.0,1511.0
35535,2023-01-20 15:00:00,2024-07-17 00:00:00,3.1,593.38,116311.0,37234.0,11215.0,1368.0,5962.0,1030.0,6682.0,22875.0,116.0,1512.0
35536,2023-01-20 16:00:00,2024-07-17 00:00:00,3.1,593.83,117323.0,37729.0,11240.0,1827.0,6135.0,2.0,7403.0,23268.0,116.0,1514.0
35537,2023-01-20 17:00:00,2024-07-17 00:00:00,3.1,592.97,117457.0,37908.0,11241.0,1632.0,6258.0,0.0,7549.0,23330.0,116.0,1514.0
35538,2023-01-20 18:00:00,2024-07-17 00:00:00,3.1,590.86,117489.0,37406.0,11242.0,1148.0,6143.0,0.0,8569.0,23165.0,116.0,1512.0
35539,2023-01-20 19:00:00,2024-07-17 00:00:00,3.1,586.88,117492.0,36622.0,11256.0,1148.0,6169.0,0.0,10467.0,22554.0,116.0,1507.0
35540,2023-01-20 20:00:00,2024-07-17 00:00:00,3.1,582.02,117202.0,35406.0,11256.0,1148.0,6391.0,0.0,12447.0,21979.0,116.0,1512.0
35541,2023-01-20 21:00:00,2024-07-17 00:00:00,3.1,577.47,116176.0,31541.0,11255.0,1148.0,6023.0,0.0,14751.0,21777.0,119.0,1511.0
35542,2023-01-20 22:00:00,2024-07-17 00:00:00,3.1,567.9,113115.0,26756.0,11253.0,1148.0,6167.0,0.0,17501.0,21621.0,120.0,1512.0
35543,2023-01-20 23:00:00,2024-07-17 00:00:00,3.1,553.63,107393.0,26555.0,11258.0,1532.0,6091.0,0.0,20213.0,21415.0,120.0,1509.0
