UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
2023-01-04 00:00:00,37601.0,8453.0,9819.0,1180.0,5272.0,0.0,138956.0,20047.0,108.0,1186.0
2023-01-04 01:00:00,37641.0,8607.0,9818.0,1180.0,5234.0,0.0,141349.0,19937.0,108.0,1184.0
2023-01-04 02:00:00,37074.0,8258.0,9828.0,1180.0,5196.0,0.0,136744.0,19900.0,108.0,1188.0
2023-01-04 03:00:00,36581.0,8255.0,9826.0,1180.0,5181.0,0.0,139944.0,19895.0,108.0,1187.0
2023-01-04 04:00:00,37794.0,8361.0,9816.0,1188.0,5135.0,0.0,157262.0,19934.0,105.0,1188.0
2023-01-04 05:00:00,39561.0,8668.0,9795.0,1192.0,5414.0,0.0,182529.0,20232.0,102.0,1188.0
2023-01-04 06:00:00,41703.0,8961.0,9785.0,1193.0,5384.0,0.0,190526.0,20770.0,104.0,1188.0
2023-01-04 07:00:00,44295.0,9168.0,9778.0,1192.0,5380.0,1158.0,192000.0,21364.0,104.0,1188.0
2023-01-04 08:00:00,45445.0,9074.0,9757.0,1192.0,5445.0,5883.0,193150.0,21315.0,100.0,1188.0
2023-01-04 09:00:00,44555.0,9173.0,9746.0,1192.0,5397.0,9811.0,193943.0,21222.0,100.0,1188.0
2023-01-04 10:00:00,43589.0,9168.0,9741.0,1192.0,5645.0,10516.0,194262.0,21147.0,100.0,1189.0
2023-01-04 11:00:00,42189.0,8981.0,9713.0,1192.0,5203.0,9815.0,197014.0,20959.0,97.0,1188.0
2023-01-04 12:00:00,40608.0,9016.0,9696.0,1192.0,5106.0,8598.0,198589.0,21131.0,96.0,1188.0
2023-01-04 13:00:00,39539.0,9062.0,9700.0,1192.0,5329.0,6211.0,197893.0,21115.0,96.0,1188.0
2023-01-04 14:00:00,39283.0,9066.0,9699.0,1192.0,5277.0,2489.0,198547.0,21153.0,96.0,1188.0
2023-01-04 15:00:00,40389.0,9335.0,9692.0,1192.0,5276.0,131.0,197026.0,21537.0,96.0,1188.0
2023-01-04 16:00:00,43387.0,9612.0,9673.0,1192.0,5134.0,0.0,199090.0,21849.0,96.0,1188.0
2023-01-04 17:00:00,43624.0,9872.0,9672.0,1192.0,5096.0,0.0,198505.0,21829.0,93.0,1187.0
2023-01-04 18:00:00,43558.0,9820.0,9674.0,1192.0,5139.0,0.0,198169.0,21676.0,94.0,1188.0
2023-01-04 19:00:00,42407.0,9873.0,9676.0,1192.0,4948.0,0.0,197191.0,21092.0,92.0,1188.0
2023-01-04 20:00:00,43040.0,8817.0,9665.0,1192.0,4862.0,0.0,196956.0,20880.0,92.0,1188.0
2023-01-04 21:00:00,42436.0,8866.0,9667.0,1192.0,4968.0,0.0,192003.0,20619.0,94.0,1183.0
2023-01-04 22:00:00,41487.0,8763.0,9664.0,1192.0,5041.0,0.0,187801.0,20429.0,96.0,1187.0
2023-01-04 23:00:00,43134.0,9079.0,9665.0,1192.0,5148.0,0.0,166836.0,20178.0,96.0,1156.0
