UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_geothermal_production_forecast,avg_unknown_production_forecast
2023-03-28 00:00:00,2024-07-17 00:00:00,3.1,3.73803394935335,275.647805200429,0.0,0.440735512495953,47280.0636,17294.42267,10425.35413,1304.20864,5720.27053,0.0,107791.99985,21309.80448,76.2768,1786.91067
2023-03-28 01:00:00,2024-07-17 00:00:00,3.1,3.58772558719348,275.719230924077,0.0,0.196923249074789,48560.782,18236.30531,10364.6266,1276.16126,5623.59764,0.0,98892.99996,21344.25013,76.5404,1802.0248
2023-03-28 02:00:00,2024-07-17 00:00:00,3.1,3.58772558719348,275.719230924077,0.0,0.196923249074789,50323.76812,19251.02117,10256.30539,1307.49336,5580.0947,0.0,89536.00315,21388.70381,76.1481,1818.00225
2023-03-28 03:00:00,2024-07-17 00:00:00,3.1,3.58772558719348,275.719230924077,0.0,0.196923249074789,51523.73471,19957.55162,10150.83943,1343.83028,5591.62953,0.0,80343.00045,21390.91197,76.5368,1810.40628
2023-03-28 04:00:00,2024-07-17 00:00:00,3.1,3.68924014610111,276.387929030716,2.85254275274928,0.404195828487875,52706.33306,20615.13003,10150.0527,1316.04499,5644.30917,6.0,71781.99711,21376.36888,76.89797,1799.74799
2023-03-28 05:00:00,2024-07-17 00:00:00,3.1,3.68924014610111,276.387929030716,2.85254275274928,0.404195828487875,53321.97766,21133.37807,10141.53533,1349.0608,5661.87157,3441.0,63019.00019,21418.67639,76.258,1795.68519
2023-03-28 06:00:00,2024-07-17 00:00:00,3.1,3.68924014610111,276.387929030716,2.85254275274928,0.404195828487875,53619.51262,21695.60241,10189.32161,1350.43981,5688.06557,23745.99981,53380.99837,21396.70755,75.32898,1802.7207
2023-03-28 07:00:00,2024-07-17 00:00:00,3.1,4.2593518174051,279.087074122519,126.883448853552,0.198504161368345,53331.74818,22085.80203,10354.70265,1365.55313,5688.21161,54270.99969,47104.0007,21395.46943,74.72472,1799.62616
2023-03-28 08:00:00,2024-07-17 00:00:00,3.1,4.2593518174051,279.087074122519,126.883448853552,0.198504161368345,52736.15089,22036.13255,10412.89416,1320.3773,5683.97076,79489.99947,44620.99858,21472.7259,74.57804,1779.63932
2023-03-28 09:00:00,2024-07-17 00:00:00,3.1,4.2593518174051,279.087074122519,126.883448853552,0.198504161368345,51998.65432,21643.01012,10449.71756,1303.36487,5797.13246,94599.00241,43803.00057,21436.43277,74.03686,1773.2101
2023-03-28 10:00:00,2024-07-17 00:00:00,3.1,4.52674970490505,281.455731694521,192.884376875828,0.365665488574013,52156.54716,21730.19061,10420.50261,1332.03413,5795.83993,102039.99815,42637.99927,21400.61384,74.06509,1775.41255
2023-03-28 11:00:00,2024-07-17 00:00:00,3.1,4.52674970490505,281.455731694521,192.884376875828,0.365665488574013,52436.91427,21595.49961,10386.362,1330.43198,5727.39389,103773.99591,40819.00173,21367.20468,74.29156,1766.77553
2023-03-28 12:00:00,2024-07-17 00:00:00,3.1,4.52674970490505,281.455731694521,192.884376875828,0.365665488574013,53352.23498,21348.66165,10400.44908,1351.66118,5679.95038,98267.00195,39492.99961,21262.50602,75.16348,1764.99118
2023-03-28 13:00:00,2024-07-17 00:00:00,3.1,3.93266513118364,282.507121880689,241.887191572821,0.120313257708143,54024.42835,21302.15854,10323.78199,1329.18605,5659.24876,84922.99994,37443.99818,21218.41414,74.57664,1763.60053
2023-03-28 14:00:00,2024-07-17 00:00:00,3.1,3.93266513118364,282.507121880689,241.887191572821,0.120313257708143,54645.18147,20885.48962,10240.8471,1340.95078,5667.78934,64830.00209,35252.00174,21280.11791,74.8037,1762.37162
2023-03-28 15:00:00,2024-07-17 00:00:00,3.1,3.93266513118364,282.507121880689,241.887191572821,0.120313257708143,54688.94664,20595.27351,10224.50263,1345.11769,5709.08406,37917.99929,32677.99967,21196.92659,74.01385,1747.63091
