Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
43152,2023-12-04 00:00:00,47.72,0.0,227.0,2273.0,0.0,3079.0,326.0,11.0
43153,2023-12-04 01:00:00,50.99,0.0,225.0,1712.0,0.0,2952.0,326.0,11.0
43154,2023-12-04 02:00:00,52.63,0.0,224.0,1330.0,0.0,2994.0,325.0,11.0
43155,2023-12-04 03:00:00,50.84,0.0,224.0,1487.0,0.0,3113.0,326.0,11.0
43156,2023-12-04 04:00:00,50.16,0.0,221.0,1146.0,0.0,3305.0,306.0,11.0
43157,2023-12-04 05:00:00,51.04,0.0,224.0,1256.0,0.0,3229.0,323.0,11.0
43158,2023-12-04 06:00:00,58.33,0.0,316.0,1661.0,0.0,2997.0,319.0,12.0
43159,2023-12-04 07:00:00,73.95,0.0,531.0,2041.0,2.0,2789.0,319.0,11.0
43160,2023-12-04 08:00:00,73.01,0.0,544.0,2506.0,97.0,2573.0,323.0,12.0
43161,2023-12-04 09:00:00,73.61,0.0,532.0,2547.0,341.0,2276.0,321.0,11.0
43162,2023-12-04 10:00:00,70.63,0.0,485.0,2484.0,608.0,2179.0,320.0,11.0
43163,2023-12-04 11:00:00,67.22,0.0,466.0,2570.0,819.0,2267.0,324.0,11.0
43164,2023-12-04 12:00:00,72.39,0.0,535.0,2600.0,827.0,2173.0,327.0,11.0
43165,2023-12-04 13:00:00,69.17,0.0,483.0,2426.0,737.0,2311.0,321.0,11.0
43166,2023-12-04 14:00:00,69.68,0.0,503.0,2516.0,607.0,2362.0,313.0,11.0
43167,2023-12-04 15:00:00,96.87,0.0,917.0,2679.0,339.0,2308.0,316.0,14.0
43168,2023-12-04 16:00:00,138.7,0.0,1643.0,2863.0,85.0,2164.0,309.0,13.0
43169,2023-12-04 17:00:00,143.68,0.0,1755.0,3206.0,1.0,1947.0,314.0,13.0
43170,2023-12-04 18:00:00,146.46,0.0,1755.0,3242.0,0.0,1770.0,319.0,13.0
43171,2023-12-04 19:00:00,148.5,0.0,1753.0,3331.0,0.0,1582.0,317.0,14.0
43172,2023-12-04 20:00:00,148.96,0.0,1715.0,3310.0,0.0,1480.0,318.0,13.0
43173,2023-12-04 21:00:00,144.67,0.0,1557.0,3172.0,0.0,1414.0,315.0,13.0
43174,2023-12-04 22:00:00,130.82,0.0,1171.0,2977.0,0.0,1177.0,313.0,13.0
43175,2023-12-04 23:00:00,155.83,0.0,1183.0,2210.0,0.0,928.0,315.0,13.0
