,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
0,2023-08-19 00:00:00,2023-08-20 22:01:18,3.0,540.43,1320.0,1856.0,0.0,0.0,0.0,431.0,138.0,70.0
1,2023-08-19 01:00:00,2023-08-20 22:01:18,3.0,561.4,1308.0,2043.0,0.0,0.0,0.0,192.0,215.0,181.0
2,2023-08-19 02:00:00,2023-08-20 22:01:18,3.0,572.1,1243.0,2112.0,0.0,0.0,0.0,41.0,247.0,199.0
3,2023-08-19 03:00:00,2023-08-20 22:01:18,3.0,564.37,1215.0,2098.0,0.0,0.0,0.0,1.0,321.0,174.0
4,2023-08-19 04:00:00,2023-08-20 22:01:18,3.0,556.48,1150.0,2122.0,0.0,0.0,0.0,0.0,328.0,118.0
5,2023-08-19 05:00:00,2023-08-20 22:01:18,3.0,548.6,1128.0,2123.0,0.0,0.0,0.0,0.0,349.0,39.0
6,2023-08-19 06:00:00,2023-08-20 22:01:18,3.0,551.85,1155.0,2069.0,0.0,0.0,0.0,0.0,344.0,29.0
7,2023-08-19 07:00:00,2023-08-20 22:01:18,3.0,550.48,1097.0,2004.0,0.0,0.0,0.0,0.0,332.0,31.0
8,2023-08-19 08:00:00,2023-08-20 22:01:18,3.0,555.46,1070.0,1585.0,0.0,0.0,0.0,0.0,337.0,29.0
9,2023-08-19 09:00:00,2023-08-20 22:01:18,3.0,548.22,918.0,1503.0,0.0,0.0,0.0,0.0,310.0,30.0
10,2023-08-19 10:00:00,2023-08-20 22:01:18,3.0,543.05,732.0,1436.0,0.0,0.0,0.0,0.0,247.0,31.0
11,2023-08-19 11:00:00,2023-08-20 22:01:18,3.0,577.33,659.0,1016.0,0.0,0.0,0.0,0.0,132.0,29.0
12,2023-08-19 12:00:00,2023-08-20 22:01:18,3.0,585.65,671.0,1013.0,0.0,0.0,0.0,0.0,111.0,30.0
13,2023-08-19 13:00:00,2023-08-20 22:01:18,3.0,588.96,749.0,988.0,0.0,0.0,0.0,0.0,136.0,30.0
14,2023-08-19 14:00:00,2023-08-20 22:01:18,3.0,606.96,717.0,789.0,0.0,0.0,0.0,15.0,92.0,30.0
15,2023-08-19 15:00:00,2023-08-20 22:01:18,3.0,607.02,682.0,765.0,0.0,0.0,0.0,32.0,68.0,30.0
16,2023-08-19 16:00:00,2023-08-20 22:01:18,3.0,595.22,651.0,762.0,0.0,0.0,0.0,38.0,83.0,31.0
17,2023-08-19 17:00:00,2023-08-20 22:01:18,3.0,589.79,664.0,762.0,0.0,0.0,0.0,64.0,78.0,29.0
18,2023-08-19 18:00:00,2023-08-20 22:01:18,3.0,552.23,683.0,783.0,0.0,0.0,0.0,158.0,108.0,30.0
19,2023-08-19 19:00:00,2023-08-20 22:01:18,3.0,536.24,679.0,1043.0,0.0,0.0,0.0,178.0,116.0,24.0
20,2023-08-19 20:00:00,2023-08-20 22:01:18,3.0,520.74,678.0,1338.0,0.0,0.0,0.0,196.0,145.0,30.0
21,2023-08-19 21:00:00,2023-08-20 22:01:18,3.0,519.83,682.0,1440.0,0.0,0.0,0.0,157.0,182.0,30.0
22,2023-08-19 22:00:00,2023-08-20 22:01:18,3.0,514.92,680.0,1436.0,0.0,0.0,0.0,118.0,242.0,31.0
23,2023-08-19 23:00:00,2023-08-20 22:01:18,3.0,542.24,767.0,1432.0,0.0,0.0,0.0,64.0,219.0,63.0
