,Solar,Wind Offshore,Wind Onshore
2019-01-01 01:00:00+01:00,0.0,597.0,1734.0
2019-01-01 01:15:00+01:00,0.0,600.0,1760.0
2019-01-01 01:30:00+01:00,0.0,604.0,1787.0
2019-01-01 01:45:00+01:00,0.0,608.0,1813.0
2019-01-01 02:00:00+01:00,0.0,612.0,1844.0
2019-01-01 02:15:00+01:00,0.0,618.0,1874.0
2019-01-01 02:30:00+01:00,0.0,625.0,1908.0
2019-01-01 02:45:00+01:00,0.0,632.0,1943.0
2019-01-01 03:00:00+01:00,0.0,639.0,1976.0
2019-01-01 03:15:00+01:00,0.0,645.0,2001.0
2019-01-01 03:30:00+01:00,0.0,647.0,2012.0
2019-01-01 03:45:00+01:00,0.0,650.0,2023.0
2019-01-01 04:00:00+01:00,0.0,653.0,2034.0
2019-01-01 04:15:00+01:00,0.0,657.0,2045.0
2019-01-01 04:30:00+01:00,0.0,662.0,2057.0
2019-01-01 04:45:00+01:00,0.0,667.0,2071.0
2019-01-01 05:00:00+01:00,0.0,671.0,2083.0
2019-01-01 05:15:00+01:00,0.0,676.0,2090.0
2019-01-01 05:30:00+01:00,0.0,679.0,2097.0
2019-01-01 05:45:00+01:00,0.0,683.0,2103.0
2019-01-01 06:00:00+01:00,0.0,687.0,2109.0
2019-01-01 06:15:00+01:00,0.0,688.0,2106.0
2019-01-01 06:30:00+01:00,0.0,686.0,2092.0
2019-01-01 06:45:00+01:00,0.0,685.0,2079.0
2019-01-01 07:00:00+01:00,0.0,684.0,2068.0
2019-01-01 07:15:00+01:00,0.0,682.0,2051.0
2019-01-01 07:30:00+01:00,0.0,681.0,2026.0
2019-01-01 07:45:00+01:00,0.0,679.0,1998.0
2019-01-01 08:00:00+01:00,1.0,678.0,1975.0
2019-01-01 08:15:00+01:00,8.0,671.0,1950.0
2019-01-01 08:30:00+01:00,16.0,660.0,1924.0
2019-01-01 08:45:00+01:00,23.0,650.0,1900.0
2019-01-01 09:00:00+01:00,31.0,639.0,1873.0
2019-01-01 09:15:00+01:00,48.0,632.0,1856.0
2019-01-01 09:30:00+01:00,66.0,630.0,1844.0
2019-01-01 09:45:00+01:00,83.0,628.0,1833.0
2019-01-01 10:00:00+01:00,101.0,626.0,1822.0
2019-01-01 10:15:00+01:00,131.0,627.0,1828.0
2019-01-01 10:30:00+01:00,161.0,631.0,1856.0
2019-01-01 10:45:00+01:00,192.0,635.0,1884.0
2019-01-01 11:00:00+01:00,222.0,639.0,1911.0
2019-01-01 11:15:00+01:00,266.0,643.0,1951.0
2019-01-01 11:30:00+01:00,311.0,647.0,2007.0
2019-01-01 11:45:00+01:00,356.0,652.0,2062.0
2019-01-01 12:00:00+01:00,400.0,656.0,2117.0
2019-01-01 12:15:00+01:00,433.0,667.0,2167.0
2019-01-01 12:30:00+01:00,465.0,683.0,2216.0
2019-01-01 12:45:00+01:00,497.0,700.0,2261.0
2019-01-01 13:00:00+01:00,530.0,716.0,2309.0
2019-01-01 13:15:00+01:00,505.0,729.0,2355.0
2019-01-01 13:30:00+01:00,480.0,739.0,2396.0
2019-01-01 13:45:00+01:00,456.0,750.0,2439.0
2019-01-01 14:00:00+01:00,431.0,760.0,2481.0
2019-01-01 14:15:00+01:00,366.0,769.0,2523.0
2019-01-01 14:30:00+01:00,302.0,777.0,2563.0
2019-01-01 14:45:00+01:00,238.0,785.0,2603.0
2019-01-01 15:00:00+01:00,173.0,792.0,2645.0
