,Solar,Wind Offshore,Wind Onshore
2019-01-01 01:00:00+01:00,0.0,2409.0,7094.0
2019-01-01 02:00:00+01:00,0.0,2487.0,7569.0
2019-01-01 03:00:00+01:00,0.0,2581.0,8012.0
2019-01-01 04:00:00+01:00,0.0,2639.0,8207.0
2019-01-01 05:00:00+01:00,0.0,2709.0,8373.0
2019-01-01 06:00:00+01:00,0.0,2746.0,8386.0
2019-01-01 07:00:00+01:00,0.0,2726.0,8143.0
2019-01-01 08:00:00+01:00,48.0,2659.0,7749.0
2019-01-01 09:00:00+01:00,228.0,2529.0,7406.0
2019-01-01 10:00:00+01:00,585.0,2519.0,7390.0
2019-01-01 11:00:00+01:00,1155.0,2581.0,7931.0
2019-01-01 12:00:00+01:00,1795.0,2706.0,8761.0
2019-01-01 13:00:00+01:00,1971.0,2934.0,9499.0
2019-01-01 14:00:00+01:00,1337.0,3091.0,10170.0
2019-01-01 15:00:00+01:00,464.0,3195.0,10695.0
2019-01-01 16:00:00+01:00,50.0,3248.0,10909.0
2019-01-01 17:00:00+01:00,0.0,3288.0,11150.0
2019-01-01 18:00:00+01:00,0.0,3294.0,11375.0
2019-01-01 19:00:00+01:00,0.0,3300.0,11455.0
2019-01-01 20:00:00+01:00,0.0,3330.0,11415.0
2019-01-01 21:00:00+01:00,0.0,3313.0,11382.0
2019-01-01 22:00:00+01:00,0.0,3289.0,11323.0
2019-01-01 23:00:00+01:00,0.0,3319.0,11260.0
2019-01-02 00:00:00+01:00,0.0,3247.0,10985.0
2019-01-02 01:00:00+01:00,0.0,3244.0,10951.0
2019-01-02 02:00:00+01:00,0.0,3245.0,10934.0
2019-01-02 03:00:00+01:00,0.0,3248.0,10863.0
2019-01-02 04:00:00+01:00,0.0,3248.0,10691.0
2019-01-02 05:00:00+01:00,0.0,3241.0,10400.0
2019-01-02 06:00:00+01:00,0.0,3221.0,9830.0
2019-01-02 07:00:00+01:00,1.0,3186.0,9015.0
2019-01-02 08:00:00+01:00,611.0,3068.0,8041.0
2019-01-02 09:00:00+01:00,2148.0,2922.0,7019.0
2019-01-02 10:00:00+01:00,3199.0,2745.0,6324.0
2019-01-02 11:00:00+01:00,3552.0,2557.0,5882.0
2019-01-02 12:00:00+01:00,3447.0,2375.0,5588.0
2019-01-02 13:00:00+01:00,2709.0,2325.0,5049.0
2019-01-02 14:00:00+01:00,1569.0,2211.0,4372.0
2019-01-02 15:00:00+01:00,532.0,2128.0,3928.0
2019-01-02 16:00:00+01:00,60.0,2060.0,3661.0
2019-01-02 17:00:00+01:00,0.0,1977.0,3461.0
2019-01-02 18:00:00+01:00,0.0,1838.0,3240.0
2019-01-02 19:00:00+01:00,0.0,1843.0,2939.0
2019-01-02 20:00:00+01:00,0.0,1836.0,2815.0
2019-01-02 21:00:00+01:00,0.0,1848.0,2696.0
2019-01-02 22:00:00+01:00,0.0,1813.0,2681.0
2019-01-02 23:00:00+01:00,0.0,1813.0,2450.0
2019-01-03 00:00:00+01:00,0.0,1403.0,2213.0
2019-01-03 01:00:00+01:00,0.0,1330.0,2079.0
2019-01-03 02:00:00+01:00,0.0,1242.0,2059.0
2019-01-03 03:00:00+01:00,0.0,1270.0,2064.0
2019-01-03 04:00:00+01:00,0.0,1298.0,2023.0
2019-01-03 05:00:00+01:00,0.0,1257.0,1859.0
2019-01-03 06:00:00+01:00,0.0,1242.0,1767.0
2019-01-03 07:00:00+01:00,1.0,1267.0,1902.0
2019-01-03 08:00:00+01:00,146.0,1246.0,2020.0
2019-01-03 09:00:00+01:00,522.0,1149.0,1930.0
2019-01-03 10:00:00+01:00,836.0,1115.0,1722.0
2019-01-03 11:00:00+01:00,1041.0,998.0,1608.0
2019-01-03 12:00:00+01:00,1134.0,910.0,1508.0
2019-01-03 13:00:00+01:00,1008.0,975.0,1325.0
2019-01-03 14:00:00+01:00,651.0,955.0,1266.0
2019-01-03 15:00:00+01:00,256.0,891.0,1335.0
2019-01-03 16:00:00+01:00,48.0,1032.0,1452.0
2019-01-03 17:00:00+01:00,0.0,1040.0,1566.0
2019-01-03 18:00:00+01:00,0.0,1043.0,1533.0
2019-01-03 19:00:00+01:00,0.0,1004.0,1509.0
2019-01-03 20:00:00+01:00,0.0,883.0,1525.0
2019-01-03 21:00:00+01:00,0.0,864.0,1482.0
2019-01-03 22:00:00+01:00,0.0,949.0,1309.0
2019-01-03 23:00:00+01:00,0.0,971.0,1102.0
2019-01-04 00:00:00+01:00,0.0,872.0,885.0
2019-01-04 01:00:00+01:00,0.0,1145.0,1305.0
2019-01-04 02:00:00+01:00,0.0,1377.0,1905.0
2019-01-04 03:00:00+01:00,0.0,1793.0,2738.0
2019-01-04 04:00:00+01:00,0.0,2134.0,3256.0
2019-01-04 05:00:00+01:00,0.0,2079.0,3547.0
2019-01-04 06:00:00+01:00,0.0,2198.0,3701.0
2019-01-04 07:00:00+01:00,1.0,2329.0,3655.0
2019-01-04 08:00:00+01:00,103.0,2432.0,3771.0
2019-01-04 09:00:00+01:00,376.0,2389.0,4034.0
2019-01-04 10:00:00+01:00,610.0,2344.0,4285.0
2019-01-04 11:00:00+01:00,709.0,2396.0,4532.0
2019-01-04 12:00:00+01:00,686.0,2536.0,4847.0
2019-01-04 13:00:00+01:00,542.0,2754.0,5189.0
2019-01-04 14:00:00+01:00,323.0,2976.0,5604.0
2019-01-04 15:00:00+01:00,128.0,3093.0,5833.0
2019-01-04 16:00:00+01:00,30.0,3022.0,5537.0
2019-01-04 17:00:00+01:00,0.0,2942.0,5145.0
2019-01-04 18:00:00+01:00,0.0,2856.0,5014.0
2019-01-04 19:00:00+01:00,0.0,2805.0,5124.0
2019-01-04 20:00:00+01:00,0.0,2736.0,5203.0
2019-01-04 21:00:00+01:00,0.0,2831.0,5297.0
2019-01-04 22:00:00+01:00,0.0,2842.0,5653.0
2019-01-04 23:00:00+01:00,0.0,2930.0,6153.0
2019-01-05 00:00:00+01:00,0.0,2492.0,7858.0
2019-01-05 01:00:00+01:00,0.0,2594.0,8537.0
2019-01-05 02:00:00+01:00,0.0,2682.0,9052.0
2019-01-05 03:00:00+01:00,0.0,2821.0,9618.0
2019-01-05 04:00:00+01:00,0.0,2879.0,9949.0
2019-01-05 05:00:00+01:00,0.0,2920.0,10108.0
2019-01-05 06:00:00+01:00,0.0,2956.0,10099.0
2019-01-05 07:00:00+01:00,1.0,2920.0,9881.0
2019-01-05 08:00:00+01:00,32.0,2824.0,9460.0
2019-01-05 09:00:00+01:00,113.0,2701.0,9107.0
2019-01-05 10:00:00+01:00,203.0,2635.0,9008.0
2019-01-05 11:00:00+01:00,265.0,2654.0,9025.0
2019-01-05 12:00:00+01:00,292.0,2608.0,8871.0
2019-01-05 13:00:00+01:00,283.0,2507.0,8375.0
2019-01-05 14:00:00+01:00,214.0,2452.0,7961.0
2019-01-05 15:00:00+01:00,100.0,2454.0,7683.0
2019-01-05 16:00:00+01:00,27.0,2451.0,7474.0
2019-01-05 17:00:00+01:00,0.0,2453.0,7364.0
2019-01-05 18:00:00+01:00,0.0,2421.0,7317.0
2019-01-05 19:00:00+01:00,0.0,2357.0,7187.0
2019-01-05 20:00:00+01:00,0.0,2246.0,6902.0
2019-01-05 21:00:00+01:00,0.0,2172.0,6451.0
2019-01-05 22:00:00+01:00,0.0,2076.0,6229.0
2019-01-05 23:00:00+01:00,0.0,1976.0,6134.0
2019-01-06 00:00:00+01:00,0.0,1997.0,6003.0
2019-01-06 01:00:00+01:00,0.0,2016.0,5671.0
2019-01-06 02:00:00+01:00,0.0,1927.0,5292.0
2019-01-06 03:00:00+01:00,0.0,1755.0,4862.0
2019-01-06 04:00:00+01:00,0.0,1502.0,4283.0
2019-01-06 05:00:00+01:00,0.0,1210.0,3720.0
2019-01-06 06:00:00+01:00,0.0,931.0,3222.0
2019-01-06 07:00:00+01:00,0.0,721.0,2749.0
2019-01-06 08:00:00+01:00,123.0,589.0,2249.0
2019-01-06 09:00:00+01:00,652.0,500.0,1865.0
2019-01-06 10:00:00+01:00,1333.0,384.0,1627.0
2019-01-06 11:00:00+01:00,1616.0,276.0,1494.0
2019-01-06 12:00:00+01:00,1737.0,228.0,1355.0
2019-01-06 13:00:00+01:00,1660.0,284.0,1132.0
2019-01-06 14:00:00+01:00,1307.0,311.0,1021.0
2019-01-06 15:00:00+01:00,671.0,357.0,941.0
2019-01-06 16:00:00+01:00,62.0,501.0,1201.0
2019-01-06 17:00:00+01:00,0.0,677.0,1618.0
2019-01-06 18:00:00+01:00,0.0,914.0,2146.0
2019-01-06 19:00:00+01:00,0.0,1007.0,2948.0
2019-01-06 20:00:00+01:00,0.0,1151.0,3842.0
2019-01-06 21:00:00+01:00,0.0,1223.0,4343.0
