UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_unknown_production_forecast
2023-04-26 00:00:00,2024-07-17 00:00:00,3.1,4.240923992470173,274.49886061579883,272.2465002579951,1.4525763872096444,1.1454268514012556,0.00325,5550.26984,6273.23624,23.8219,3851.99992,778.49074
2023-04-26 01:00:00,2024-07-17 00:00:00,3.1,3.99575093425079,274.0833196061694,272.2482418114039,0.1264460891536476,0.6566469054809583,0.43358,5547.94809,6361.93824,22.70679,3868.00013,790.65748
2023-04-26 02:00:00,2024-07-17 00:00:00,3.1,3.99575093425079,274.0833196061694,272.2482418114039,0.1264460891536476,0.6566469054809583,1.05449,5559.04285,6450.2821,19.83961,3875.00007,810.38019
2023-04-26 03:00:00,2024-07-17 00:00:00,3.1,3.99575093425079,274.0833196061694,272.2482418114039,0.1264460891536476,0.6566469054809583,1.18154,5574.66403,6574.55892,14.91086,3814.99989,839.7769
2023-04-26 04:00:00,2024-07-17 00:00:00,3.1,4.222166360535828,275.04053138450587,272.6728525063528,41.28560670848475,1.260743276362546,0.65294,5563.67379,6720.51045,8.38656,3619.99983,876.58814
2023-04-26 05:00:00,2024-07-17 00:00:00,3.1,4.222166360535828,275.04053138450587,272.6728525063528,41.28560670848475,1.260743276362546,2.33028,5556.77075,6967.47849,1.00489,3271.00007,905.76543
2023-04-26 06:00:00,2024-07-17 00:00:00,3.1,4.222166360535828,275.04053138450587,272.6728525063528,41.28560670848475,1.260743276362546,2.08186,5589.89013,7144.84634,0.0,3005.99992,939.64063
2023-04-26 07:00:00,2024-07-17 00:00:00,3.1,4.3067389263693965,276.0471727059186,272.6988693002544,330.28270675240447,0.5970703255669035,1.64464,5555.15947,7153.50397,0.0,2935.00001,960.23606
2023-04-26 08:00:00,2024-07-17 00:00:00,3.1,4.3067389263693965,276.0471727059186,272.6988693002544,330.28270675240447,0.5970703255669035,2.0697,5534.31335,7276.61005,0.0,2956.99999,977.44557
2023-04-26 09:00:00,2024-07-17 00:00:00,3.1,4.3067389263693965,276.0471727059186,272.6988693002544,330.28270675240447,0.5970703255669035,2.18621,5521.33882,7411.32687,0.4001,3032.00004,986.10599
2023-04-26 10:00:00,2024-07-17 00:00:00,3.1,4.394009833613286,276.7637326895334,272.8514422574026,396.96729007963313,1.111299791298276,2.39085,5522.28775,7431.93437,0.38955,3092.99986,991.89505
2023-04-26 11:00:00,2024-07-17 00:00:00,3.1,4.394009833613286,276.7637326895334,272.8514422574026,396.96729007963313,1.111299791298276,1.93996,5530.25894,7513.31733,0.0,3154.00003,985.33802
2023-04-26 12:00:00,2024-07-17 00:00:00,3.1,4.394009833613286,276.7637326895334,272.8514422574026,396.96729007963313,1.111299791298276,1.22087,5543.44834,7554.80333,0.0,3174.99985,972.53963
2023-04-26 13:00:00,2024-07-17 00:00:00,3.1,4.293864296847853,276.87356957196727,272.9554988555169,389.3244810041952,0.4273225415122652,1.38517,5537.85468,7532.28328,0.0,3172.99986,957.96903
2023-04-26 14:00:00,2024-07-17 00:00:00,3.1,4.293864296847853,276.87356957196727,272.9554988555169,389.3244810041952,0.4273225415122652,1.4944,5546.03337,7546.47606,0.0,3101.00014,941.61066
2023-04-26 15:00:00,2024-07-17 00:00:00,3.1,4.293864296847853,276.87356957196727,272.9554988555169,389.3244810041952,0.4273225415122652,0.0,5539.48619,7530.19985,0.0,3001.99995,909.28039
2023-04-26 16:00:00,2024-07-17 00:00:00,3.1,3.67609490187678,275.96071527431786,273.0031281999802,269.95182542930297,0.8045923359906675,0.0,5550.06112,7458.01993,0.0,2922.99994,874.90045
2023-04-26 17:00:00,2024-07-17 00:00:00,3.1,3.67609490187678,275.96071527431786,273.0031281999802,269.95182542930297,0.8045923359906675,0.0,5575.08271,7377.48039,0.0,2730.00004,842.55093
2023-04-26 18:00:00,2024-07-17 00:00:00,3.1,3.67609490187678,275.96071527431786,273.0031281999802,269.95182542930297,0.8045923359906675,0.0,5556.74501,7253.52328,0.0,2634.0,824.58202
2023-04-26 19:00:00,2024-07-17 00:00:00,3.1,3.31732985971575,274.6850087713503,272.5059267925505,3.351482415215659,0.3583268903429083,0.0,5538.07597,7080.42963,6.18928,2728.00006,805.14537
2023-04-26 20:00:00,2024-07-17 00:00:00,3.1,3.31732985971575,274.6850087713503,272.5059267925505,3.351482415215659,0.3583268903429083,0.0,5514.43057,6900.67956,13.06132,2861.99994,786.50631
2023-04-26 21:00:00,2024-07-17 00:00:00,3.1,3.31732985971575,274.6850087713503,272.5059267925505,3.351482415215659,0.3583268903429083,0.0,5520.63018,6699.53453,16.99268,2961.99995,779.09973
2023-04-26 22:00:00,2024-07-17 00:00:00,3.1,3.2696460235476548,274.06039375633475,272.1568217417557,1.6755235986457402,0.7210274188562579,0.0,5526.30108,6572.92155,19.64563,2949.00006,782.2237
2023-04-26 23:00:00,2024-07-17 00:00:00,3.1,3.2696460235476548,274.06039375633475,272.1568217417557,1.6755235986457402,0.7210274188562579,0.0,5536.99402,6558.62753,22.74956,2969.00006,799.35584
2023-04-27 00:00:00,2024-07-17 00:00:00,3.1,3.2696460235476548,274.06039375633475,272.1568217417557,1.6755235986457402,0.7210274188562579,0.00325,5580.86426,6204.41592,6.50533,3369.32756,760.20679
2023-04-27 01:00:00,2024-07-17 00:00:00,3.1,3.0873359233893773,273.4284626555492,271.7047452320534,0.2224160806823479,0.3718688023000392,0.43358,5578.56948,6160.35932,6.0828,3345.05378,769.52076
2023-04-27 02:00:00,2024-07-17 00:00:00,3.1,3.0873359233893773,273.4284626555492,271.7047452320534,0.2224160806823479,0.3718688023000392,1.05449,5589.76876,6215.27992,5.34431,3305.37041,786.40393
2023-04-27 03:00:00,2024-07-17 00:00:00,3.1,3.0873359233893773,273.4284626555492,271.7047452320534,0.2224160806823479,0.3718688023000392,1.18154,5605.46779,6368.55621,3.89704,3285.83114,814.01286
2023-04-27 04:00:00,2024-07-17 00:00:00,3.1,3.141554209159686,275.0254274988582,272.3184661891718,50.33445364338547,0.6920854596025947,0.65294,5594.37977,6621.21924,1.32401,3222.41307,850.00765
2023-04-27 05:00:00,2024-07-17 00:00:00,3.1,3.141554209159686,275.0254274988582,272.3184661891718,50.33445364338547,0.6920854596025947,2.33028,5587.38877,7090.63442,0.0,3228.61167,879.26308
2023-04-27 06:00:00,2024-07-17 00:00:00,3.1,3.141554209159686,275.0254274988582,272.3184661891718,50.33445364338547,0.6920854596025947,2.08186,5620.78645,7472.19329,0.0,3193.29037,914.21698
2023-04-27 07:00:00,2024-07-17 00:00:00,3.1,3.039887419297651,276.4246308779308,272.39976090694654,391.49120077615777,0.2871125876271322,1.64464,5586.02851,7609.65314,0.0,3152.73601,936.86526
2023-04-27 08:00:00,2024-07-17 00:00:00,3.1,3.039887419297651,276.4246308779308,272.39976090694654,391.49120077615777,0.2871125876271322,2.0697,5564.79283,7808.85024,0.38197,3153.57644,956.20086
2023-04-27 09:00:00,2024-07-17 00:00:00,3.1,3.039887419297651,276.4246308779308,272.39976090694654,391.49120077615777,0.2871125876271322,2.18621,5551.58198,8016.34492,2.69792,3172.80157,967.50614
2023-04-27 10:00:00,2024-07-17 00:00:00,3.1,3.2035846662293728,277.1565523856805,272.3590043241918,469.11729466394667,0.6539499411873531,2.39085,5552.41566,8036.38532,2.86821,3190.3199,976.70648
2023-04-27 11:00:00,2024-07-17 00:00:00,3.1,3.2035846662293728,277.1565523856805,272.3590043241918,469.11729466394667,0.6539499411873531,1.93996,5560.42824,8075.18424,2.18684,3206.61719,973.07544
2023-04-27 12:00:00,2024-07-17 00:00:00,3.1,3.2035846662293728,277.1565523856805,272.3590043241918,469.11729466394667,0.6539499411873531,1.22087,5573.80092,8066.40596,1.84812,3227.97735,963.5321
2023-04-27 13:00:00,2024-07-17 00:00:00,3.1,3.1767125303901462,277.2385502977804,272.25918835374733,461.72864685000064,0.4316715368873568,1.38517,5568.11194,8029.54279,3.27886,3203.98964,951.89741
2023-04-27 14:00:00,2024-07-17 00:00:00,3.1,3.1767125303901462,277.2385502977804,272.25918835374733,461.72864685000064,0.4316715368873568,1.4944,5576.23761,8064.59504,3.79589,3207.35386,937.96582
2023-04-27 15:00:00,2024-07-17 00:00:00,3.1,3.1767125303901462,277.2385502977804,272.25918835374733,461.72864685000064,0.4316715368873568,0.0,5569.62269,8069.34347,1.14052,3213.28842,907.79195
2023-04-27 16:00:00,2024-07-17 00:00:00,3.1,2.5645565086817967,275.78380503599845,272.1700563438008,322.7441525578363,0.7480399242993734,0.0,5580.1731,8010.83832,0.0,3244.96298,874.29762
2023-04-27 17:00:00,2024-07-17 00:00:00,3.1,2.5645565086817967,275.78380503599845,272.1700563438008,322.7441525578363,0.7480399242993734,0.0,5605.31484,7957.86109,0.0,3286.86666,841.73023
2023-04-27 18:00:00,2024-07-17 00:00:00,3.1,2.5645565086817967,275.78380503599845,272.1700563438008,322.7441525578363,0.7480399242993734,0.0,5586.87017,7847.05313,0.0,3328.20745,822.43907
2023-04-27 19:00:00,2024-07-17 00:00:00,3.1,2.430196582925377,273.8885554547108,270.8652279879089,5.124939056702304,0.217513196132,0.0,5568.02918,7651.11554,2.83903,3360.26651,801.10975
2023-04-27 20:00:00,2024-07-17 00:00:00,3.1,2.430196582925377,273.8885554547108,270.8652279879089,5.124939056702304,0.217513196132,0.0,5544.34485,7391.31007,5.32679,3383.61847,780.23587
2023-04-27 21:00:00,2024-07-17 00:00:00,3.1,2.430196582925377,273.8885554547108,270.8652279879089,5.124939056702304,0.217513196132,0.0,5550.59841,7059.53857,5.55645,3409.73374,770.96847
2023-04-27 22:00:00,2024-07-17 00:00:00,3.1,2.605586769544104,273.3798330953209,270.52430391873867,2.562484404105915,0.4164356134092886,0.0,5556.23407,6753.2174,5.20159,3404.27146,770.96988
2023-04-27 23:00:00,2024-07-17 00:00:00,3.1,2.605586769544104,273.3798330953209,270.52430391873867,2.562484404105915,0.4164356134092886,0.0,5567.08424,6539.1588,5.97915,3399.56041,784.56137
2023-04-28 00:00:00,2024-07-17 00:00:00,3.1,2.605586769544104,273.3798330953209,270.52430391873867,2.562484404105915,0.4164356134092886,0.00325,5609.66656,6106.47586,6.50533,3369.32756,746.29516
2023-04-28 01:00:00,2024-07-17 00:00:00,3.1,2.8549286742717026,273.1786110592494,270.33594250341224,0.4350130030838772,0.1939066212229628,0.43358,5607.3966,6019.89573,6.0828,3345.05378,754.33664
2023-04-28 02:00:00,2024-07-17 00:00:00,3.1,2.8549286742717026,273.1786110592494,270.33594250341224,0.4350130030838772,0.1939066212229628,1.05449,5618.69488,6075.83446,5.34431,3305.37041,769.89989
2023-04-28 03:00:00,2024-07-17 00:00:00,3.1,2.8549286742717026,273.1786110592494,270.33594250341224,0.4350130030838772,0.1939066212229628,1.18154,5634.46717,6254.76812,3.89704,3285.83114,796.66218
2023-04-28 04:00:00,2024-07-17 00:00:00,3.1,3.242708436204553,275.28211762118354,271.5055197504105,52.21091787036073,0.4245798753272369,0.65294,5623.28689,6563.08785,1.32401,3222.41307,832.25703
2023-04-28 05:00:00,2024-07-17 00:00:00,3.1,3.242708436204553,275.28211762118354,271.5055197504105,52.21091787036073,0.4245798753272369,2.33028,5616.21283,7131.40602,0.0,3228.61167,861.61941
2023-04-28 06:00:00,2024-07-17 00:00:00,3.1,3.242708436204553,275.28211762118354,271.5055197504105,52.21091787036073,0.4245798753272369,2.08186,5649.87318,7598.3465,0.0,3193.29037,897.11888
2023-04-28 07:00:00,2024-07-17 00:00:00,3.1,3.8377026226470217,277.0176135517843,272.1125564730048,372.5539292628196,0.2791945558310061,1.64464,5615.08919,7785.03386,0.0,3152.73601,920.76149
2023-04-28 08:00:00,2024-07-17 00:00:00,3.1,3.8377026226470217,277.0176135517843,272.1125564730048,372.5539292628196,0.2791945558310061,2.0697,5593.48662,8009.89746,0.38197,3153.57644,941.10388
2023-04-28 09:00:00,2024-07-17 00:00:00,3.1,3.8377026226470217,277.0176135517843,272.1125564730048,372.5539292628196,0.2791945558310061,2.18621,5580.05356,8244.30704,2.69792,3172.80157,953.66572
2023-04-28 10:00:00,2024-07-17 00:00:00,3.1,4.190178722956934,277.6919655563512,272.9611648371729,432.42405774951584,0.6314784547134913,2.39085,5580.77875,8261.09478,2.86821,3190.3199,964.48155
2023-04-28 11:00:00,2024-07-17 00:00:00,3.1,4.190178722956934,277.6919655563512,272.9611648371729,432.42405774951584,0.6314784547134913,1.93996,5588.83025,8282.16815,2.18684,3206.61719,962.22712
2023-04-28 12:00:00,2024-07-17 00:00:00,3.1,4.190178722956934,277.6919655563512,272.9611648371729,432.42405774951584,0.6314784547134913,1.22087,5602.37549,8257.03829,1.84812,3227.97735,954.27337
2023-04-28 13:00:00,2024-07-17 00:00:00,3.1,4.602748630326539,277.6507812092013,273.63662184466045,370.0915391430127,0.4410019262158968,1.38517,5596.59701,8219.27614,3.27886,3203.98964,944.04672
2023-04-28 14:00:00,2024-07-17 00:00:00,3.1,4.602748630326539,277.6507812092013,273.63662184466045,370.0915391430127,0.4410019262158968,1.4944,5604.67241,8266.10279,3.79589,3207.35386,931.24981
2023-04-28 15:00:00,2024-07-17 00:00:00,3.1,4.602748630326539,277.6507812092013,273.63662184466045,370.0915391430127,0.4410019262158968,0.0,5597.99343,8281.31559,1.14052,3213.28842,902.1639
2023-04-28 16:00:00,2024-07-17 00:00:00,3.1,4.676420825117459,276.4091546416394,273.5745391057736,256.85117020235646,0.9218126737555888,0.0,5608.52085,8222.59959,0.0,3244.96298,869.11167
2023-04-28 17:00:00,2024-07-17 00:00:00,3.1,4.676420825117459,276.4091546416394,273.5745391057736,256.85117020235646,0.9218126737555888,0.0,5633.776,8171.72938,0.0,3286.86666,836.40944
2023-04-28 18:00:00,2024-07-17 00:00:00,3.1,4.676420825117459,276.4091546416394,273.5745391057736,256.85117020235646,0.9218126737555888,0.0,5615.23079,8053.21569,0.0,3328.20745,816.38192
