UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
2023-03-23 00:00:00,320.0,56.0,698.0,0.0,85.0,0.0,0.0,20.0
2023-03-23 01:00:00,326.0,57.0,698.0,0.0,85.0,0.0,0.0,20.0
2023-03-23 02:00:00,327.0,57.0,697.0,0.0,85.0,0.0,0.0,20.0
2023-03-23 03:00:00,320.0,59.0,698.0,0.0,85.0,0.0,0.0,20.0
2023-03-23 04:00:00,326.0,60.0,698.0,0.0,116.0,0.0,0.0,19.0
2023-03-23 05:00:00,422.0,63.0,697.0,0.0,416.0,11.0,1.0,19.0
2023-03-23 06:00:00,436.0,63.0,697.0,0.0,588.0,42.0,0.0,19.0
2023-03-23 07:00:00,336.0,62.0,699.0,0.0,487.0,79.0,0.0,19.0
2023-03-23 08:00:00,265.0,58.0,700.0,0.0,353.0,111.0,0.0,20.0
2023-03-23 09:00:00,275.0,55.0,697.0,0.0,248.0,141.0,0.0,20.0
2023-03-23 10:00:00,282.0,52.0,697.0,0.0,188.0,155.0,0.0,20.0
2023-03-23 11:00:00,279.0,50.0,697.0,0.0,219.0,159.0,0.0,20.0
2023-03-23 12:00:00,275.0,52.0,697.0,0.0,188.0,150.0,0.0,19.0
2023-03-23 13:00:00,278.0,48.0,697.0,0.0,249.0,118.0,0.0,19.0
2023-03-23 14:00:00,323.0,49.0,698.0,0.0,325.0,90.0,0.0,19.0
2023-03-23 15:00:00,333.0,49.0,698.0,0.0,464.0,44.0,0.0,19.0
2023-03-23 16:00:00,430.0,51.0,697.0,0.0,608.0,11.0,0.0,19.0
2023-03-23 17:00:00,529.0,56.0,697.0,0.0,632.0,0.0,0.0,21.0
2023-03-23 18:00:00,536.0,60.0,697.0,0.0,676.0,0.0,0.0,20.0
2023-03-23 19:00:00,535.0,61.0,698.0,0.0,651.0,0.0,0.0,20.0
2023-03-23 20:00:00,426.0,58.0,698.0,0.0,502.0,0.0,0.0,20.0
2023-03-23 21:00:00,327.0,57.0,697.0,0.0,371.0,0.0,0.0,19.0
2023-03-23 22:00:00,273.0,54.0,698.0,0.0,223.0,0.0,0.0,20.0
2023-03-23 23:00:00,322.0,53.0,698.0,0.0,102.0,0.0,0.0,20.0
