UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2023-03-18 00:00:00,861.0,463.0,0.0,0.0,0.0,323.0,45.0,26.0
2023-03-18 01:00:00,822.0,622.0,0.0,0.0,0.0,279.0,43.0,28.0
2023-03-18 02:00:00,836.0,810.0,0.0,0.0,0.0,164.0,53.0,35.0
2023-03-18 03:00:00,896.0,834.0,0.0,0.0,0.0,102.0,86.0,34.0
2023-03-18 04:00:00,988.0,836.0,0.0,0.0,0.0,101.0,103.0,27.0
2023-03-18 05:00:00,992.0,836.0,0.0,0.0,0.0,19.0,95.0,29.0
2023-03-18 06:00:00,991.0,831.0,0.0,0.0,0.0,0.0,86.0,31.0
2023-03-18 07:00:00,990.0,828.0,0.0,0.0,0.0,0.0,113.0,28.0
2023-03-18 08:00:00,988.0,833.0,0.0,0.0,0.0,0.0,116.0,28.0
2023-03-18 09:00:00,992.0,833.0,0.0,0.0,0.0,0.0,108.0,25.0
2023-03-18 10:00:00,994.0,836.0,0.0,0.0,0.0,0.0,101.0,27.0
2023-03-18 11:00:00,992.0,835.0,0.0,0.0,0.0,0.0,90.0,28.0
2023-03-18 12:00:00,992.0,838.0,0.0,0.0,0.0,0.0,98.0,28.0
2023-03-18 13:00:00,994.0,838.0,0.0,0.0,0.0,0.0,117.0,36.0
2023-03-18 14:00:00,993.0,841.0,0.0,0.0,0.0,2.0,108.0,26.0
2023-03-18 15:00:00,995.0,803.0,0.0,0.0,0.0,68.0,98.0,26.0
2023-03-18 16:00:00,973.0,616.0,0.0,0.0,0.0,256.0,120.0,29.0
2023-03-18 17:00:00,963.0,523.0,0.0,0.0,0.0,417.0,118.0,27.0
2023-03-18 18:00:00,964.0,458.0,0.0,0.0,0.0,426.0,117.0,29.0
2023-03-18 19:00:00,960.0,404.0,0.0,0.0,0.0,423.0,112.0,27.0
2023-03-18 20:00:00,960.0,349.0,0.0,0.0,0.0,421.0,103.0,28.0
2023-03-18 21:00:00,960.0,350.0,0.0,0.0,0.0,416.0,83.0,21.0
2023-03-18 22:00:00,963.0,349.0,0.0,0.0,0.0,420.0,57.0,23.0
2023-03-18 23:00:00,961.0,350.0,0.0,0.0,0.0,407.0,44.0,25.0
