,Solar,Wind Onshore
2019-01-01 02:00:00+02:00,0.0,392.0
2019-01-01 03:00:00+02:00,0.0,406.0
2019-01-01 04:00:00+02:00,0.0,417.0
2019-01-01 05:00:00+02:00,0.0,425.0
2019-01-01 06:00:00+02:00,0.0,431.0
2019-01-01 07:00:00+02:00,0.0,435.0
2019-01-01 08:00:00+02:00,0.0,438.0
2019-01-01 09:00:00+02:00,0.0,445.0
2019-01-01 10:00:00+02:00,1.0,449.0
2019-01-01 11:00:00+02:00,2.0,451.0
2019-01-01 12:00:00+02:00,2.0,452.0
2019-01-01 13:00:00+02:00,2.0,452.0
2019-01-01 14:00:00+02:00,2.0,446.0
2019-01-01 15:00:00+02:00,0.0,434.0
2019-01-01 16:00:00+02:00,0.0,419.0
2019-01-01 17:00:00+02:00,0.0,395.0
2019-01-01 18:00:00+02:00,0.0,366.0
2019-01-01 19:00:00+02:00,0.0,333.0
2019-01-01 20:00:00+02:00,0.0,301.0
2019-01-01 21:00:00+02:00,0.0,259.0
2019-01-01 22:00:00+02:00,0.0,221.0
2019-01-01 23:00:00+02:00,0.0,202.0
2019-01-02 00:00:00+02:00,0.0,194.0
2019-01-02 01:00:00+02:00,0.0,207.0
2019-01-02 02:00:00+02:00,0.0,229.0
2019-01-02 03:00:00+02:00,0.0,256.0
2019-01-02 04:00:00+02:00,0.0,300.0
2019-01-02 05:00:00+02:00,0.0,317.0
2019-01-02 06:00:00+02:00,0.0,329.0
2019-01-02 07:00:00+02:00,0.0,346.0
2019-01-02 08:00:00+02:00,0.0,355.0
2019-01-02 09:00:00+02:00,2.0,361.0
2019-01-02 10:00:00+02:00,3.0,374.0
2019-01-02 11:00:00+02:00,5.0,385.0
2019-01-02 12:00:00+02:00,6.0,394.0
2019-01-02 13:00:00+02:00,4.0,404.0
2019-01-02 14:00:00+02:00,3.0,409.0
2019-01-02 15:00:00+02:00,0.0,412.0
2019-01-02 16:00:00+02:00,0.0,417.0
2019-01-02 17:00:00+02:00,0.0,420.0
2019-01-02 18:00:00+02:00,0.0,424.0
2019-01-02 19:00:00+02:00,0.0,427.0
2019-01-02 20:00:00+02:00,0.0,428.0
2019-01-02 21:00:00+02:00,0.0,426.0
2019-01-02 22:00:00+02:00,0.0,422.0
2019-01-02 23:00:00+02:00,0.0,421.0
2019-01-03 00:00:00+02:00,0.0,417.0
2019-01-03 01:00:00+02:00,0.0,431.0
2019-01-03 02:00:00+02:00,0.0,426.0
2019-01-03 03:00:00+02:00,0.0,421.0
2019-01-03 04:00:00+02:00,0.0,414.0
2019-01-03 05:00:00+02:00,0.0,410.0
2019-01-03 06:00:00+02:00,0.0,408.0
2019-01-03 07:00:00+02:00,0.0,403.0
2019-01-03 08:00:00+02:00,0.0,398.0
2019-01-03 09:00:00+02:00,0.0,387.0
2019-01-03 10:00:00+02:00,1.0,380.0
2019-01-03 11:00:00+02:00,2.0,378.0
2019-01-03 12:00:00+02:00,2.0,377.0
2019-01-03 13:00:00+02:00,2.0,373.0
2019-01-03 14:00:00+02:00,2.0,359.0
2019-01-03 15:00:00+02:00,0.0,340.0
2019-01-03 16:00:00+02:00,0.0,323.0
2019-01-03 17:00:00+02:00,0.0,307.0
2019-01-03 18:00:00+02:00,0.0,294.0
2019-01-03 19:00:00+02:00,0.0,280.0
2019-01-03 20:00:00+02:00,0.0,257.0
2019-01-03 21:00:00+02:00,0.0,231.0
2019-01-03 22:00:00+02:00,0.0,202.0
2019-01-03 23:00:00+02:00,0.0,175.0
2019-01-04 00:00:00+02:00,0.0,140.0
2019-01-04 01:00:00+02:00,0.0,72.0
2019-01-04 02:00:00+02:00,0.0,51.0
2019-01-04 03:00:00+02:00,0.0,37.0
2019-01-04 04:00:00+02:00,0.0,29.0
2019-01-04 05:00:00+02:00,0.0,24.0
2019-01-04 06:00:00+02:00,0.0,29.0
2019-01-04 07:00:00+02:00,0.0,42.0
2019-01-04 08:00:00+02:00,0.0,66.0
2019-01-04 09:00:00+02:00,1.0,92.0
2019-01-04 10:00:00+02:00,3.0,118.0
2019-01-04 11:00:00+02:00,4.0,138.0
2019-01-04 12:00:00+02:00,4.0,151.0
2019-01-04 13:00:00+02:00,4.0,161.0
2019-01-04 14:00:00+02:00,2.0,163.0
2019-01-04 15:00:00+02:00,0.0,166.0
2019-01-04 16:00:00+02:00,0.0,163.0
2019-01-04 17:00:00+02:00,0.0,163.0
2019-01-04 18:00:00+02:00,0.0,160.0
2019-01-04 19:00:00+02:00,0.0,155.0
2019-01-04 20:00:00+02:00,0.0,147.0
2019-01-04 21:00:00+02:00,0.0,141.0
2019-01-04 22:00:00+02:00,0.0,140.0
2019-01-04 23:00:00+02:00,0.0,132.0
