datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_hydro_production_forecast
2023-08-17 00:00:00,2023-08-18 21:54:43,3.0,2.608253713283158,301.2263279067479,283.9490545589262,155.79971260431998,0.0109463442386377,331.86393,125.40434
2023-08-17 01:00:00,2023-08-18 21:54:43,3.0,2.608253713283158,301.2263279067479,283.9490545589262,155.79971260431998,0.0109463442386377,321.75034,121.57187
2023-08-17 02:00:00,2023-08-18 21:54:43,3.0,2.608253713283158,301.2263279067479,283.9490545589262,155.79971260431998,0.0109463442386377,318.95821,120.70483
2023-08-17 03:00:00,2023-08-18 21:54:43,3.0,2.608253713283158,301.2263279067479,283.9490545589262,155.79971260431998,0.0109463442386377,304.47024,120.30462
2023-08-17 04:00:00,2023-08-18 21:54:43,3.0,2.743073562778416,297.7857272688244,284.2232490519623,155.79971260431998,0.0109463442386377,290.70162,122.05348
2023-08-17 05:00:00,2023-08-18 21:54:43,3.0,2.743073562778416,297.7857272688244,284.2232490519623,155.79971260431998,0.0109463442386377,276.80587,122.26698
2023-08-17 06:00:00,2023-08-18 21:54:43,3.0,2.743073562778416,297.7857272688244,284.2232490519623,155.79971260431998,0.0109463442386377,268.43687,120.76685
2023-08-17 07:00:00,2023-08-18 21:54:43,3.0,2.375184802694978,295.57239293587,284.3196493850119,77.89983527564266,0.0197874516591314,258.54142,121.69084
2023-08-17 08:00:00,2023-08-18 21:54:43,3.0,2.375184802694978,295.57239293587,284.3196493850119,77.89983527564266,0.0197874516591314,254.14886,123.0922
2023-08-17 09:00:00,2023-08-18 21:54:43,3.0,2.375184802694978,295.57239293587,284.3196493850119,77.89983527564266,0.0197874516591314,249.94897,122.58713
2023-08-17 10:00:00,2023-08-18 21:54:43,3.0,2.1424657949317725,294.39971081422146,284.24658416873046,0.0,0.0335718943752019,241.95047,121.30662
2023-08-17 11:00:00,2023-08-18 21:54:43,3.0,2.1424657949317725,294.39971081422146,284.24658416873046,0.0,0.0335718943752019,237.2346,122.09355
2023-08-17 12:00:00,2023-08-18 21:54:43,3.0,2.1424657949317725,294.39971081422146,284.24658416873046,0.0,0.0335718943752019,239.82529,116.58738
2023-08-17 13:00:00,2023-08-18 21:54:43,3.0,1.685373532042638,298.16651291617706,284.4586621351906,0.0,0.0345572586353862,232.59413,114.39172
2023-08-17 14:00:00,2023-08-18 21:54:43,3.0,1.685373532042638,298.16651291617706,284.4586621351906,0.0,0.0345572586353862,221.14166,114.19473
2023-08-17 15:00:00,2023-08-18 21:54:43,3.0,1.685373532042638,298.16651291617706,284.4586621351906,0.0,0.0345572586353862,230.60791,114.06453
2023-08-17 16:00:00,2023-08-18 21:54:43,3.0,2.4837893266015767,306.1308179590696,283.6823089925691,54.723915718025225,0.035559323887387,233.62109,112.15811
2023-08-17 17:00:00,2023-08-18 21:54:43,3.0,2.4837893266015767,306.1308179590696,283.6823089925691,54.723915718025225,0.035559323887387,245.3665,111.83336
2023-08-17 18:00:00,2023-08-18 21:54:43,3.0,2.4837893266015767,306.1308179590696,283.6823089925691,54.723915718025225,0.035559323887387,261.46338,110.64052
2023-08-17 19:00:00,2023-08-18 21:54:43,3.0,3.6967711104828265,310.211783701106,282.45559548089176,294.3416747388976,0.0365412917824257,272.67053,112.93864
2023-08-17 20:00:00,2023-08-18 21:54:43,3.0,3.6967711104828265,310.211783701106,282.45559548089176,294.3416747388976,0.0365412917824257,282.63443,113.14047
2023-08-17 21:00:00,2023-08-18 21:54:43,3.0,3.6967711104828265,310.211783701106,282.45559548089176,294.3416747388976,0.0365412917824257,301.08015,112.67586
2023-08-17 22:00:00,2023-08-18 21:54:43,3.0,5.643601459607383,307.29776388489256,282.7960258188262,895.6324283817529,0.0385220224010699,307.05568,112.37826
2023-08-17 23:00:00,2023-08-18 21:54:43,3.0,5.643601459607383,307.29776388489256,282.7960258188262,895.6324283817529,0.0385220224010699,309.05905,114.74077
2023-08-18 00:00:00,2023-08-18 21:54:43,3.0,5.643601459607383,307.29776388489256,282.7960258188262,895.6324283817529,0.0385220224010699,300.89756,118.79974
2023-08-18 01:00:00,2023-08-18 21:54:43,3.0,3.743194878804924,298.6848825840297,284.8064440788302,791.9080180715139,0.129411639946738,293.21657,115.85178
2023-08-18 02:00:00,2023-08-18 21:54:43,3.0,3.743194878804924,298.6848825840297,284.8064440788302,791.9080180715139,0.129411639946738,292.07023,115.92446
2023-08-18 03:00:00,2023-08-18 21:54:43,3.0,3.743194878804924,298.6848825840297,284.8064440788302,791.9080180715139,0.129411639946738,280.7486,116.13476
2023-08-18 04:00:00,2023-08-18 21:54:43,3.0,3.041728099017478,294.29605230451807,284.8655310060231,172.5841029480418,0.1958574141091258,269.74489,118.34469
2023-08-18 05:00:00,2023-08-18 21:54:43,3.0,3.041728099017478,294.29605230451807,284.8655310060231,172.5841029480418,0.1958574141091258,258.82763,118.97142
2023-08-18 06:00:00,2023-08-18 21:54:43,3.0,3.041728099017478,294.29605230451807,284.8655310060231,172.5841029480418,0.1958574141091258,253.53588,117.67415
2023-08-18 07:00:00,2023-08-18 21:54:43,3.0,2.178784935295972,292.71412426084896,284.30613972575,86.29103640796477,0.2116670220433669,246.23145,118.4917
2023-08-18 08:00:00,2023-08-18 21:54:43,3.0,2.178784935295972,292.71412426084896,284.30613972575,86.29103640796477,0.2116670220433669,242.92934,119.56898
2023-08-18 09:00:00,2023-08-18 21:54:43,3.0,2.178784935295972,292.71412426084896,284.30613972575,86.29103640796477,0.2116670220433669,240.00859,118.63135
2023-08-18 10:00:00,2023-08-18 21:54:43,3.0,2.027286385365734,291.3630307756173,284.1374809918468,0.0,0.2136377319319901,232.87985,116.75977
2023-08-18 11:00:00,2023-08-18 21:54:43,3.0,2.027286385365734,291.3630307756173,284.1374809918468,0.0,0.2136377319319901,228.25694,116.85507
2023-08-18 12:00:00,2023-08-18 21:54:43,3.0,2.027286385365734,291.3630307756173,284.1374809918468,0.0,0.2136377319319901,230.04098,110.71987
2023-08-18 13:00:00,2023-08-18 21:54:43,3.0,1.9321654948002929,294.36411871543567,284.19507908230287,0.0,0.2382547633840039,222.57218,107.60591
2023-08-18 14:00:00,2023-08-18 21:54:43,3.0,1.9321654948002929,294.36411871543567,284.19507908230287,0.0,0.2382547633840039,210.98165,106.55716
2023-08-18 15:00:00,2023-08-18 21:54:43,3.0,1.9321654948002929,294.36411871543567,284.19507908230287,0.0,0.2382547633840039,217.65501,105.92074
2023-08-18 16:00:00,2023-08-18 21:54:43,3.0,2.686173455243164,301.86574714284035,283.19308997988435,57.19314867683326,0.2628752285327927,219.11447,103.66585
