,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2023-08-17 00:00:00,2023-08-18 22:28:40,3.0,271.77,332.0,120.0
1,2023-08-17 01:00:00,2023-08-18 22:28:40,3.0,269.39,332.0,124.0
2,2023-08-17 02:00:00,2023-08-18 22:28:40,3.0,268.27,327.0,124.0
3,2023-08-17 03:00:00,2023-08-18 22:28:40,3.0,268.64,326.0,123.0
4,2023-08-17 04:00:00,2023-08-18 22:28:40,3.0,277.88,362.0,120.0
5,2023-08-17 05:00:00,2023-08-18 22:28:40,3.0,275.93,352.0,120.0
6,2023-08-17 06:00:00,2023-08-18 22:28:40,3.0,260.64,286.0,120.0
7,2023-08-17 07:00:00,2023-08-18 22:28:40,3.0,242.78,229.0,120.0
8,2023-08-17 08:00:00,2023-08-18 22:28:40,3.0,246.32,239.0,120.0
9,2023-08-17 09:00:00,2023-08-18 22:28:40,3.0,245.98,238.0,120.0
10,2023-08-17 10:00:00,2023-08-18 22:28:40,3.0,245.63,237.0,120.0
11,2023-08-17 11:00:00,2023-08-18 22:28:40,3.0,243.86,232.0,120.0
12,2023-08-17 12:00:00,2023-08-18 22:28:40,3.0,252.54,258.0,120.0
13,2023-08-17 13:00:00,2023-08-18 22:28:40,3.0,263.53,297.0,120.0
14,2023-08-17 14:00:00,2023-08-18 22:28:40,3.0,259.28,281.0,120.0
15,2023-08-17 15:00:00,2023-08-18 22:28:40,3.0,250.65,252.0,120.0
16,2023-08-17 16:00:00,2023-08-18 22:28:40,3.0,246.67,240.0,120.0
17,2023-08-17 17:00:00,2023-08-18 22:28:40,3.0,246.67,240.0,120.0
18,2023-08-17 18:00:00,2023-08-18 22:28:40,3.0,246.67,240.0,120.0
19,2023-08-17 19:00:00,2023-08-18 22:28:40,3.0,248.36,245.0,120.0
20,2023-08-17 20:00:00,2023-08-18 22:28:40,3.0,257.31,274.0,120.0
21,2023-08-17 21:00:00,2023-08-18 22:28:40,3.0,270.89,328.0,120.0
22,2023-08-17 22:00:00,2023-08-18 22:28:40,3.0,262.87,292.0,119.0
23,2023-08-17 23:00:00,2023-08-18 22:28:40,3.0,261.28,286.0,119.0
