,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2023-08-22 00:00:00,2023-08-23 19:34:33,3.0,317.1,178.0,105.0
1,2023-08-22 01:00:00,2023-08-23 19:34:33,3.0,336.37,183.0,90.0
2,2023-08-22 02:00:00,2023-08-23 19:34:33,3.0,332.3,174.0,89.0
3,2023-08-22 03:00:00,2023-08-23 19:34:33,3.0,345.49,198.0,89.0
4,2023-08-22 04:00:00,2023-08-23 19:34:33,3.0,342.41,192.0,89.0
5,2023-08-22 05:00:00,2023-08-23 19:34:33,3.0,339.73,187.0,89.0
6,2023-08-22 06:00:00,2023-08-23 19:34:33,3.0,329.87,170.0,89.0
7,2023-08-22 07:00:00,2023-08-23 19:34:33,3.0,329.87,170.0,89.0
8,2023-08-22 08:00:00,2023-08-23 19:34:33,3.0,334.67,176.0,88.0
9,2023-08-22 09:00:00,2023-08-23 19:34:33,3.0,348.67,170.0,74.0
10,2023-08-22 10:00:00,2023-08-23 19:34:33,3.0,351.15,172.0,73.0
11,2023-08-22 11:00:00,2023-08-23 19:34:33,3.0,351.15,172.0,73.0
12,2023-08-22 12:00:00,2023-08-23 19:34:33,3.0,352.28,174.0,73.0
13,2023-08-22 13:00:00,2023-08-23 19:34:33,3.0,363.54,196.0,73.0
14,2023-08-22 14:00:00,2023-08-23 19:34:33,3.0,386.44,203.0,58.0
15,2023-08-22 15:00:00,2023-08-23 19:34:33,3.0,373.5,174.0,58.0
16,2023-08-22 16:00:00,2023-08-23 19:34:33,3.0,370.93,169.0,58.0
17,2023-08-22 17:00:00,2023-08-23 19:34:33,3.0,368.25,164.0,58.0
18,2023-08-22 18:00:00,2023-08-23 19:34:33,3.0,368.8,165.0,58.0
19,2023-08-22 19:00:00,2023-08-23 19:34:33,3.0,367.26,165.0,59.0
20,2023-08-22 20:00:00,2023-08-23 19:34:33,3.0,356.3,169.0,68.0
21,2023-08-22 21:00:00,2023-08-23 19:34:33,3.0,345.72,165.0,74.0
22,2023-08-22 22:00:00,2023-08-23 19:34:33,3.0,326.62,163.0,88.0
23,2023-08-22 23:00:00,2023-08-23 19:34:33,3.0,335.74,194.0,96.0
