UTC time,creation_time (UTC),version,nat_gas,hydro
2023-08-10 00:00:00,2023-08-13 18:15:09,3.0,268.0,96.0
2023-08-10 01:00:00,2023-08-13 18:15:09,3.0,255.0,96.0
2023-08-10 02:00:00,2023-08-13 18:15:09,3.0,278.0,96.0
2023-08-10 03:00:00,2023-08-13 18:15:09,3.0,306.0,96.0
2023-08-10 04:00:00,2023-08-13 18:15:09,3.0,262.0,96.0
2023-08-10 05:00:00,2023-08-13 18:15:09,3.0,231.0,96.0
2023-08-10 06:00:00,2023-08-13 18:15:09,3.0,222.0,96.0
2023-08-10 07:00:00,2023-08-13 18:15:09,3.0,197.0,96.0
2023-08-10 08:00:00,2023-08-13 18:15:09,3.0,195.0,96.0
2023-08-10 09:00:00,2023-08-13 18:15:09,3.0,193.0,96.0
2023-08-10 10:00:00,2023-08-13 18:15:09,3.0,192.0,96.0
2023-08-10 11:00:00,2023-08-13 18:15:09,3.0,189.0,96.0
2023-08-10 12:00:00,2023-08-13 18:15:09,3.0,185.0,96.0
2023-08-10 13:00:00,2023-08-13 18:15:09,3.0,198.0,96.0
2023-08-10 14:00:00,2023-08-13 18:15:09,3.0,219.0,96.0
2023-08-10 15:00:00,2023-08-13 18:15:09,3.0,209.0,96.0
2023-08-10 16:00:00,2023-08-13 18:15:09,3.0,196.0,110.0
2023-08-10 17:00:00,2023-08-13 18:15:09,3.0,187.0,108.0
2023-08-10 18:00:00,2023-08-13 18:15:09,3.0,186.0,107.0
2023-08-10 19:00:00,2023-08-13 18:15:09,3.0,185.0,120.0
2023-08-10 20:00:00,2023-08-13 18:15:09,3.0,195.0,121.0
2023-08-10 21:00:00,2023-08-13 18:15:09,3.0,207.0,122.0
2023-08-10 22:00:00,2023-08-13 18:15:09,3.0,193.0,122.0
2023-08-10 23:00:00,2023-08-13 18:15:09,3.0,209.0,122.0
