UTC time,creation_time (UTC),version,nat_gas,hydro
2023-08-20 00:00:00,2023-08-21 21:40:21,3.0,202.0,120.0
2023-08-20 01:00:00,2023-08-21 21:40:21,3.0,198.0,120.0
2023-08-20 02:00:00,2023-08-21 21:40:21,3.0,205.0,120.0
2023-08-20 03:00:00,2023-08-21 21:40:21,3.0,207.0,119.0
2023-08-20 04:00:00,2023-08-21 21:40:21,3.0,198.0,120.0
2023-08-20 05:00:00,2023-08-21 21:40:21,3.0,199.0,119.0
2023-08-20 06:00:00,2023-08-21 21:40:21,3.0,215.0,120.0
2023-08-20 07:00:00,2023-08-21 21:40:21,3.0,216.0,119.0
2023-08-20 08:00:00,2023-08-21 21:40:21,3.0,215.0,105.0
2023-08-20 09:00:00,2023-08-21 21:40:21,3.0,209.0,90.0
2023-08-20 10:00:00,2023-08-21 21:40:21,3.0,209.0,75.0
2023-08-20 11:00:00,2023-08-21 21:40:21,3.0,210.0,73.0
2023-08-20 12:00:00,2023-08-21 21:40:21,3.0,208.0,73.0
2023-08-20 13:00:00,2023-08-21 21:40:21,3.0,196.0,73.0
2023-08-20 14:00:00,2023-08-21 21:40:21,3.0,196.0,73.0
2023-08-20 15:00:00,2023-08-21 21:40:21,3.0,197.0,73.0
2023-08-20 16:00:00,2023-08-21 21:40:21,3.0,203.0,74.0
2023-08-20 17:00:00,2023-08-21 21:40:21,3.0,195.0,87.0
2023-08-20 18:00:00,2023-08-21 21:40:21,3.0,184.0,89.0
2023-08-20 19:00:00,2023-08-21 21:40:21,3.0,197.0,102.0
2023-08-20 20:00:00,2023-08-21 21:40:21,3.0,200.0,104.0
2023-08-20 21:00:00,2023-08-21 21:40:21,3.0,210.0,104.0
2023-08-20 22:00:00,2023-08-21 21:40:21,3.0,213.0,105.0
2023-08-20 23:00:00,2023-08-21 21:40:21,3.0,216.0,119.0
