,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2023-08-26 00:00:00,2023-08-28 00:48:23,3.0,259.25,206.0,88.0
1,2023-08-26 01:00:00,2023-08-28 00:48:23,3.0,257.08,214.0,94.0
2,2023-08-26 02:00:00,2023-08-28 00:48:23,3.0,255.21,209.0,94.0
3,2023-08-26 03:00:00,2023-08-28 00:48:23,3.0,261.32,214.0,89.0
4,2023-08-26 04:00:00,2023-08-28 00:48:23,3.0,269.21,203.0,76.0
5,2023-08-26 05:00:00,2023-08-28 00:48:23,3.0,287.24,236.0,68.0
6,2023-08-26 06:00:00,2023-08-28 00:48:23,3.0,290.42,208.0,57.0
7,2023-08-26 07:00:00,2023-08-28 00:48:23,3.0,290.71,209.0,57.0
8,2023-08-26 08:00:00,2023-08-28 00:48:23,3.0,295.73,223.0,56.0
9,2023-08-26 09:00:00,2023-08-28 00:48:23,3.0,296.26,225.0,56.0
10,2023-08-26 10:00:00,2023-08-28 00:48:23,3.0,293.26,214.0,56.0
11,2023-08-26 11:00:00,2023-08-28 00:48:23,3.0,293.31,218.0,57.0
12,2023-08-26 12:00:00,2023-08-28 00:48:23,3.0,294.38,218.0,56.0
13,2023-08-26 13:00:00,2023-08-28 00:48:23,3.0,295.73,223.0,56.0
14,2023-08-26 14:00:00,2023-08-28 00:48:23,3.0,296.52,226.0,56.0
15,2023-08-26 15:00:00,2023-08-28 00:48:23,3.0,279.12,172.0,56.0
16,2023-08-26 16:00:00,2023-08-28 00:48:23,3.0,279.12,172.0,56.0
17,2023-08-26 17:00:00,2023-08-28 00:48:23,3.0,280.69,176.0,56.0
18,2023-08-26 18:00:00,2023-08-28 00:48:23,3.0,280.69,176.0,56.0
19,2023-08-26 19:00:00,2023-08-28 00:48:23,3.0,280.64,179.0,57.0
20,2023-08-26 20:00:00,2023-08-28 00:48:23,3.0,281.76,182.0,57.0
21,2023-08-26 21:00:00,2023-08-28 00:48:23,3.0,288.75,199.0,56.0
22,2023-08-26 22:00:00,2023-08-28 00:48:23,3.0,281.39,181.0,57.0
23,2023-08-26 23:00:00,2023-08-28 00:48:23,3.0,276.45,198.0,67.0
