UTC time,creation_time (UTC),version,nat_gas,hydro
2023-09-09 00:00:00,2023-09-11 16:15:59,3.0,342.0,80.0
2023-09-09 01:00:00,2023-09-11 16:15:59,3.0,357.0,80.0
2023-09-09 02:00:00,2023-09-11 16:15:59,3.0,357.0,79.0
2023-09-09 03:00:00,2023-09-11 16:15:59,3.0,360.0,80.0
2023-09-09 04:00:00,2023-09-11 16:15:59,3.0,347.0,80.0
2023-09-09 05:00:00,2023-09-11 16:15:59,3.0,340.0,80.0
2023-09-09 06:00:00,2023-09-11 16:15:59,3.0,299.0,79.0
2023-09-09 07:00:00,2023-09-11 16:15:59,3.0,284.0,80.0
2023-09-09 08:00:00,2023-09-11 16:15:59,3.0,236.0,80.0
2023-09-09 09:00:00,2023-09-11 16:15:59,3.0,236.0,80.0
2023-09-09 10:00:00,2023-09-11 16:15:59,3.0,224.0,79.0
2023-09-09 11:00:00,2023-09-11 16:15:59,3.0,224.0,80.0
2023-09-09 12:00:00,2023-09-11 16:15:59,3.0,238.0,80.0
2023-09-09 13:00:00,2023-09-11 16:15:59,3.0,237.0,80.0
2023-09-09 14:00:00,2023-09-11 16:15:59,3.0,237.0,79.0
2023-09-09 15:00:00,2023-09-11 16:15:59,3.0,223.0,80.0
2023-09-09 16:00:00,2023-09-11 16:15:59,3.0,236.0,79.0
2023-09-09 17:00:00,2023-09-11 16:15:59,3.0,214.0,80.0
2023-09-09 18:00:00,2023-09-11 16:15:59,3.0,204.0,80.0
2023-09-09 19:00:00,2023-09-11 16:15:59,3.0,227.0,79.0
2023-09-09 20:00:00,2023-09-11 16:15:59,3.0,236.0,80.0
2023-09-09 21:00:00,2023-09-11 16:15:59,3.0,236.0,80.0
2023-09-09 22:00:00,2023-09-11 16:15:59,3.0,221.0,80.0
2023-09-09 23:00:00,2023-09-11 16:15:59,3.0,280.0,79.0
