,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2023-08-16 00:00:00,2023-08-18 21:54:43,3.0,373.98,368.0,122.0
1,2023-08-16 01:00:00,2023-08-18 21:54:43,3.0,375.38,374.0,122.0
2,2023-08-16 02:00:00,2023-08-18 21:54:43,3.0,367.53,345.0,123.0
3,2023-08-16 03:00:00,2023-08-18 21:54:43,3.0,368.26,345.0,122.0
4,2023-08-16 04:00:00,2023-08-18 21:54:43,3.0,374.45,370.0,122.0
5,2023-08-16 05:00:00,2023-08-18 21:54:43,3.0,368.52,346.0,122.0
6,2023-08-16 06:00:00,2023-08-18 21:54:43,3.0,361.95,322.0,122.0
7,2023-08-16 07:00:00,2023-08-18 21:54:43,3.0,346.52,272.0,121.0
8,2023-08-16 08:00:00,2023-08-18 21:54:43,3.0,331.59,233.0,120.0
9,2023-08-16 09:00:00,2023-08-18 21:54:43,3.0,327.91,225.0,120.0
10,2023-08-16 10:00:00,2023-08-18 21:54:43,3.0,322.57,214.0,120.0
11,2023-08-16 11:00:00,2023-08-18 21:54:43,3.0,323.07,215.0,120.0
12,2023-08-16 12:00:00,2023-08-18 21:54:43,3.0,334.23,239.0,120.0
13,2023-08-16 13:00:00,2023-08-18 21:54:43,3.0,351.93,285.0,120.0
14,2023-08-16 14:00:00,2023-08-18 21:54:43,3.0,352.27,286.0,120.0
15,2023-08-16 15:00:00,2023-08-18 21:54:43,3.0,352.27,286.0,120.0
16,2023-08-16 16:00:00,2023-08-18 21:54:43,3.0,353.28,289.0,120.0
17,2023-08-16 17:00:00,2023-08-18 21:54:43,3.0,348.79,276.0,120.0
18,2023-08-16 18:00:00,2023-08-18 21:54:43,3.0,343.99,263.0,120.0
19,2023-08-16 19:00:00,2023-08-18 21:54:43,3.0,349.5,278.0,120.0
20,2023-08-16 20:00:00,2023-08-18 21:54:43,3.0,350.55,281.0,120.0
21,2023-08-16 21:00:00,2023-08-18 21:54:43,3.0,366.01,331.0,120.0
22,2023-08-16 22:00:00,2023-08-18 21:54:43,3.0,366.56,333.0,120.0
23,2023-08-16 23:00:00,2023-08-18 21:54:43,3.0,366.28,332.0,120.0
