datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_hydro_production_forecast
2023-08-06 00:00:00,2.98578431210115,298.321259953027,280.8688737661996,266.62190631053306,0.0,241.08855,106.84894
2023-08-06 01:00:00,2.98578431210115,298.321259953027,280.8688737661996,266.62190631053306,0.0,240.9993,104.85014
2023-08-06 02:00:00,2.98578431210115,298.321259953027,280.8688737661996,266.62190631053306,0.0,245.23736,104.68523
2023-08-06 03:00:00,2.98578431210115,298.321259953027,280.8688737661996,266.62190631053306,0.0,243.28163,104.36266
2023-08-06 04:00:00,2.862683392892882,293.5079534647444,280.69945678508145,266.62190631053306,0.0,239.71991,104.92954
2023-08-06 05:00:00,2.862683392892882,293.5079534647444,280.69945678508145,266.62190631053306,0.0,234.44459,104.16516
2023-08-06 06:00:00,2.862683392892882,293.5079534647444,280.69945678508145,266.62190631053306,0.0,234.31155,101.04499
2023-08-06 07:00:00,2.453668649393539,291.69176535299664,279.9023178355852,133.3295696477824,0.0,231.84537,99.82997
2023-08-06 08:00:00,2.453668649393539,291.69176535299664,279.9023178355852,133.3295696477824,0.0,229.51646,98.51889
2023-08-06 09:00:00,2.453668649393539,291.69176535299664,279.9023178355852,133.3295696477824,0.0,227.19491,95.85356
2023-08-06 10:00:00,2.238707702700543,290.47123620735346,279.38351912122755,0.0,0.0,218.17776,92.64353
2023-08-06 11:00:00,2.238707702700543,290.47123620735346,279.38351912122755,0.0,0.0,208.8992,91.21752
2023-08-06 12:00:00,2.238707702700543,290.47123620735346,279.38351912122755,0.0,0.0,206.18258,85.15805
2023-08-06 13:00:00,1.5954217574901066,296.13202449703766,279.60641418522005,0.0,0.0,195.82036,81.95416
2023-08-06 14:00:00,1.5954217574901066,296.13202449703766,279.60641418522005,0.0,0.0,181.75589,80.87052
2023-08-06 15:00:00,1.5954217574901066,296.13202449703766,279.60641418522005,0.0,0.0,179.05858,80.88076
2023-08-06 16:00:00,3.162832864976481,304.63201919618376,279.4542746230611,76.11468068601944,0.0,175.07858,80.03677
2023-08-06 17:00:00,3.162832864976481,304.63201919618376,279.4542746230611,76.11468068601944,0.0,178.36993,80.60348
2023-08-06 18:00:00,3.162832864976481,304.63201919618376,279.4542746230611,76.11468068601944,0.0,187.14109,80.94142
