,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2023-08-15 00:00:00,2023-08-18 21:41:24,3.0,368.26,345.0,122.0
1,2023-08-15 01:00:00,2023-08-18 21:41:24,3.0,368.0,344.0,122.0
2,2023-08-15 02:00:00,2023-08-18 21:41:24,3.0,373.26,365.0,122.0
3,2023-08-15 03:00:00,2023-08-18 21:41:24,3.0,373.26,365.0,122.0
4,2023-08-15 04:00:00,2023-08-18 21:41:24,3.0,374.21,369.0,122.0
5,2023-08-15 05:00:00,2023-08-18 21:41:24,3.0,375.38,374.0,122.0
6,2023-08-15 06:00:00,2023-08-18 21:41:24,3.0,365.32,334.0,122.0
7,2023-08-15 07:00:00,2023-08-18 21:41:24,3.0,347.51,277.0,122.0
8,2023-08-15 08:00:00,2023-08-18 21:41:24,3.0,340.39,258.0,122.0
9,2023-08-15 09:00:00,2023-08-18 21:41:24,3.0,332.08,238.0,122.0
10,2023-08-15 10:00:00,2023-08-18 21:41:24,3.0,331.64,237.0,122.0
11,2023-08-15 11:00:00,2023-08-18 21:41:24,3.0,331.64,237.0,122.0
12,2023-08-15 12:00:00,2023-08-18 21:41:24,3.0,350.66,286.0,122.0
13,2023-08-15 13:00:00,2023-08-18 21:41:24,3.0,354.96,299.0,122.0
14,2023-08-15 14:00:00,2023-08-18 21:41:24,3.0,353.34,294.0,122.0
15,2023-08-15 15:00:00,2023-08-18 21:41:24,3.0,345.34,271.0,122.0
16,2023-08-15 16:00:00,2023-08-18 21:41:24,3.0,353.34,294.0,122.0
17,2023-08-15 17:00:00,2023-08-18 21:41:24,3.0,354.96,299.0,122.0
18,2023-08-15 18:00:00,2023-08-18 21:41:24,3.0,347.51,277.0,122.0
19,2023-08-15 19:00:00,2023-08-18 21:41:24,3.0,347.87,278.0,122.0
20,2023-08-15 20:00:00,2023-08-18 21:41:24,3.0,353.34,294.0,122.0
21,2023-08-15 21:00:00,2023-08-18 21:41:24,3.0,366.68,339.0,122.0
22,2023-08-15 22:00:00,2023-08-18 21:41:24,3.0,369.04,348.0,122.0
23,2023-08-15 23:00:00,2023-08-18 21:41:24,3.0,368.52,346.0,122.0
