UTC time,creation_time (UTC),version,nat_gas,hydro
2023-08-24 00:00:00,2023-08-25 21:23:44,3.0,321.0,84.0
2023-08-24 01:00:00,2023-08-25 21:23:44,3.0,296.0,84.0
2023-08-24 02:00:00,2023-08-25 21:23:44,3.0,322.0,95.0
2023-08-24 03:00:00,2023-08-25 21:23:44,3.0,320.0,105.0
2023-08-24 04:00:00,2023-08-25 21:23:44,3.0,313.0,110.0
2023-08-24 05:00:00,2023-08-25 21:23:44,3.0,280.0,110.0
2023-08-24 06:00:00,2023-08-25 21:23:44,3.0,276.0,100.0
2023-08-24 07:00:00,2023-08-25 21:23:44,3.0,261.0,90.0
2023-08-24 08:00:00,2023-08-25 21:23:44,3.0,223.0,90.0
2023-08-24 09:00:00,2023-08-25 21:23:44,3.0,201.0,89.0
2023-08-24 10:00:00,2023-08-25 21:23:44,3.0,198.0,77.0
2023-08-24 11:00:00,2023-08-25 21:23:44,3.0,201.0,69.0
2023-08-24 12:00:00,2023-08-25 21:23:44,3.0,215.0,59.0
2023-08-24 13:00:00,2023-08-25 21:23:44,3.0,225.0,58.0
2023-08-24 14:00:00,2023-08-25 21:23:44,3.0,233.0,58.0
2023-08-24 15:00:00,2023-08-25 21:23:44,3.0,224.0,58.0
2023-08-24 16:00:00,2023-08-25 21:23:44,3.0,207.0,58.0
2023-08-24 17:00:00,2023-08-25 21:23:44,3.0,207.0,58.0
2023-08-24 18:00:00,2023-08-25 21:23:44,3.0,205.0,59.0
2023-08-24 19:00:00,2023-08-25 21:23:44,3.0,218.0,68.0
2023-08-24 20:00:00,2023-08-25 21:23:44,3.0,223.0,75.0
2023-08-24 21:00:00,2023-08-25 21:23:44,3.0,230.0,87.0
2023-08-24 22:00:00,2023-08-25 21:23:44,3.0,223.0,97.0
2023-08-24 23:00:00,2023-08-25 21:23:44,3.0,237.0,104.0
