,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2023-08-10 00:00:00,2023-08-13 18:15:09,3.0,272.42,268.0,96.0
1,2023-08-10 01:00:00,2023-08-13 18:15:09,3.0,268.8,255.0,96.0
2,2023-08-10 02:00:00,2023-08-13 18:15:09,3.0,275.03,278.0,96.0
3,2023-08-10 03:00:00,2023-08-13 18:15:09,3.0,281.64,306.0,96.0
4,2023-08-10 04:00:00,2023-08-13 18:15:09,3.0,270.78,262.0,96.0
5,2023-08-10 05:00:00,2023-08-13 18:15:09,3.0,261.38,231.0,96.0
6,2023-08-10 06:00:00,2023-08-13 18:15:09,3.0,258.3,222.0,96.0
7,2023-08-10 07:00:00,2023-08-13 18:15:09,3.0,248.77,197.0,96.0
8,2023-08-10 08:00:00,2023-08-13 18:15:09,3.0,247.94,195.0,96.0
9,2023-08-10 09:00:00,2023-08-13 18:15:09,3.0,247.09,193.0,96.0
10,2023-08-10 10:00:00,2023-08-13 18:15:09,3.0,246.67,192.0,96.0
11,2023-08-10 11:00:00,2023-08-13 18:15:09,3.0,245.37,189.0,96.0
12,2023-08-10 12:00:00,2023-08-13 18:15:09,3.0,243.59,185.0,96.0
13,2023-08-10 13:00:00,2023-08-13 18:15:09,3.0,249.18,198.0,96.0
14,2023-08-10 14:00:00,2023-08-13 18:15:09,3.0,257.24,219.0,96.0
15,2023-08-10 15:00:00,2023-08-13 18:15:09,3.0,253.54,209.0,96.0
16,2023-08-10 16:00:00,2023-08-13 18:15:09,3.0,236.99,196.0,110.0
17,2023-08-10 17:00:00,2023-08-13 18:15:09,3.0,234.54,187.0,108.0
18,2023-08-10 18:00:00,2023-08-13 18:15:09,3.0,234.88,186.0,107.0
19,2023-08-10 19:00:00,2023-08-13 18:15:09,3.0,224.43,185.0,120.0
20,2023-08-10 20:00:00,2023-08-13 18:15:09,3.0,228.32,195.0,121.0
21,2023-08-10 21:00:00,2023-08-13 18:15:09,3.0,232.8,207.0,122.0
22,2023-08-10 22:00:00,2023-08-13 18:15:09,3.0,226.7,193.0,122.0
23,2023-08-10 23:00:00,2023-08-13 18:15:09,3.0,233.63,209.0,122.0
