UTC time,creation_time (UTC),version,nat_gas,hydro
2023-08-03 00:00:00,2023-08-13 18:54:59,3.0,236.0,100.0
2023-08-03 01:00:00,2023-08-13 18:54:59,3.0,262.0,100.0
2023-08-03 02:00:00,2023-08-13 18:54:59,3.0,240.0,99.0
2023-08-03 03:00:00,2023-08-13 18:54:59,3.0,292.0,99.0
2023-08-03 04:00:00,2023-08-13 18:54:59,3.0,263.0,99.0
2023-08-03 05:00:00,2023-08-13 18:54:59,3.0,233.0,99.0
2023-08-03 06:00:00,2023-08-13 18:54:59,3.0,230.0,99.0
2023-08-03 07:00:00,2023-08-13 18:54:59,3.0,216.0,99.0
2023-08-03 08:00:00,2023-08-13 18:54:59,3.0,221.0,99.0
2023-08-03 09:00:00,2023-08-13 18:54:59,3.0,217.0,85.0
2023-08-03 10:00:00,2023-08-13 18:54:59,3.0,210.0,84.0
2023-08-03 11:00:00,2023-08-13 18:54:59,3.0,210.0,84.0
2023-08-03 12:00:00,2023-08-13 18:54:59,3.0,209.0,83.0
2023-08-03 13:00:00,2023-08-13 18:54:59,3.0,218.0,80.0
2023-08-03 14:00:00,2023-08-13 18:54:59,3.0,221.0,80.0
2023-08-03 15:00:00,2023-08-13 18:54:59,3.0,186.0,81.0
2023-08-03 16:00:00,2023-08-13 18:54:59,3.0,167.0,81.0
2023-08-03 17:00:00,2023-08-13 18:54:59,3.0,166.0,81.0
2023-08-03 18:00:00,2023-08-13 18:54:59,3.0,169.0,81.0
2023-08-03 19:00:00,2023-08-13 18:54:59,3.0,190.0,81.0
2023-08-03 20:00:00,2023-08-13 18:54:59,3.0,176.0,82.0
2023-08-03 21:00:00,2023-08-13 18:54:59,3.0,175.0,96.0
2023-08-03 22:00:00,2023-08-13 18:54:59,3.0,177.0,97.0
2023-08-03 23:00:00,2023-08-13 18:54:59,3.0,190.0,97.0
