,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2023-09-07 00:00:00,2023-09-08 23:15:10,3.0,311.5,213.0,40.0
1,2023-09-07 01:00:00,2023-09-08 23:15:10,3.0,322.41,271.0,40.0
2,2023-09-07 02:00:00,2023-09-08 23:15:10,3.0,327.59,309.0,40.0
3,2023-09-07 03:00:00,2023-09-08 23:15:10,3.0,322.4,298.0,44.0
4,2023-09-07 04:00:00,2023-09-08 23:15:10,3.0,324.51,321.0,45.0
5,2023-09-07 05:00:00,2023-09-08 23:15:10,3.0,318.48,272.0,44.0
6,2023-09-07 06:00:00,2023-09-08 23:15:10,3.0,316.38,236.0,40.0
7,2023-09-07 07:00:00,2023-09-08 23:15:10,3.0,314.57,227.0,40.0
8,2023-09-07 08:00:00,2023-09-08 23:15:10,3.0,313.94,224.0,40.0
9,2023-09-07 09:00:00,2023-09-08 23:15:10,3.0,310.08,207.0,40.0
10,2023-09-07 10:00:00,2023-09-08 23:15:10,3.0,308.59,201.0,40.0
11,2023-09-07 11:00:00,2023-09-08 23:15:10,3.0,309.34,204.0,40.0
12,2023-09-07 12:00:00,2023-09-08 23:15:10,3.0,308.84,202.0,40.0
13,2023-09-07 13:00:00,2023-09-08 23:15:10,3.0,313.73,223.0,40.0
14,2023-09-07 14:00:00,2023-09-08 23:15:10,3.0,315.63,238.0,41.0
15,2023-09-07 15:00:00,2023-09-08 23:15:10,3.0,296.27,217.0,54.0
16,2023-09-07 16:00:00,2023-09-08 23:15:10,3.0,285.66,210.0,62.0
17,2023-09-07 17:00:00,2023-09-08 23:15:10,3.0,292.5,234.0,62.0
18,2023-09-07 18:00:00,2023-09-08 23:15:10,3.0,293.67,227.0,59.0
19,2023-09-07 19:00:00,2023-09-08 23:15:10,3.0,293.9,224.0,58.0
20,2023-09-07 20:00:00,2023-09-08 23:15:10,3.0,293.94,228.0,59.0
21,2023-09-07 21:00:00,2023-09-08 23:15:10,3.0,285.97,211.0,62.0
22,2023-09-07 22:00:00,2023-09-08 23:15:10,3.0,300.06,266.0,62.0
23,2023-09-07 23:00:00,2023-09-08 23:15:10,3.0,304.32,278.0,60.0
