,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2023-08-28 00:00:00,2023-08-30 02:35:36,3.0,341.73,210.0,98.0
1,2023-08-28 01:00:00,2023-08-30 02:35:36,3.0,346.28,222.0,99.0
2,2023-08-28 02:00:00,2023-08-30 02:35:36,3.0,370.17,286.0,99.0
3,2023-08-28 03:00:00,2023-08-30 02:35:36,3.0,378.07,310.0,98.0
4,2023-08-28 04:00:00,2023-08-30 02:35:36,3.0,379.7,287.0,89.0
5,2023-08-28 05:00:00,2023-08-30 02:35:36,3.0,380.43,283.0,87.0
6,2023-08-28 06:00:00,2023-08-30 02:35:36,3.0,377.21,238.0,76.0
7,2023-08-28 07:00:00,2023-08-30 02:35:36,3.0,377.73,230.0,73.0
8,2023-08-28 08:00:00,2023-08-30 02:35:36,3.0,384.55,212.0,62.0
9,2023-08-28 09:00:00,2023-08-30 02:35:36,3.0,379.3,199.0,62.0
10,2023-08-28 10:00:00,2023-08-30 02:35:36,3.0,376.7,193.0,62.0
11,2023-08-28 11:00:00,2023-08-30 02:35:36,3.0,378.53,194.0,61.0
12,2023-08-28 12:00:00,2023-08-30 02:35:36,3.0,398.98,206.0,50.0
13,2023-08-28 13:00:00,2023-08-30 02:35:36,3.0,417.24,227.0,42.0
14,2023-08-28 14:00:00,2023-08-30 02:35:36,3.0,436.1,237.0,31.0
15,2023-08-28 15:00:00,2023-08-30 02:35:36,3.0,428.89,212.0,32.0
16,2023-08-28 16:00:00,2023-08-30 02:35:36,3.0,421.54,180.0,31.0
17,2023-08-28 17:00:00,2023-08-30 02:35:36,3.0,419.53,174.0,31.0
18,2023-08-28 18:00:00,2023-08-30 02:35:36,3.0,428.0,202.0,31.0
19,2023-08-28 19:00:00,2023-08-30 02:35:36,3.0,431.04,214.0,31.0
20,2023-08-28 20:00:00,2023-08-30 02:35:36,3.0,432.9,222.0,31.0
21,2023-08-28 21:00:00,2023-08-30 02:35:36,3.0,427.27,225.0,35.0
22,2023-08-28 22:00:00,2023-08-30 02:35:36,3.0,434.38,273.0,37.0
23,2023-08-28 23:00:00,2023-08-30 02:35:36,3.0,422.16,270.0,46.0
