,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2023-08-14 00:00:00,2023-08-21 20:44:56,3.0,272.08,339.0,122.0
1,2023-08-14 01:00:00,2023-08-21 20:44:56,3.0,264.53,306.0,122.0
2,2023-08-14 02:00:00,2023-08-21 20:44:56,3.0,270.79,333.0,122.0
3,2023-08-14 03:00:00,2023-08-21 20:44:56,3.0,266.94,316.0,122.0
4,2023-08-14 04:00:00,2023-08-21 20:44:56,3.0,265.02,308.0,122.0
5,2023-08-14 05:00:00,2023-08-21 20:44:56,3.0,267.18,317.0,122.0
6,2023-08-14 06:00:00,2023-08-21 20:44:56,3.0,253.96,267.0,122.0
7,2023-08-14 07:00:00,2023-08-21 20:44:56,3.0,239.54,224.0,122.0
8,2023-08-14 08:00:00,2023-08-21 20:44:56,3.0,241.4,229.0,122.0
9,2023-08-14 09:00:00,2023-08-21 20:44:56,3.0,240.29,226.0,122.0
10,2023-08-14 10:00:00,2023-08-21 20:44:56,3.0,238.01,220.0,122.0
11,2023-08-14 11:00:00,2023-08-21 20:44:56,3.0,235.65,214.0,122.0
12,2023-08-14 12:00:00,2023-08-21 20:44:56,3.0,234.85,212.0,122.0
13,2023-08-14 13:00:00,2023-08-21 20:44:56,3.0,241.03,228.0,122.0
14,2023-08-14 14:00:00,2023-08-21 20:44:56,3.0,243.2,234.0,122.0
15,2023-08-14 15:00:00,2023-08-21 20:44:56,3.0,234.85,212.0,122.0
16,2023-08-14 16:00:00,2023-08-21 20:44:56,3.0,239.16,223.0,122.0
17,2023-08-14 17:00:00,2023-08-21 20:44:56,3.0,256.87,277.0,122.0
18,2023-08-14 18:00:00,2023-08-21 20:44:56,3.0,256.87,277.0,122.0
19,2023-08-14 19:00:00,2023-08-21 20:44:56,3.0,264.29,305.0,122.0
20,2023-08-14 20:00:00,2023-08-21 20:44:56,3.0,273.34,345.0,122.0
21,2023-08-14 21:00:00,2023-08-21 20:44:56,3.0,271.44,336.0,122.0
22,2023-08-14 22:00:00,2023-08-21 20:44:56,3.0,262.78,299.0,122.0
23,2023-08-14 23:00:00,2023-08-21 20:44:56,3.0,268.1,321.0,122.0
