UTC time,creation_time (UTC),version,nat_gas,hydro
2023-08-16 00:00:00,2023-08-18 21:54:43,3.0,368.0,122.0
2023-08-16 01:00:00,2023-08-18 21:54:43,3.0,374.0,122.0
2023-08-16 02:00:00,2023-08-18 21:54:43,3.0,345.0,123.0
2023-08-16 03:00:00,2023-08-18 21:54:43,3.0,345.0,122.0
2023-08-16 04:00:00,2023-08-18 21:54:43,3.0,370.0,122.0
2023-08-16 05:00:00,2023-08-18 21:54:43,3.0,346.0,122.0
2023-08-16 06:00:00,2023-08-18 21:54:43,3.0,322.0,122.0
2023-08-16 07:00:00,2023-08-18 21:54:43,3.0,272.0,121.0
2023-08-16 08:00:00,2023-08-18 21:54:43,3.0,233.0,120.0
2023-08-16 09:00:00,2023-08-18 21:54:43,3.0,225.0,120.0
2023-08-16 10:00:00,2023-08-18 21:54:43,3.0,214.0,120.0
2023-08-16 11:00:00,2023-08-18 21:54:43,3.0,215.0,120.0
2023-08-16 12:00:00,2023-08-18 21:54:43,3.0,239.0,120.0
2023-08-16 13:00:00,2023-08-18 21:54:43,3.0,285.0,120.0
2023-08-16 14:00:00,2023-08-18 21:54:43,3.0,286.0,120.0
2023-08-16 15:00:00,2023-08-18 21:54:43,3.0,286.0,120.0
2023-08-16 16:00:00,2023-08-18 21:54:43,3.0,289.0,120.0
2023-08-16 17:00:00,2023-08-18 21:54:43,3.0,276.0,120.0
2023-08-16 18:00:00,2023-08-18 21:54:43,3.0,263.0,120.0
2023-08-16 19:00:00,2023-08-18 21:54:43,3.0,278.0,120.0
2023-08-16 20:00:00,2023-08-18 21:54:43,3.0,281.0,120.0
2023-08-16 21:00:00,2023-08-18 21:54:43,3.0,331.0,120.0
2023-08-16 22:00:00,2023-08-18 21:54:43,3.0,333.0,120.0
2023-08-16 23:00:00,2023-08-18 21:54:43,3.0,332.0,120.0
