,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2023-09-01 00:00:00,2023-09-03 16:44:46,3.0,295.12,268.0,68.0
1,2023-09-01 01:00:00,2023-09-03 16:44:46,3.0,279.82,211.0,68.0
2,2023-09-01 02:00:00,2023-09-03 16:44:46,3.0,277.15,200.0,67.0
3,2023-09-01 03:00:00,2023-09-03 16:44:46,3.0,281.43,197.0,62.0
4,2023-09-01 04:00:00,2023-09-03 16:44:46,3.0,296.29,201.0,50.0
5,2023-09-01 05:00:00,2023-09-03 16:44:46,3.0,313.08,231.0,42.0
6,2023-09-01 06:00:00,2023-09-03 16:44:46,3.0,333.9,296.0,32.0
7,2023-09-01 07:00:00,2023-09-03 16:44:46,3.0,326.72,234.0,31.0
8,2023-09-01 08:00:00,2023-09-03 16:44:46,3.0,321.07,210.0,32.0
9,2023-09-01 09:00:00,2023-09-03 16:44:46,3.0,315.9,181.0,31.0
10,2023-09-01 10:00:00,2023-09-03 16:44:46,3.0,314.86,177.0,31.0
11,2023-09-01 11:00:00,2023-09-03 16:44:46,3.0,314.05,174.0,31.0
12,2023-09-01 12:00:00,2023-09-03 16:44:46,3.0,318.79,193.0,31.0
13,2023-09-01 13:00:00,2023-09-03 16:44:46,3.0,321.19,204.0,31.0
14,2023-09-01 14:00:00,2023-09-03 16:44:46,3.0,323.37,215.0,31.0
15,2023-09-01 15:00:00,2023-09-03 16:44:46,3.0,325.37,226.0,31.0
16,2023-09-01 16:00:00,2023-09-03 16:44:46,3.0,321.81,207.0,31.0
17,2023-09-01 17:00:00,2023-09-03 16:44:46,3.0,324.12,219.0,31.0
18,2023-09-01 18:00:00,2023-09-03 16:44:46,3.0,325.37,226.0,31.0
19,2023-09-01 19:00:00,2023-09-03 16:44:46,3.0,324.81,230.0,32.0
20,2023-09-01 20:00:00,2023-09-03 16:44:46,3.0,308.82,212.0,42.0
21,2023-09-01 21:00:00,2023-09-03 16:44:46,3.0,311.19,254.0,48.0
22,2023-09-01 22:00:00,2023-09-03 16:44:46,3.0,297.19,249.0,61.0
23,2023-09-01 23:00:00,2023-09-03 16:44:46,3.0,299.72,290.0,68.0
