,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2023-09-07 00:00:00,2023-09-08 23:15:10,3.0,416.32,213.0,40.0
1,2023-09-07 01:00:00,2023-09-08 23:15:10,3.0,430.06,271.0,40.0
2,2023-09-07 02:00:00,2023-09-08 23:15:10,3.0,436.59,309.0,40.0
3,2023-09-07 03:00:00,2023-09-08 23:15:10,3.0,430.05,298.0,44.0
4,2023-09-07 04:00:00,2023-09-08 23:15:10,3.0,432.7,321.0,45.0
5,2023-09-07 05:00:00,2023-09-08 23:15:10,3.0,425.11,272.0,44.0
6,2023-09-07 06:00:00,2023-09-08 23:15:10,3.0,422.46,236.0,40.0
7,2023-09-07 07:00:00,2023-09-08 23:15:10,3.0,420.19,227.0,40.0
8,2023-09-07 08:00:00,2023-09-08 23:15:10,3.0,419.39,224.0,40.0
9,2023-09-07 09:00:00,2023-09-08 23:15:10,3.0,414.53,207.0,40.0
10,2023-09-07 10:00:00,2023-09-08 23:15:10,3.0,412.66,201.0,40.0
11,2023-09-07 11:00:00,2023-09-08 23:15:10,3.0,413.61,204.0,40.0
12,2023-09-07 12:00:00,2023-09-08 23:15:10,3.0,412.98,202.0,40.0
13,2023-09-07 13:00:00,2023-09-08 23:15:10,3.0,419.13,223.0,40.0
14,2023-09-07 14:00:00,2023-09-08 23:15:10,3.0,421.52,238.0,41.0
15,2023-09-07 15:00:00,2023-09-08 23:15:10,3.0,397.14,217.0,54.0
16,2023-09-07 16:00:00,2023-09-08 23:15:10,3.0,383.78,210.0,62.0
17,2023-09-07 17:00:00,2023-09-08 23:15:10,3.0,392.39,234.0,62.0
18,2023-09-07 18:00:00,2023-09-08 23:15:10,3.0,393.87,227.0,59.0
19,2023-09-07 19:00:00,2023-09-08 23:15:10,3.0,394.16,224.0,58.0
20,2023-09-07 20:00:00,2023-09-08 23:15:10,3.0,394.2,228.0,59.0
21,2023-09-07 21:00:00,2023-09-08 23:15:10,3.0,384.17,211.0,62.0
22,2023-09-07 22:00:00,2023-09-08 23:15:10,3.0,401.91,266.0,62.0
23,2023-09-07 23:00:00,2023-09-08 23:15:10,3.0,407.28,278.0,60.0
