datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_hydro_production_forecast
2023-06-27 00:00:00,3.2824430032285985,292.3058102237349,279.9717759470198,314.2318239219798,0.0,222.67423,103.068
2023-06-27 01:00:00,3.2824430032285985,292.3058102237349,279.9717759470198,314.2318239219798,0.0,221.88045,99.64414
2023-06-27 02:00:00,3.2824430032285985,292.3058102237349,279.9717759470198,314.2318239219798,0.0,225.33171,98.63866
2023-06-27 03:00:00,3.2824430032285985,292.3058102237349,279.9717759470198,314.2318239219798,0.0,222.7147,98.0759
2023-06-27 04:00:00,2.884550881296776,286.62136046463354,280.17393238862303,314.2318239219798,0.0,219.07742,99.36441
2023-06-27 05:00:00,2.884550881296776,286.62136046463354,280.17393238862303,314.2318239219798,0.0,215.39219,99.51847
2023-06-27 06:00:00,2.884550881296776,286.62136046463354,280.17393238862303,314.2318239219798,0.0,217.42201,98.3777
2023-06-27 07:00:00,2.450276173284362,285.181577997613,279.4856791624331,158.06188469890526,0.0,216.48704,99.25609
2023-06-27 08:00:00,2.450276173284362,285.181577997613,279.4856791624331,158.06188469890526,0.0,215.47814,100.66132
2023-06-27 09:00:00,2.450276173284362,285.181577997613,279.4856791624331,158.06188469890526,0.0,215.07415,100.54057
2023-06-27 10:00:00,2.3429653132062023,284.251201830509,278.96030069015444,0.0,0.0,209.06406,99.68237
2023-06-27 11:00:00,2.3429653132062023,284.251201830509,278.96030069015444,0.0,0.0,203.33866,100.52531
2023-06-27 12:00:00,2.3429653132062023,284.251201830509,278.96030069015444,0.0,0.0,202.32104,96.02811
2023-06-27 13:00:00,1.8972187660740945,289.7082557057085,279.3646400682498,0.0,0.0,193.70283,94.35576
2023-06-27 14:00:00,1.8972187660740945,289.7082557057085,279.3646400682498,0.0,0.0,181.33639,94.39434
2023-06-27 15:00:00,1.8972187660740945,289.7082557057085,279.3646400682498,0.0,0.0,180.06263,94.32052
2023-06-27 16:00:00,2.4418297607530546,296.3544530741927,279.13070977336247,107.55316809358018,0.0,177.11935,92.81019
2023-06-27 17:00:00,2.4418297607530546,296.3544530741927,279.13070977336247,107.55316809358018,0.0,180.30177,92.63604
2023-06-27 18:00:00,2.4418297607530546,296.3544530741927,279.13070977336247,107.55316809358018,0.0,187.91005,91.84061
2023-06-27 19:00:00,3.053563155996853,300.94818770975564,278.55599125355644,333.5057644795321,0.0,192.45514,93.79602
2023-06-27 20:00:00,3.053563155996853,300.94818770975564,278.55599125355644,333.5057644795321,0.0,196.27624,93.89027
2023-06-27 21:00:00,3.053563155996853,300.94818770975564,278.55599125355644,333.5057644795321,0.0,207.54111,93.31445
2023-06-27 22:00:00,3.599064777678317,301.5848700694621,277.6451936732621,882.3856956919091,0.0,213.93267,92.93627
2023-06-27 23:00:00,3.599064777678317,301.5848700694621,277.6451936732621,882.3856956919091,0.0,218.58021,94.68043
2023-06-28 00:00:00,3.599064777678317,301.5848700694621,277.6451936732621,882.3856956919091,0.0,216.32662,100.07898
2023-06-28 01:00:00,3.3820909333289544,294.9547040369753,279.7483220981259,836.1898304512289,0.0009987627236055,215.87132,97.28602
2023-06-28 02:00:00,3.3820909333289544,294.9547040369753,279.7483220981259,836.1898304512289,0.0009987627236055,219.02513,96.96481
2023-06-28 03:00:00,3.3820909333289544,294.9547040369753,279.7483220981259,836.1898304512289,0.0009987627236055,216.35635,96.84092
2023-06-28 04:00:00,3.012041041452793,288.95514552940284,280.6255511319585,298.2186983830864,0.0009987627236055,212.52816,98.45207
2023-06-28 05:00:00,3.012041041452793,288.95514552940284,280.6255511319585,298.2186983830864,0.0009987627236055,208.38473,98.86351
2023-06-28 06:00:00,3.012041041452793,288.95514552940284,280.6255511319585,298.2186983830864,0.0009987627236055,210.06719,97.77269
2023-06-28 07:00:00,2.500828598985545,287.7193418359786,280.5380105422404,150.0585450775271,0.0009987627236055,209.12948,98.51012
2023-06-28 08:00:00,2.500828598985545,287.7193418359786,280.5380105422404,150.0585450775271,0.0009987627236055,207.71054,99.60041
2023-06-28 09:00:00,2.500828598985545,287.7193418359786,280.5380105422404,150.0585450775271,0.0009987627236055,206.71642,99.07141
2023-06-28 10:00:00,2.4888803081235493,286.5951945489135,280.4147244339269,0.0,0.0009987627236055,200.41742,97.69988
2023-06-28 11:00:00,2.4888803081235493,286.5951945489135,280.4147244339269,0.0,0.0009987627236055,194.58371,97.98654
2023-06-28 12:00:00,2.4888803081235493,286.5951945489135,280.4147244339269,0.0,0.0009987627236055,193.52653,92.93892
2023-06-28 13:00:00,2.141657686386866,291.8778572185886,280.9403405374618,0.0,0.0009987627236055,185.30228,90.5491
2023-06-28 14:00:00,2.141657686386866,291.8778572185886,280.9403405374618,0.0,0.0009987627236055,173.59722,89.94827
2023-06-28 15:00:00,2.141657686386866,291.8778572185886,280.9403405374618,0.0,0.0009987627236055,172.49388,89.52513
2023-06-28 16:00:00,3.2484196057999584,299.33720036904424,281.0656884104803,110.33697247958996,0.0020008279756063,169.96942,87.77194
2023-06-28 17:00:00,3.2484196057999584,299.33720036904424,281.0656884104803,110.33697247958996,0.0020008279756063,173.6762,87.39482
2023-06-28 18:00:00,3.2484196057999584,299.33720036904424,281.0656884104803,110.33697247958996,0.0020008279756063,181.58318,86.50083
2023-06-28 19:00:00,4.35744176269107,303.6592275299774,280.61196791311096,377.0959855068387,0.0020008279756063,186.26979,88.41381
2023-06-28 20:00:00,4.35744176269107,303.6592275299774,280.61196791311096,377.0959855068387,0.0020008279756063,190.29552,88.69835
2023-06-28 21:00:00,4.35744176269107,303.6592275299774,280.61196791311096,377.0959855068387,0.0020008279756063,201.27566,88.53432
2023-06-28 22:00:00,4.668175097991097,303.5149046694929,280.4445003394285,966.2207255750892,0.0472119205319718,207.73953,88.65775
2023-06-28 23:00:00,4.668175097991097,303.5149046694929,280.4445003394285,966.2207255750892,0.0472119205319718,212.68742,90.93887
2023-06-29 00:00:00,4.668175097991097,303.5149046694929,280.4445003394285,966.2207255750892,0.0472119205319718,210.64535,97.55587
2023-06-29 01:00:00,4.24925144549676,297.18176702937734,281.69446853583634,878.8478741079161,0.2044964901368309,210.46823,95.07514
2023-06-29 02:00:00,4.24925144549676,297.18176702937734,281.69446853583634,878.8478741079161,0.2044964901368309,213.41113,94.96469
2023-06-29 03:00:00,4.24925144549676,297.18176702937734,281.69446853583634,878.8478741079161,0.2044964901368309,210.7435,94.93933
2023-06-29 04:00:00,3.331317160319375,290.9562074462565,281.2299786425688,301.15213840157986,0.2546107791717691,206.81919,96.50062
2023-06-29 05:00:00,3.331317160319375,290.9562074462565,281.2299786425688,301.15213840157986,0.2546107791717691,202.42201,96.87006
2023-06-29 06:00:00,3.331317160319375,290.9562074462565,281.2299786425688,301.15213840157986,0.2546107791717691,203.94796,95.63296
2023-06-29 07:00:00,2.8343998579920293,289.58553278876684,280.2744188526138,151.52062691732294,0.2546107791717691,203.08772,96.132
2023-06-29 08:00:00,2.8343998579920293,289.58553278876684,280.2744188526138,151.52062691732294,0.2546107791717691,201.41217,96.89182
2023-06-29 09:00:00,2.8343998579920293,289.58553278876684,280.2744188526138,151.52062691732294,0.2546107791717691,200.04403,96.0683
2023-06-29 10:00:00,2.368602008816385,288.3884257006156,279.6650077300221,0.0,0.2546107791717691,193.61308,94.403
2023-06-29 11:00:00,2.368602008816385,288.3884257006156,279.6650077300221,0.0,0.2546107791717691,187.78086,94.3578
2023-06-29 12:00:00,2.368602008816385,288.3884257006156,279.6650077300221,0.0,0.2546107791717691,186.71884,89.1453
2023-06-29 13:00:00,1.6318987947278556,294.3197645708168,280.07434536397045,0.0,0.2546107791717691,178.82349,86.50944
2023-06-29 14:00:00,1.6318987947278556,294.3197645708168,280.07434536397045,0.0,0.2546107791717691,167.64722,85.68957
