UTC time,creation_time (UTC),version,forecasted_avg_carbon_intensity
2023-08-30T00:00:00.000000000,2023-09-02 20:46:35,3.0,318.75164
2023-08-30T01:00:00.000000000,2023-09-02 20:46:35,3.0,318.56801
2023-08-30T02:00:00.000000000,2023-09-02 20:46:35,3.0,317.87991
2023-08-30T03:00:00.000000000,2023-09-02 20:46:35,3.0,316.01525
2023-08-30T04:00:00.000000000,2023-09-02 20:46:35,3.0,316.34999
2023-08-30T05:00:00.000000000,2023-09-02 20:46:35,3.0,316.5328
2023-08-30T06:00:00.000000000,2023-09-02 20:46:35,3.0,316.64939
2023-08-30T07:00:00.000000000,2023-09-02 20:46:35,3.0,317.22317
2023-08-30T08:00:00.000000000,2023-09-02 20:46:35,3.0,319.29791
2023-08-30T09:00:00.000000000,2023-09-02 20:46:35,3.0,322.14835
2023-08-30T10:00:00.000000000,2023-09-02 20:46:35,3.0,323.81196
2023-08-30T11:00:00.000000000,2023-09-02 20:46:35,3.0,326.3301
2023-08-30T12:00:00.000000000,2023-09-02 20:46:35,3.0,328.335
2023-08-30T13:00:00.000000000,2023-09-02 20:46:35,3.0,327.97663
2023-08-30T14:00:00.000000000,2023-09-02 20:46:35,3.0,328.4293
2023-08-30T15:00:00.000000000,2023-09-02 20:46:35,3.0,326.35942
2023-08-30T16:00:00.000000000,2023-09-02 20:46:35,3.0,326.96946
2023-08-30T17:00:00.000000000,2023-09-02 20:46:35,3.0,325.33351
2023-08-30T18:00:00.000000000,2023-09-02 20:46:35,3.0,323.07955
2023-08-30T19:00:00.000000000,2023-09-02 20:46:35,3.0,323.46988
2023-08-30T20:00:00.000000000,2023-09-02 20:46:35,3.0,323.22296
2023-08-30T21:00:00.000000000,2023-09-02 20:46:35,3.0,322.34165
2023-08-30T22:00:00.000000000,2023-09-02 20:46:35,3.0,321.90389
2023-08-30T23:00:00.000000000,2023-09-02 20:46:35,3.0,321.04831
2023-08-31T00:00:00.000000000,2023-09-02 20:46:35,3.0,321.6782
2023-08-31T01:00:00.000000000,2023-09-02 20:46:35,3.0,321.54918
2023-08-31T02:00:00.000000000,2023-09-02 20:46:35,3.0,320.79953
2023-08-31T03:00:00.000000000,2023-09-02 20:46:35,3.0,318.87451
2023-08-31T04:00:00.000000000,2023-09-02 20:46:35,3.0,319.13371
2023-08-31T05:00:00.000000000,2023-09-02 20:46:35,3.0,319.36863
2023-08-31T06:00:00.000000000,2023-09-02 20:46:35,3.0,319.49933
2023-08-31T07:00:00.000000000,2023-09-02 20:46:35,3.0,319.98684
2023-08-31T08:00:00.000000000,2023-09-02 20:46:35,3.0,322.08552
2023-08-31T09:00:00.000000000,2023-09-02 20:46:35,3.0,325.03392
2023-08-31T10:00:00.000000000,2023-09-02 20:46:35,3.0,326.86084
2023-08-31T11:00:00.000000000,2023-09-02 20:46:35,3.0,329.49739
2023-08-31T12:00:00.000000000,2023-09-02 20:46:35,3.0,331.53711
2023-08-31T13:00:00.000000000,2023-09-02 20:46:35,3.0,331.15177
2023-08-31T14:00:00.000000000,2023-09-02 20:46:35,3.0,331.57703
2023-08-31T15:00:00.000000000,2023-09-02 20:46:35,3.0,329.533
2023-08-31T16:00:00.000000000,2023-09-02 20:46:35,3.0,330.09322
2023-08-31T17:00:00.000000000,2023-09-02 20:46:35,3.0,328.35035
2023-08-31T18:00:00.000000000,2023-09-02 20:46:35,3.0,325.96727
2023-08-31T19:00:00.000000000,2023-09-02 20:46:35,3.0,326.21933
2023-08-31T20:00:00.000000000,2023-09-02 20:46:35,3.0,325.80088
2023-08-31T21:00:00.000000000,2023-09-02 20:46:35,3.0,324.88487
2023-08-31T22:00:00.000000000,2023-09-02 20:46:35,3.0,324.49464
2023-08-31T23:00:00.000000000,2023-09-02 20:46:35,3.0,323.64454
2023-09-01T00:00:00.000000000,2023-09-02 20:46:35,3.0,321.41709
2023-09-01T01:00:00.000000000,2023-09-02 20:46:35,3.0,321.08755
2023-09-01T02:00:00.000000000,2023-09-02 20:46:35,3.0,320.20834
2023-09-01T03:00:00.000000000,2023-09-02 20:46:35,3.0,318.25225
2023-09-01T04:00:00.000000000,2023-09-02 20:46:35,3.0,318.5397
2023-09-01T05:00:00.000000000,2023-09-02 20:46:35,3.0,318.84581
2023-09-01T06:00:00.000000000,2023-09-02 20:46:35,3.0,319.12108
2023-09-01T07:00:00.000000000,2023-09-02 20:46:35,3.0,319.8251
2023-09-01T08:00:00.000000000,2023-09-02 20:46:35,3.0,321.9786
2023-09-01T09:00:00.000000000,2023-09-02 20:46:35,3.0,325.07305
2023-09-01T10:00:00.000000000,2023-09-02 20:46:35,3.0,326.84803
2023-09-01T11:00:00.000000000,2023-09-02 20:46:35,3.0,329.33944
2023-09-01T12:00:00.000000000,2023-09-02 20:46:35,3.0,331.37579
2023-09-01T13:00:00.000000000,2023-09-02 20:46:35,3.0,330.99113
2023-09-01T14:00:00.000000000,2023-09-02 20:46:35,3.0,331.36978
2023-09-01T15:00:00.000000000,2023-09-02 20:46:35,3.0,329.38454
2023-09-01T16:00:00.000000000,2023-09-02 20:46:35,3.0,330.07888
2023-09-01T17:00:00.000000000,2023-09-02 20:46:35,3.0,328.50506
2023-09-01T18:00:00.000000000,2023-09-02 20:46:35,3.0,326.31388
2023-09-01T19:00:00.000000000,2023-09-02 20:46:35,3.0,326.74705
2023-09-01T20:00:00.000000000,2023-09-02 20:46:35,3.0,326.41945
2023-09-01T21:00:00.000000000,2023-09-02 20:46:35,3.0,325.40834
2023-09-01T22:00:00.000000000,2023-09-02 20:46:35,3.0,324.89489
2023-09-01T23:00:00.000000000,2023-09-02 20:46:35,3.0,323.86215
2023-09-02T00:00:00.000000000,2023-09-02 20:46:35,3.0,325.97085
2023-09-02T01:00:00.000000000,2023-09-02 20:46:35,3.0,325.40297
2023-09-02T02:00:00.000000000,2023-09-02 20:46:35,3.0,324.24956
2023-09-02T03:00:00.000000000,2023-09-02 20:46:35,3.0,322.21682
2023-09-02T04:00:00.000000000,2023-09-02 20:46:35,3.0,322.41149
2023-09-02T05:00:00.000000000,2023-09-02 20:46:35,3.0,322.7435
2023-09-02T06:00:00.000000000,2023-09-02 20:46:35,3.0,323.20984
2023-09-02T07:00:00.000000000,2023-09-02 20:46:35,3.0,324.14844
2023-09-02T08:00:00.000000000,2023-09-02 20:46:35,3.0,326.44873
2023-09-02T09:00:00.000000000,2023-09-02 20:46:35,3.0,329.88361
2023-09-02T10:00:00.000000000,2023-09-02 20:46:35,3.0,331.69937
2023-09-02T11:00:00.000000000,2023-09-02 20:46:35,3.0,334.1229
2023-09-02T12:00:00.000000000,2023-09-02 20:46:35,3.0,336.05855
2023-09-02T13:00:00.000000000,2023-09-02 20:46:35,3.0,335.44535
2023-09-02T14:00:00.000000000,2023-09-02 20:46:35,3.0,335.51819
2023-09-02T15:00:00.000000000,2023-09-02 20:46:35,3.0,333.30964
2023-09-02T16:00:00.000000000,2023-09-02 20:46:35,3.0,333.89704
2023-09-02T17:00:00.000000000,2023-09-02 20:46:35,3.0,332.4169
2023-09-02T18:00:00.000000000,2023-09-02 20:46:35,3.0,330.34971
2023-09-02T19:00:00.000000000,2023-09-02 20:46:35,3.0,331.03565
2023-09-02T20:00:00.000000000,2023-09-02 20:46:35,3.0,330.89396
2023-09-02T21:00:00.000000000,2023-09-02 20:46:35,3.0,330.04447
2023-09-02T22:00:00.000000000,2023-09-02 20:46:35,3.0,329.69367
2023-09-02T23:00:00.000000000,2023-09-02 20:46:35,3.0,328.60203
