UTC time,creation_time (UTC),version,nat_gas,hydro
2023-08-28 00:00:00,2023-08-30 02:35:36,3.0,210.0,98.0
2023-08-28 01:00:00,2023-08-30 02:35:36,3.0,222.0,99.0
2023-08-28 02:00:00,2023-08-30 02:35:36,3.0,286.0,99.0
2023-08-28 03:00:00,2023-08-30 02:35:36,3.0,310.0,98.0
2023-08-28 04:00:00,2023-08-30 02:35:36,3.0,287.0,89.0
2023-08-28 05:00:00,2023-08-30 02:35:36,3.0,283.0,87.0
2023-08-28 06:00:00,2023-08-30 02:35:36,3.0,238.0,76.0
2023-08-28 07:00:00,2023-08-30 02:35:36,3.0,230.0,73.0
2023-08-28 08:00:00,2023-08-30 02:35:36,3.0,212.0,62.0
2023-08-28 09:00:00,2023-08-30 02:35:36,3.0,199.0,62.0
2023-08-28 10:00:00,2023-08-30 02:35:36,3.0,193.0,62.0
2023-08-28 11:00:00,2023-08-30 02:35:36,3.0,194.0,61.0
2023-08-28 12:00:00,2023-08-30 02:35:36,3.0,206.0,50.0
2023-08-28 13:00:00,2023-08-30 02:35:36,3.0,227.0,42.0
2023-08-28 14:00:00,2023-08-30 02:35:36,3.0,237.0,31.0
2023-08-28 15:00:00,2023-08-30 02:35:36,3.0,212.0,32.0
2023-08-28 16:00:00,2023-08-30 02:35:36,3.0,180.0,31.0
2023-08-28 17:00:00,2023-08-30 02:35:36,3.0,174.0,31.0
2023-08-28 18:00:00,2023-08-30 02:35:36,3.0,202.0,31.0
2023-08-28 19:00:00,2023-08-30 02:35:36,3.0,214.0,31.0
2023-08-28 20:00:00,2023-08-30 02:35:36,3.0,222.0,31.0
2023-08-28 21:00:00,2023-08-30 02:35:36,3.0,225.0,35.0
2023-08-28 22:00:00,2023-08-30 02:35:36,3.0,273.0,37.0
2023-08-28 23:00:00,2023-08-30 02:35:36,3.0,270.0,46.0
