UTC time,nat_gas,hydro,solar,wind,biomass,unknown
2023-06-20 00:00:00,46.0,38.0,0.0,14.0,67.0,3.0
2023-06-20 01:00:00,46.0,25.0,4.0,16.0,67.0,3.0
2023-06-20 02:00:00,46.0,25.0,17.0,10.0,67.0,3.0
2023-06-20 03:00:00,46.0,41.0,37.0,11.0,67.0,3.0
2023-06-20 04:00:00,46.0,36.0,93.0,5.0,67.0,3.0
2023-06-20 05:00:00,45.0,49.0,151.0,2.0,67.0,3.0
2023-06-20 06:00:00,44.0,68.0,223.0,1.0,67.0,3.0
2023-06-20 07:00:00,44.0,36.0,287.0,0.0,67.0,3.0
2023-06-20 08:00:00,44.0,47.0,342.0,1.0,66.0,3.0
2023-06-20 09:00:00,44.0,24.0,406.0,3.0,66.0,3.0
2023-06-20 10:00:00,45.0,25.0,424.0,6.0,66.0,3.0
2023-06-20 11:00:00,51.0,24.0,386.0,7.0,66.0,3.0
2023-06-20 12:00:00,166.0,25.0,369.0,9.0,66.0,3.0
2023-06-20 13:00:00,367.0,24.0,336.0,18.0,66.0,3.0
2023-06-20 14:00:00,420.0,25.0,268.0,10.0,66.0,3.0
2023-06-20 15:00:00,424.0,24.0,200.0,5.0,67.0,3.0
2023-06-20 16:00:00,434.0,68.0,122.0,2.0,67.0,3.0
2023-06-20 17:00:00,427.0,74.0,54.0,1.0,67.0,3.0
2023-06-20 18:00:00,441.0,48.0,3.0,4.0,66.0,3.0
2023-06-20 19:00:00,444.0,49.0,0.0,5.0,67.0,3.0
2023-06-20 20:00:00,447.0,37.0,0.0,10.0,67.0,3.0
2023-06-20 21:00:00,350.0,33.0,0.0,13.0,68.0,3.0
2023-06-20 22:00:00,45.0,30.0,0.0,12.0,68.0,3.0
2023-06-20 23:00:00,44.0,37.0,0.0,19.0,68.0,3.0
