Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
37248,2023-04-02 00:00:00,83.86,45.0,25.0,0.0,415.0,71.0,5.0
37249,2023-04-02 01:00:00,76.71,45.0,25.0,0.0,476.0,71.0,5.0
37250,2023-04-02 02:00:00,77.25,45.0,25.0,0.0,471.0,71.0,5.0
37251,2023-04-02 03:00:00,71.92,45.0,25.0,0.0,525.0,71.0,5.0
37252,2023-04-02 04:00:00,68.41,45.0,25.0,4.0,570.0,73.0,5.0
37253,2023-04-02 05:00:00,62.97,45.0,73.0,17.0,605.0,73.0,5.0
37254,2023-04-02 06:00:00,60.91,45.0,79.0,29.0,640.0,72.0,6.0
37255,2023-04-02 07:00:00,59.17,45.0,77.0,39.0,670.0,72.0,6.0
37256,2023-04-02 08:00:00,56.87,45.0,79.0,46.0,716.0,73.0,6.0
37257,2023-04-02 09:00:00,56.19,45.0,91.0,54.0,720.0,73.0,6.0
37258,2023-04-02 10:00:00,58.87,44.0,25.0,74.0,698.0,73.0,6.0
37259,2023-04-02 11:00:00,59.21,45.0,26.0,76.0,699.0,73.0,6.0
37260,2023-04-02 12:00:00,59.16,45.0,26.0,83.0,698.0,73.0,6.0
37261,2023-04-02 13:00:00,58.68,45.0,26.0,82.0,704.0,72.0,6.0
37262,2023-04-02 14:00:00,57.95,45.0,69.0,55.0,695.0,72.0,6.0
37263,2023-04-02 15:00:00,57.73,45.0,88.0,29.0,679.0,72.0,5.0
37264,2023-04-02 16:00:00,59.65,45.0,88.0,5.0,650.0,72.0,5.0
37265,2023-04-02 17:00:00,63.13,45.0,88.0,0.0,594.0,72.0,5.0
37266,2023-04-02 18:00:00,66.81,45.0,91.0,0.0,550.0,72.0,6.0
37267,2023-04-02 19:00:00,68.5,45.0,84.0,0.0,533.0,72.0,6.0
37268,2023-04-02 20:00:00,69.55,45.0,73.0,0.0,531.0,73.0,6.0
37269,2023-04-02 21:00:00,75.52,45.0,25.0,0.0,502.0,73.0,6.0
37270,2023-04-02 22:00:00,77.58,45.0,72.0,0.0,444.0,73.0,6.0
37271,2023-04-02 23:00:00,81.2,45.0,72.0,0.0,411.0,73.0,6.0
