UTC time,nat_gas,hydro,solar,wind,biomass,unknown
2023-03-09 00:00:00,27.0,25.0,0.0,419.0,89.0,8.0
2023-03-09 01:00:00,27.0,26.0,0.0,382.0,89.0,8.0
2023-03-09 02:00:00,27.0,25.0,0.0,336.0,89.0,9.0
2023-03-09 03:00:00,27.0,25.0,0.0,284.0,88.0,9.0
2023-03-09 04:00:00,28.0,26.0,0.0,226.0,87.0,9.0
2023-03-09 05:00:00,28.0,97.0,20.0,169.0,87.0,8.0
2023-03-09 06:00:00,28.0,96.0,81.0,99.0,87.0,8.0
2023-03-09 07:00:00,29.0,96.0,146.0,46.0,87.0,8.0
2023-03-09 08:00:00,30.0,96.0,194.0,21.0,87.0,9.0
2023-03-09 09:00:00,29.0,96.0,221.0,10.0,88.0,9.0
2023-03-09 10:00:00,29.0,96.0,226.0,9.0,87.0,9.0
2023-03-09 11:00:00,30.0,74.0,203.0,12.0,87.0,8.0
2023-03-09 12:00:00,31.0,74.0,143.0,9.0,83.0,8.0
2023-03-09 13:00:00,30.0,74.0,83.0,10.0,87.0,8.0
2023-03-09 14:00:00,30.0,68.0,38.0,10.0,83.0,8.0
2023-03-09 15:00:00,30.0,96.0,9.0,9.0,83.0,8.0
2023-03-09 16:00:00,29.0,96.0,0.0,15.0,83.0,8.0
2023-03-09 17:00:00,30.0,96.0,0.0,26.0,87.0,9.0
2023-03-09 18:00:00,30.0,97.0,0.0,34.0,87.0,9.0
2023-03-09 19:00:00,30.0,79.0,0.0,53.0,88.0,9.0
2023-03-09 20:00:00,28.0,64.0,0.0,83.0,88.0,9.0
2023-03-09 21:00:00,27.0,43.0,0.0,149.0,88.0,9.0
2023-03-09 22:00:00,27.0,26.0,0.0,217.0,88.0,9.0
2023-03-09 23:00:00,27.0,74.0,0.0,318.0,88.0,9.0
