UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_unknown_production_forecast
2023-06-11 00:00:00,2024-07-17 00:00:00,3.1,2.7531367957278707,281.1323265828422,275.8397800719979,4.035618328625047,0.0,30.38708,22.9112,0.0,351.99999,67.41645,2.92349
2023-06-11 01:00:00,2024-07-17 00:00:00,3.1,2.7058242376454604,281.1340244090947,276.119734215722,12.525053382711372,0.0,27.64279,23.77778,0.0,347.0,67.72482,3.07314
2023-06-11 02:00:00,2024-07-17 00:00:00,3.1,2.7058242376454604,281.1340244090947,276.119734215722,12.525053382711372,0.0,30.77655,25.54411,10.0,340.0,67.40572,3.09253
2023-06-11 03:00:00,2024-07-17 00:00:00,3.1,2.7058242376454604,281.1340244090947,276.119734215722,12.525053382711372,0.0,34.92431,26.11572,24.0,310.00001,67.31166,3.20583
2023-06-11 04:00:00,2024-07-17 00:00:00,3.1,3.634724600038505,288.18082633211253,277.99658744217754,151.43844921746927,0.0,37.24038,25.84104,80.0,247.99999,67.72832,3.23785
2023-06-11 05:00:00,2024-07-17 00:00:00,3.1,3.634724600038505,288.18082633211253,277.99658744217754,151.43844921746927,0.0,42.07676,25.88063,204.99999,184.0,65.89471,3.25057
2023-06-11 06:00:00,2024-07-17 00:00:00,3.1,3.634724600038505,288.18082633211253,277.99658744217754,151.43844921746927,0.0,45.01286,28.13864,335.00002,178.0,66.69586,3.20569
2023-06-11 07:00:00,2024-07-17 00:00:00,3.1,4.883654050972513,291.8030467043166,276.6242861946264,675.2695543990226,0.0,56.78784,29.92297,434.0,207.00001,67.10539,3.24537
2023-06-11 08:00:00,2024-07-17 00:00:00,3.1,4.883654050972513,291.8030467043166,276.6242861946264,675.2695543990226,0.0,62.35773,29.57398,499.0,243.0,66.89736,3.4528
2023-06-11 09:00:00,2024-07-17 00:00:00,3.1,4.883654050972513,291.8030467043166,276.6242861946264,675.2695543990226,0.0,59.77333,28.44818,538.0,249.99999,67.0557,3.55677
2023-06-11 10:00:00,2024-07-17 00:00:00,3.1,5.164335200881963,292.9375815353087,276.72097203492723,726.1183685550641,0.0008381943657652,65.7823,25.46608,545.00001,237.0,67.44721,3.69335
2023-06-11 11:00:00,2024-07-17 00:00:00,3.1,5.164335200881963,292.9375815353087,276.72097203492723,726.1183685550641,0.0008381943657652,60.45296,25.48628,510.00002,220.0,67.15112,3.79285
2023-06-11 12:00:00,2024-07-17 00:00:00,3.1,5.164335200881963,292.9375815353087,276.72097203492723,726.1183685550641,0.0008381943657652,60.87283,25.04151,438.99998,209.99999,67.15614,3.83452
