UTC time,nat_gas,hydro,solar,wind,biomass,unknown
2023-05-02 00:00:00,40.0,55.0,0.0,655.0,70.0,3.0
2023-05-02 01:00:00,40.0,54.0,0.0,643.0,68.0,3.0
2023-05-02 02:00:00,40.0,68.0,7.0,636.0,70.0,3.0
2023-05-02 03:00:00,40.0,68.0,28.0,612.0,70.0,3.0
2023-05-02 04:00:00,41.0,88.0,68.0,537.0,69.0,3.0
2023-05-02 05:00:00,41.0,88.0,125.0,408.0,70.0,3.0
2023-05-02 06:00:00,41.0,88.0,192.0,303.0,70.0,3.0
2023-05-02 07:00:00,41.0,88.0,252.0,266.0,70.0,3.0
2023-05-02 08:00:00,41.0,88.0,287.0,246.0,69.0,3.0
2023-05-02 09:00:00,41.0,88.0,293.0,310.0,70.0,3.0
2023-05-02 10:00:00,41.0,88.0,263.0,368.0,70.0,3.0
2023-05-02 11:00:00,40.0,93.0,176.0,398.0,70.0,3.0
2023-05-02 12:00:00,41.0,97.0,84.0,480.0,70.0,3.0
2023-05-02 13:00:00,41.0,88.0,42.0,532.0,70.0,3.0
2023-05-02 14:00:00,41.0,88.0,31.0,450.0,70.0,3.0
2023-05-02 15:00:00,40.0,71.0,22.0,438.0,70.0,3.0
2023-05-02 16:00:00,40.0,68.0,9.0,413.0,70.0,3.0
2023-05-02 17:00:00,41.0,82.0,1.0,345.0,70.0,3.0
2023-05-02 18:00:00,41.0,98.0,0.0,259.0,69.0,3.0
2023-05-02 19:00:00,41.0,98.0,0.0,202.0,69.0,3.0
2023-05-02 20:00:00,40.0,82.0,0.0,145.0,70.0,3.0
2023-05-02 21:00:00,40.0,25.0,0.0,101.0,69.0,3.0
2023-05-02 22:00:00,40.0,25.0,0.0,119.0,69.0,3.0
2023-05-02 23:00:00,40.0,25.0,0.0,103.0,69.0,3.0
