UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
2023-12-23 00:00:00,1459.0,593.0,16721.0,0.0,3807.0,0.0,14484.0,2625.0,367.0
2023-12-23 01:00:00,1462.0,554.0,16723.0,0.0,3289.0,0.0,13751.0,2621.0,360.0
2023-12-23 02:00:00,1444.0,555.0,16724.0,0.0,3239.0,0.0,12857.0,2583.0,360.0
2023-12-23 03:00:00,1459.0,586.0,16724.0,0.0,3387.0,0.0,11956.0,2566.0,360.0
2023-12-23 04:00:00,1477.0,579.0,16727.0,0.0,3510.0,0.0,11227.0,2622.0,348.0
2023-12-23 05:00:00,1483.0,600.0,16723.0,0.0,3735.0,0.0,11167.0,2575.0,348.0
2023-12-23 06:00:00,1531.0,580.0,16724.0,0.0,4452.0,0.0,10681.0,2575.0,348.0
2023-12-23 07:00:00,1621.0,596.0,16673.0,0.0,5225.0,0.0,10337.0,2570.0,348.0
2023-12-23 08:00:00,1782.0,614.0,16678.0,0.0,6162.0,20.0,9999.0,2619.0,348.0
2023-12-23 09:00:00,1927.0,581.0,16678.0,0.0,6515.0,47.0,9904.0,2656.0,348.0
2023-12-23 10:00:00,1967.0,593.0,16674.0,0.0,6119.0,46.0,9364.0,2708.0,343.0
2023-12-23 11:00:00,2045.0,604.0,16674.0,0.0,6433.0,20.0,9300.0,2683.0,336.0
2023-12-23 12:00:00,2104.0,623.0,16674.0,0.0,6153.0,0.0,9496.0,2668.0,348.0
2023-12-23 13:00:00,2116.0,599.0,16680.0,0.0,6219.0,0.0,9712.0,2695.0,348.0
2023-12-23 14:00:00,2189.0,631.0,16676.0,0.0,7474.0,0.0,10156.0,2680.0,348.0
2023-12-23 15:00:00,2201.0,601.0,16675.0,0.0,8497.0,0.0,10692.0,2692.0,353.0
2023-12-23 16:00:00,2198.0,608.0,16677.0,0.0,8850.0,0.0,11220.0,2687.0,360.0
2023-12-23 17:00:00,2201.0,667.0,16675.0,0.0,8773.0,0.0,11309.0,2695.0,360.0
2023-12-23 18:00:00,2175.0,668.0,16678.0,0.0,8396.0,0.0,11679.0,2732.0,352.0
2023-12-23 19:00:00,2096.0,689.0,16674.0,0.0,7732.0,0.0,11368.0,2697.0,348.0
2023-12-23 20:00:00,1987.0,687.0,16677.0,0.0,7216.0,0.0,11029.0,2648.0,348.0
2023-12-23 21:00:00,1808.0,681.0,16676.0,0.0,6459.0,0.0,10728.0,2674.0,348.0
2023-12-23 22:00:00,1556.0,721.0,16679.0,0.0,5474.0,0.0,10148.0,2677.0,348.0
2023-12-23 23:00:00,1477.0,731.0,16796.0,0.0,4818.0,0.0,9413.0,2657.0,348.0
