Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
40224,2023-08-04 00:00:00,50.77,229.0,667.0,17030.0,0.0,4469.0,0.0,4325.0,2186.0,140.0
40225,2023-08-04 01:00:00,51.32,229.0,655.0,17032.0,0.0,4582.0,3.0,3568.0,2145.0,142.0
40226,2023-08-04 02:00:00,52.4,232.0,720.0,17031.0,0.0,4667.0,91.0,3571.0,2141.0,148.0
40227,2023-08-04 03:00:00,51.84,225.0,755.0,17032.0,0.0,5136.0,272.0,3748.0,2115.0,148.0
40228,2023-08-04 04:00:00,51.72,226.0,772.0,17033.0,0.0,5858.0,411.0,3598.0,2133.0,148.0
40229,2023-08-04 05:00:00,50.79,232.0,767.0,17017.0,0.0,6365.0,639.0,3493.0,2049.0,140.0
40230,2023-08-04 06:00:00,49.87,230.0,752.0,16815.0,0.0,6379.0,1119.0,3324.0,1888.0,136.0
40231,2023-08-04 07:00:00,50.11,227.0,751.0,16808.0,0.0,6543.0,1574.0,2864.0,1907.0,128.0
40232,2023-08-04 08:00:00,50.17,232.0,731.0,16806.0,0.0,6529.0,1808.0,2903.0,1933.0,135.0
40233,2023-08-04 09:00:00,49.5,230.0,748.0,16803.0,0.0,7032.0,1909.0,3220.0,1929.0,134.0
40234,2023-08-04 10:00:00,48.04,224.0,699.0,16802.0,0.0,7338.0,1762.0,3286.0,1928.0,117.0
40235,2023-08-04 11:00:00,48.4,224.0,697.0,16797.0,0.0,7307.0,1514.0,2727.0,1933.0,100.0
40236,2023-08-04 12:00:00,50.03,224.0,730.0,16792.0,0.0,7215.0,1401.0,2034.0,1946.0,106.0
40237,2023-08-04 13:00:00,51.12,224.0,760.0,16786.0,0.0,7197.0,1279.0,1691.0,1958.0,110.0
40238,2023-08-04 14:00:00,51.54,224.0,684.0,16975.0,0.0,7060.0,1003.0,1289.0,2107.0,118.0
40239,2023-08-04 15:00:00,52.99,224.0,729.0,17000.0,0.0,7028.0,678.0,1276.0,2198.0,124.0
40240,2023-08-04 16:00:00,53.08,224.0,754.0,16998.0,0.0,7308.0,393.0,1442.0,2223.0,124.0
40241,2023-08-04 17:00:00,53.83,224.0,806.0,17001.0,0.0,7401.0,122.0,1520.0,2219.0,130.0
40242,2023-08-04 18:00:00,54.09,224.0,817.0,17002.0,0.0,6981.0,1.0,1691.0,2177.0,136.0
40243,2023-08-04 19:00:00,54.57,224.0,851.0,16999.0,0.0,6316.0,0.0,1943.0,2118.0,136.0
40244,2023-08-04 20:00:00,54.8,224.0,820.0,17000.0,0.0,6114.0,0.0,1656.0,2122.0,137.0
40245,2023-08-04 21:00:00,54.16,224.0,766.0,16996.0,0.0,5806.0,0.0,1837.0,2104.0,148.0
40246,2023-08-04 22:00:00,53.55,224.0,751.0,17016.0,0.0,6159.0,0.0,1890.0,2121.0,148.0
40247,2023-08-04 23:00:00,54.06,224.0,763.0,17016.0,0.0,5672.0,0.0,1985.0,2113.0,148.0
