UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_unknown_production_forecast
2023-04-28 00:00:00,2024-07-17 00:00:00,3.1,1.547374774301859,280.3042289370416,275.3553320370064,0.0,0.1132511754850686,2128.10658,3.68308,1657.79618,14.89295,30.03207,28.84938
2023-04-28 01:00:00,2024-07-17 00:00:00,3.1,1.6619995039529876,280.67664286511246,275.34164018278574,0.0,0.0318147801811259,2189.25224,2.39433,1605.23537,17.01285,30.05073,29.75426
2023-04-28 02:00:00,2024-07-17 00:00:00,3.1,1.6619995039529876,280.67664286511246,275.34164018278574,0.0,0.0318147801811259,2213.32881,4.35593,1646.4851,21.07597,29.96553,29.5236
2023-04-28 03:00:00,2024-07-17 00:00:00,3.1,1.6619995039529876,280.67664286511246,275.34164018278574,0.0,0.0318147801811259,2218.91453,4.73821,1809.30476,23.10304,29.93262,30.70731
2023-04-28 04:00:00,2024-07-17 00:00:00,3.1,1.6590121739371253,282.61790873867324,277.1941376762611,28.31989331425342,0.0810418881755996,2248.17055,5.05657,1936.31766,22.90853,29.96988,29.81694
2023-04-28 05:00:00,2024-07-17 00:00:00,3.1,1.6590121739371253,282.61790873867324,277.1941376762611,28.31989331425342,0.0810418881755996,2245.44788,5.24819,2011.89722,24.62837,29.97155,29.09776
2023-04-28 06:00:00,2024-07-17 00:00:00,3.1,1.6590121739371253,282.61790873867324,277.1941376762611,28.31989331425342,0.0810418881755996,2256.01485,6.22179,2038.31274,24.32376,29.99461,28.19301
2023-04-28 07:00:00,2024-07-17 00:00:00,3.1,1.7226031149001162,285.30346120865806,278.6687236277341,290.9424714146995,0.0371121301726425,2230.31672,4.26378,2024.13946,25.72619,29.95457,27.47291
2023-04-28 08:00:00,2024-07-17 00:00:00,3.1,1.7226031149001162,285.30346120865806,278.6687236277341,290.9424714146995,0.0371121301726425,2249.56601,6.07798,1966.10167,27.02842,29.9614,27.10124
2023-04-28 09:00:00,2024-07-17 00:00:00,3.1,1.7226031149001162,285.30346120865806,278.6687236277341,290.9424714146995,0.0371121301726425,2205.26008,5.556,1934.67693,24.77814,29.93593,26.78819
