UTC time,nat_gas,solar
2023-10-23 00:00:00,813.0,27.0
2023-10-23 01:00:00,915.0,3.0
2023-10-23 02:00:00,917.0,0.0
2023-10-23 03:00:00,834.0,0.0
2023-10-23 04:00:00,818.0,0.0
2023-10-23 05:00:00,905.0,0.0
2023-10-23 06:00:00,905.0,0.0
2023-10-23 07:00:00,833.0,0.0
2023-10-23 08:00:00,769.0,0.0
2023-10-23 09:00:00,753.0,0.0
2023-10-23 10:00:00,744.0,0.0
2023-10-23 11:00:00,750.0,0.0
2023-10-23 12:00:00,776.0,0.0
2023-10-23 13:00:00,831.0,0.0
2023-10-23 14:00:00,816.0,11.0
2023-10-23 15:00:00,689.0,112.0
2023-10-23 16:00:00,496.0,152.0
2023-10-23 17:00:00,440.0,155.0
2023-10-23 18:00:00,512.0,156.0
2023-10-23 19:00:00,598.0,155.0
2023-10-23 20:00:00,695.0,155.0
2023-10-23 21:00:00,787.0,153.0
2023-10-23 22:00:00,773.0,137.0
2023-10-23 23:00:00,764.0,146.0
