UTC time,nat_gas,solar
2023-01-18 00:00:00,560.0,21.0
2023-01-18 01:00:00,564.0,1.0
2023-01-18 02:00:00,590.0,0.0
2023-01-18 03:00:00,585.0,0.0
2023-01-18 04:00:00,576.0,0.0
2023-01-18 05:00:00,548.0,0.0
2023-01-18 06:00:00,533.0,0.0
2023-01-18 07:00:00,454.0,0.0
2023-01-18 08:00:00,405.0,0.0
2023-01-18 09:00:00,352.0,0.0
2023-01-18 10:00:00,342.0,0.0
2023-01-18 11:00:00,344.0,0.0
2023-01-18 12:00:00,371.0,0.0
2023-01-18 13:00:00,398.0,0.0
2023-01-18 14:00:00,487.0,0.0
2023-01-18 15:00:00,517.0,11.0
2023-01-18 16:00:00,451.0,63.0
2023-01-18 17:00:00,359.0,69.0
2023-01-18 18:00:00,312.0,55.0
2023-01-18 19:00:00,334.0,54.0
2023-01-18 20:00:00,375.0,48.0
2023-01-18 21:00:00,326.0,65.0
2023-01-18 22:00:00,339.0,66.0
2023-01-18 23:00:00,343.0,68.0
