Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
36240,2023-02-19 00:00:00,2024-07-17 00:00:00,3.1,386.92,272.0,82.0
36241,2023-02-19 01:00:00,2024-07-17 00:00:00,3.1,467.57,358.0,19.0
36242,2023-02-19 02:00:00,2024-07-17 00:00:00,3.1,489.04,462.0,1.0
36243,2023-02-19 03:00:00,2024-07-17 00:00:00,3.1,490.0,460.0,0.0
36244,2023-02-19 04:00:00,2024-07-17 00:00:00,3.1,490.0,474.0,0.0
36245,2023-02-19 05:00:00,2024-07-17 00:00:00,3.1,490.0,453.0,0.0
36246,2023-02-19 06:00:00,2024-07-17 00:00:00,3.1,490.0,467.0,0.0
36247,2023-02-19 07:00:00,2024-07-17 00:00:00,3.1,490.0,366.0,0.0
36248,2023-02-19 08:00:00,2024-07-17 00:00:00,3.1,490.0,307.0,0.0
36249,2023-02-19 09:00:00,2024-07-17 00:00:00,3.1,490.0,296.0,0.0
36250,2023-02-19 10:00:00,2024-07-17 00:00:00,3.1,490.0,279.0,0.0
36251,2023-02-19 11:00:00,2024-07-17 00:00:00,3.1,490.0,282.0,0.0
36252,2023-02-19 12:00:00,2024-07-17 00:00:00,3.1,490.0,283.0,0.0
36253,2023-02-19 13:00:00,2024-07-17 00:00:00,3.1,490.0,290.0,0.0
36254,2023-02-19 14:00:00,2024-07-17 00:00:00,3.1,490.0,317.0,0.0
36255,2023-02-19 15:00:00,2024-07-17 00:00:00,3.1,488.62,322.0,1.0
36256,2023-02-19 16:00:00,2024-07-17 00:00:00,3.1,482.26,339.0,6.0
36257,2023-02-19 17:00:00,2024-07-17 00:00:00,3.1,472.43,365.0,15.0
36258,2023-02-19 18:00:00,2024-07-17 00:00:00,3.1,470.07,384.0,18.0
36259,2023-02-19 19:00:00,2024-07-17 00:00:00,3.1,465.71,433.0,25.0
36260,2023-02-19 20:00:00,2024-07-17 00:00:00,3.1,468.53,434.0,22.0
36261,2023-02-19 21:00:00,2024-07-17 00:00:00,3.1,469.55,436.0,21.0
36262,2023-02-19 22:00:00,2024-07-17 00:00:00,3.1,473.87,452.0,17.0
36263,2023-02-19 23:00:00,2024-07-17 00:00:00,3.1,481.29,451.0,9.0
