UTC time,nat_gas,solar
2023-07-24 00:00:00,834.0,181.0
2023-07-24 01:00:00,858.0,151.0
2023-07-24 02:00:00,892.0,71.0
2023-07-24 03:00:00,920.0,44.0
2023-07-24 04:00:00,918.0,28.0
2023-07-24 05:00:00,839.0,7.0
2023-07-24 06:00:00,731.0,0.0
2023-07-24 07:00:00,615.0,0.0
2023-07-24 08:00:00,506.0,0.0
2023-07-24 09:00:00,462.0,0.0
2023-07-24 10:00:00,441.0,0.0
2023-07-24 11:00:00,479.0,0.0
2023-07-24 12:00:00,437.0,0.0
2023-07-24 13:00:00,451.0,8.0
2023-07-24 14:00:00,383.0,113.0
2023-07-24 15:00:00,414.0,184.0
2023-07-24 16:00:00,574.0,250.0
2023-07-24 17:00:00,675.0,265.0
2023-07-24 18:00:00,805.0,259.0
2023-07-24 19:00:00,898.0,238.0
2023-07-24 20:00:00,949.0,228.0
2023-07-24 21:00:00,936.0,203.0
2023-07-24 22:00:00,918.0,201.0
2023-07-24 23:00:00,914.0,195.0
