UTC time,nat_gas,solar
2023-09-10 00:00:00,1107.0,45.0
2023-09-10 01:00:00,1074.0,43.0
2023-09-10 02:00:00,1053.0,1.0
2023-09-10 03:00:00,938.0,0.0
2023-09-10 04:00:00,929.0,0.0
2023-09-10 05:00:00,905.0,0.0
2023-09-10 06:00:00,879.0,0.0
2023-09-10 07:00:00,871.0,0.0
2023-09-10 08:00:00,768.0,0.0
2023-09-10 09:00:00,731.0,0.0
2023-09-10 10:00:00,745.0,0.0
2023-09-10 11:00:00,671.0,0.0
2023-09-10 12:00:00,639.0,0.0
2023-09-10 13:00:00,583.0,0.0
2023-09-10 14:00:00,554.0,46.0
2023-09-10 15:00:00,525.0,157.0
2023-09-10 16:00:00,492.0,190.0
2023-09-10 17:00:00,564.0,197.0
2023-09-10 18:00:00,750.0,193.0
2023-09-10 19:00:00,762.0,187.0
2023-09-10 20:00:00,832.0,184.0
2023-09-10 21:00:00,968.0,187.0
2023-09-10 22:00:00,1035.0,160.0
2023-09-10 23:00:00,1060.0,129.0
