UTC time,nat_gas,solar
2023-03-18 00:00:00,269.0,70.0
2023-03-18 01:00:00,284.0,51.0
2023-03-18 02:00:00,367.0,44.0
2023-03-18 03:00:00,389.0,44.0
2023-03-18 04:00:00,378.0,42.0
2023-03-18 05:00:00,348.0,0.0
2023-03-18 06:00:00,358.0,0.0
2023-03-18 07:00:00,320.0,0.0
2023-03-18 08:00:00,292.0,0.0
2023-03-18 09:00:00,270.0,0.0
2023-03-18 10:00:00,267.0,0.0
2023-03-18 11:00:00,261.0,0.0
2023-03-18 12:00:00,283.0,0.0
2023-03-18 13:00:00,308.0,0.0
2023-03-18 14:00:00,284.0,1.0
2023-03-18 15:00:00,300.0,8.0
2023-03-18 16:00:00,308.0,23.0
2023-03-18 17:00:00,305.0,36.0
2023-03-18 18:00:00,332.0,39.0
2023-03-18 19:00:00,282.0,50.0
2023-03-18 20:00:00,222.0,60.0
2023-03-18 21:00:00,224.0,67.0
2023-03-18 22:00:00,224.0,59.0
2023-03-18 23:00:00,240.0,66.0
