UTC time,nat_gas,solar
2023-06-07 00:00:00,934.0,48.0
2023-06-07 01:00:00,688.0,33.0
2023-06-07 02:00:00,706.0,17.0
2023-06-07 03:00:00,693.0,4.0
2023-06-07 04:00:00,697.0,2.0
2023-06-07 05:00:00,683.0,2.0
2023-06-07 06:00:00,692.0,2.0
2023-06-07 07:00:00,682.0,1.0
2023-06-07 08:00:00,719.0,1.0
2023-06-07 09:00:00,722.0,1.0
2023-06-07 10:00:00,681.0,1.0
2023-06-07 11:00:00,665.0,1.0
2023-06-07 12:00:00,685.0,1.0
2023-06-07 13:00:00,690.0,19.0
2023-06-07 14:00:00,595.0,143.0
2023-06-07 15:00:00,581.0,192.0
2023-06-07 16:00:00,597.0,202.0
2023-06-07 17:00:00,596.0,206.0
2023-06-07 18:00:00,642.0,210.0
2023-06-07 19:00:00,733.0,209.0
2023-06-07 20:00:00,719.0,211.0
2023-06-07 21:00:00,815.0,196.0
2023-06-07 22:00:00,814.0,205.0
2023-06-07 23:00:00,872.0,208.0
