Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
38976,2023-06-13 00:00:00,2024-07-17 00:00:00,3.1,383.61,627.0,197.0
38977,2023-06-13 01:00:00,2024-07-17 00:00:00,3.1,391.96,637.0,180.0
38978,2023-06-13 02:00:00,2024-07-17 00:00:00,3.1,466.04,984.0,56.0
38979,2023-06-13 03:00:00,2024-07-17 00:00:00,3.1,490.0,1026.0,0.0
38980,2023-06-13 04:00:00,2024-07-17 00:00:00,3.1,490.0,967.0,0.0
38981,2023-06-13 05:00:00,2024-07-17 00:00:00,3.1,490.0,905.0,0.0
38982,2023-06-13 06:00:00,2024-07-17 00:00:00,3.1,490.0,873.0,0.0
38983,2023-06-13 07:00:00,2024-07-17 00:00:00,3.1,490.0,757.0,0.0
38984,2023-06-13 08:00:00,2024-07-17 00:00:00,3.1,490.0,683.0,0.0
38985,2023-06-13 09:00:00,2024-07-17 00:00:00,3.1,490.0,666.0,0.0
38986,2023-06-13 10:00:00,2024-07-17 00:00:00,3.1,490.0,653.0,0.0
38987,2023-06-13 11:00:00,2024-07-17 00:00:00,3.1,490.0,670.0,0.0
38988,2023-06-13 12:00:00,2024-07-17 00:00:00,3.1,490.0,684.0,0.0
38989,2023-06-13 13:00:00,2024-07-17 00:00:00,3.1,480.26,670.0,15.0
38990,2023-06-13 14:00:00,2024-07-17 00:00:00,3.1,423.63,599.0,105.0
38991,2023-06-13 15:00:00,2024-07-17 00:00:00,3.1,394.26,580.0,159.0
38992,2023-06-13 16:00:00,2024-07-17 00:00:00,3.1,366.0,510.0,197.0
38993,2023-06-13 17:00:00,2024-07-17 00:00:00,3.1,353.71,453.0,200.0
38994,2023-06-13 18:00:00,2024-07-17 00:00:00,3.1,349.58,436.0,201.0
38995,2023-06-13 19:00:00,2024-07-17 00:00:00,3.1,354.48,459.0,201.0
38996,2023-06-13 20:00:00,2024-07-17 00:00:00,3.1,367.91,529.0,200.0
38997,2023-06-13 21:00:00,2024-07-17 00:00:00,3.1,371.87,570.0,206.0
38998,2023-06-13 22:00:00,2024-07-17 00:00:00,3.1,372.0,593.0,214.0
38999,2023-06-13 23:00:00,2024-07-17 00:00:00,3.1,383.9,674.0,211.0
