UTC time,nat_gas,solar
2023-01-12 00:00:00,483.0,57.0
2023-01-12 01:00:00,555.0,46.0
2023-01-12 02:00:00,606.0,45.0
2023-01-12 03:00:00,602.0,45.0
2023-01-12 04:00:00,590.0,45.0
2023-01-12 05:00:00,551.0,45.0
2023-01-12 06:00:00,494.0,45.0
2023-01-12 07:00:00,433.0,45.0
2023-01-12 08:00:00,404.0,0.0
2023-01-12 09:00:00,354.0,0.0
2023-01-12 10:00:00,346.0,0.0
2023-01-12 11:00:00,344.0,0.0
2023-01-12 12:00:00,351.0,0.0
2023-01-12 13:00:00,404.0,0.0
2023-01-12 14:00:00,506.0,0.0
2023-01-12 15:00:00,584.0,5.0
2023-01-12 16:00:00,559.0,34.0
2023-01-12 17:00:00,448.0,51.0
2023-01-12 18:00:00,478.0,56.0
2023-01-12 19:00:00,404.0,59.0
2023-01-12 20:00:00,370.0,81.0
2023-01-12 21:00:00,366.0,61.0
2023-01-12 22:00:00,345.0,82.0
2023-01-12 23:00:00,379.0,70.0
