UTC time,nat_gas,solar
2023-10-25 00:00:00,897.0,0.0
2023-10-25 01:00:00,799.0,0.0
2023-10-25 02:00:00,801.0,0.0
2023-10-25 03:00:00,803.0,0.0
2023-10-25 04:00:00,793.0,0.0
2023-10-25 05:00:00,794.0,0.0
2023-10-25 06:00:00,775.0,0.0
2023-10-25 07:00:00,729.0,0.0
2023-10-25 08:00:00,692.0,0.0
2023-10-25 09:00:00,712.0,0.0
2023-10-25 10:00:00,717.0,0.0
2023-10-25 11:00:00,726.0,0.0
2023-10-25 12:00:00,755.0,4.0
2023-10-25 13:00:00,765.0,3.0
2023-10-25 14:00:00,768.0,5.0
2023-10-25 15:00:00,675.0,87.0
2023-10-25 16:00:00,629.0,108.0
2023-10-25 17:00:00,590.0,114.0
2023-10-25 18:00:00,578.0,113.0
2023-10-25 19:00:00,589.0,122.0
2023-10-25 20:00:00,591.0,149.0
2023-10-25 21:00:00,587.0,152.0
2023-10-25 22:00:00,577.0,151.0
2023-10-25 23:00:00,442.0,146.0
