UTC time,nat_gas,solar
2023-08-14 00:00:00,1080.0,154.0
2023-08-14 01:00:00,1113.0,139.0
2023-08-14 02:00:00,1103.0,52.0
2023-08-14 03:00:00,1129.0,19.0
2023-08-14 04:00:00,1084.0,4.0
2023-08-14 05:00:00,1018.0,1.0
2023-08-14 06:00:00,874.0,0.0
2023-08-14 07:00:00,751.0,0.0
2023-08-14 08:00:00,706.0,0.0
2023-08-14 09:00:00,675.0,0.0
2023-08-14 10:00:00,662.0,0.0
2023-08-14 11:00:00,659.0,0.0
2023-08-14 12:00:00,667.0,0.0
2023-08-14 13:00:00,675.0,2.0
2023-08-14 14:00:00,628.0,35.0
2023-08-14 15:00:00,597.0,102.0
2023-08-14 16:00:00,571.0,243.0
2023-08-14 17:00:00,601.0,231.0
2023-08-14 18:00:00,721.0,186.0
2023-08-14 19:00:00,842.0,263.0
2023-08-14 20:00:00,892.0,243.0
2023-08-14 21:00:00,903.0,170.0
2023-08-14 22:00:00,1010.0,185.0
2023-08-14 23:00:00,1010.0,188.0
