UTC time,nat_gas,solar
2023-04-20 00:00:00,475.0,131.0
2023-04-20 01:00:00,542.0,80.0
2023-04-20 02:00:00,664.0,7.0
2023-04-20 03:00:00,652.0,0.0
2023-04-20 04:00:00,649.0,0.0
2023-04-20 05:00:00,562.0,0.0
2023-04-20 06:00:00,584.0,0.0
2023-04-20 07:00:00,576.0,0.0
2023-04-20 08:00:00,530.0,0.0
2023-04-20 09:00:00,494.0,0.0
2023-04-20 10:00:00,470.0,0.0
2023-04-20 11:00:00,482.0,0.0
2023-04-20 12:00:00,517.0,0.0
2023-04-20 13:00:00,588.0,2.0
2023-04-20 14:00:00,449.0,80.0
2023-04-20 15:00:00,348.0,152.0
2023-04-20 16:00:00,304.0,164.0
2023-04-20 17:00:00,281.0,164.0
2023-04-20 18:00:00,278.0,171.0
2023-04-20 19:00:00,307.0,174.0
2023-04-20 20:00:00,313.0,173.0
2023-04-20 21:00:00,364.0,177.0
2023-04-20 22:00:00,456.0,175.0
2023-04-20 23:00:00,569.0,169.0
