UTC time,nat_gas,solar
2023-09-09 00:00:00,1097.0,126.0
2023-09-09 01:00:00,1138.0,72.0
2023-09-09 02:00:00,1107.0,2.0
2023-09-09 03:00:00,1044.0,0.0
2023-09-09 04:00:00,1006.0,0.0
2023-09-09 05:00:00,999.0,0.0
2023-09-09 06:00:00,1000.0,0.0
2023-09-09 07:00:00,951.0,0.0
2023-09-09 08:00:00,806.0,0.0
2023-09-09 09:00:00,669.0,0.0
2023-09-09 10:00:00,645.0,0.0
2023-09-09 11:00:00,648.0,0.0
2023-09-09 12:00:00,631.0,0.0
2023-09-09 13:00:00,638.0,0.0
2023-09-09 14:00:00,607.0,57.0
2023-09-09 15:00:00,507.0,176.0
2023-09-09 16:00:00,467.0,193.0
2023-09-09 17:00:00,508.0,210.0
2023-09-09 18:00:00,683.0,204.0
2023-09-09 19:00:00,852.0,198.0
2023-09-09 20:00:00,865.0,199.0
2023-09-09 21:00:00,934.0,196.0
2023-09-09 22:00:00,1052.0,170.0
2023-09-09 23:00:00,1066.0,109.0
