Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
41712,2023-10-05 00:00:00,2024-07-17 00:00:00,3.1,320.08,949.0,148.0
41713,2023-10-05 01:00:00,2024-07-17 00:00:00,3.1,346.69,952.0,64.0
41714,2023-10-05 02:00:00,2024-07-17 00:00:00,3.1,358.74,956.0,30.0
41715,2023-10-05 03:00:00,2024-07-17 00:00:00,3.1,369.6,925.0,1.0
41716,2023-10-05 04:00:00,2024-07-17 00:00:00,3.1,370.0,815.0,0.0
41717,2023-10-05 05:00:00,2024-07-17 00:00:00,3.1,370.0,705.0,0.0
41718,2023-10-05 06:00:00,2024-07-17 00:00:00,3.1,370.0,642.0,0.0
41719,2023-10-05 07:00:00,2024-07-17 00:00:00,3.1,370.0,659.0,0.0
41720,2023-10-05 08:00:00,2024-07-17 00:00:00,3.1,370.0,657.0,0.0
41721,2023-10-05 09:00:00,2024-07-17 00:00:00,3.1,370.0,652.0,0.0
41722,2023-10-05 10:00:00,2024-07-17 00:00:00,3.1,370.0,634.0,0.0
41723,2023-10-05 11:00:00,2024-07-17 00:00:00,3.1,370.0,565.0,0.0
41724,2023-10-05 12:00:00,2024-07-17 00:00:00,3.1,370.0,582.0,0.0
41725,2023-10-05 13:00:00,2024-07-17 00:00:00,3.1,370.0,656.0,0.0
41726,2023-10-05 14:00:00,2024-07-17 00:00:00,3.1,352.54,626.0,31.0
41727,2023-10-05 15:00:00,2024-07-17 00:00:00,3.1,295.91,631.0,158.0
41728,2023-10-05 16:00:00,2024-07-17 00:00:00,3.1,277.01,563.0,189.0
41729,2023-10-05 17:00:00,2024-07-17 00:00:00,3.1,271.43,537.0,195.0
41730,2023-10-05 18:00:00,2024-07-17 00:00:00,3.1,272.19,551.0,198.0
41731,2023-10-05 19:00:00,2024-07-17 00:00:00,3.1,282.39,664.0,206.0
41732,2023-10-05 20:00:00,2024-07-17 00:00:00,3.1,292.11,735.0,196.0
41733,2023-10-05 21:00:00,2024-07-17 00:00:00,3.1,300.65,854.0,197.0
41734,2023-10-05 22:00:00,2024-07-17 00:00:00,3.1,304.17,901.0,195.0
41735,2023-10-05 23:00:00,2024-07-17 00:00:00,3.1,306.44,916.0,190.0
