UTC time,nat_gas,nuclear,hydro,solar,wind,other
2019-01-01 00:00:00,1447.0,1168.0,7761.0,2.0,17.0,207.0
2019-01-01 01:00:00,1458.0,1169.0,8696.0,0.0,7.0,212.0
2019-01-01 02:00:00,1464.0,1170.0,9394.0,0.0,9.0,209.0
2019-01-01 03:00:00,1468.0,1171.0,9528.0,0.0,13.0,211.0
2019-01-01 04:00:00,1468.0,1173.0,9114.0,0.0,9.0,209.0
2019-01-01 05:00:00,1421.0,1172.0,8673.0,0.0,25.0,214.0
2019-01-01 06:00:00,1467.0,1171.0,8075.0,0.0,33.0,208.0
2019-01-01 07:00:00,1457.0,1171.0,6471.0,0.0,38.0,204.0
2019-01-01 08:00:00,1451.0,1171.0,6326.0,0.0,39.0,202.0
2019-01-01 09:00:00,1452.0,1171.0,6671.0,0.0,49.0,210.0
2019-01-01 10:00:00,1453.0,1168.0,6703.0,0.0,74.0,214.0
2019-01-01 11:00:00,1452.0,1169.0,6585.0,0.0,73.0,215.0
2019-01-01 12:00:00,1447.0,1169.0,6505.0,0.0,140.0,218.0
2019-01-01 13:00:00,1406.0,1167.0,6935.0,0.0,183.0,218.0
2019-01-01 14:00:00,1365.0,1165.0,7460.0,0.0,204.0,214.0
2019-01-01 15:00:00,1392.0,1166.0,7715.0,0.0,266.0,213.0
2019-01-01 16:00:00,1408.0,1167.0,8016.0,0.0,263.0,213.0
2019-01-01 17:00:00,1409.0,1163.0,8102.0,1.0,334.0,217.0
2019-01-01 18:00:00,1435.0,1164.0,8041.0,3.0,328.0,221.0
2019-01-01 19:00:00,1449.0,1164.0,7723.0,2.0,201.0,215.0
2019-01-01 20:00:00,1449.0,1166.0,7461.0,2.0,143.0,218.0
2019-01-01 21:00:00,1446.0,1169.0,6914.0,2.0,107.0,217.0
2019-01-01 22:00:00,1453.0,1172.0,6479.0,2.0,54.0,209.0
2019-01-01 23:00:00,1443.0,1171.0,6512.0,1.0,19.0,201.0
2019-01-02 00:00:00,1441.0,1171.0,7005.0,1.0,11.0,211.0
2019-01-02 01:00:00,1442.0,1170.0,8513.0,0.0,34.0,210.0
2019-01-02 02:00:00,1446.0,1169.0,9915.0,0.0,12.0,210.0
2019-01-02 03:00:00,1449.0,1166.0,10091.0,0.0,17.0,213.0
2019-01-02 04:00:00,1448.0,1166.0,9927.0,0.0,13.0,213.0
2019-01-02 05:00:00,1450.0,1170.0,9497.0,0.0,5.0,211.0
2019-01-02 06:00:00,1466.0,1168.0,8163.0,0.0,2.0,215.0
2019-01-02 07:00:00,1467.0,1168.0,7136.0,0.0,4.0,212.0
2019-01-02 08:00:00,1466.0,1168.0,6533.0,0.0,4.0,212.0
2019-01-02 09:00:00,1467.0,1167.0,6315.0,0.0,5.0,211.0
2019-01-02 10:00:00,1468.0,1169.0,6083.0,0.0,26.0,209.0
2019-01-02 11:00:00,1469.0,1169.0,6261.0,0.0,19.0,214.0
2019-01-02 12:00:00,1466.0,1170.0,6760.0,0.0,5.0,211.0
2019-01-02 13:00:00,1460.0,1171.0,7278.0,0.0,6.0,216.0
2019-01-02 14:00:00,1466.0,1171.0,8385.0,0.0,10.0,217.0
2019-01-02 15:00:00,1450.0,1170.0,9816.0,0.0,18.0,220.0
2019-01-02 16:00:00,1526.0,1170.0,10185.0,0.0,31.0,220.0
2019-01-02 17:00:00,1513.0,1169.0,9558.0,1.0,42.0,226.0
2019-01-02 18:00:00,1420.0,1168.0,8834.0,3.0,41.0,231.0
2019-01-02 19:00:00,1416.0,1167.0,8308.0,3.0,56.0,224.0
2019-01-02 20:00:00,1418.0,1166.0,7911.0,2.0,64.0,221.0
