,UTC time,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
148,2020-01-07 04:00:00,67.13,1003,1145,8752,0.0,2244,225
149,2020-01-07 05:00:00,70.06,1000,1147,7673,0.0,2377,223
150,2020-01-07 06:00:00,73.17,996,1146,6784,0.0,2463,226
151,2020-01-07 07:00:00,73.64,895,1146,5873,0.0,2377,221
152,2020-01-07 08:00:00,76.86,891,1145,5620,0.0,1966,213
153,2020-01-07 09:00:00,77.54,889,1146,5605,0.0,1780,204
154,2020-01-07 10:00:00,78.92,891,1150,5385,0.0,1762,203
155,2020-01-07 11:00:00,80.39,891,1154,5421,0.0,1512,201
156,2020-01-07 12:00:00,78.58,889,1152,5510,0.0,1345,165
157,2020-01-07 13:00:00,77.22,886,1150,5720,0.0,1242,154
158,2020-01-07 14:00:00,73.73,881,1154,6601,0.0,1045,157
159,2020-01-07 15:00:00,67.34,872,1154,8162,0.0,1004,167
160,2020-01-07 16:00:00,67.75,879,1153,8574,0.0,770,177
161,2020-01-07 17:00:00,70.99,883,1156,8238,0.0,749,207
162,2020-01-07 18:00:00,74.45,977,1157,8388,0.0,592,203
163,2020-01-07 19:00:00,76.61,992,1158,8017,0.0,658,208
164,2020-01-07 20:00:00,77.24,986,1157,7988,0.0,484,202
165,2020-01-07 21:00:00,74.19,878,1156,7966,0.0,382,209
166,2020-01-07 22:00:00,74.58,874,1156,7769,0.0,419,206
167,2020-01-07 23:00:00,75.37,873,1153,7702,0.0,340,206
168,2020-01-08 00:00:00,74.93,876,1151,8037,0.0,225,212
169,2020-01-08 01:00:00,73.0,876,1156,8513,0.0,262,221
170,2020-01-08 02:00:00,70.61,878,1158,8713,0.0,496,215
171,2020-01-08 03:00:00,69.61,878,1159,8928,0.0,523,215
172,2020-01-08 04:00:00,70.95,881,1158,8206,0.0,818,212
173,2020-01-08 05:00:00,71.04,878,1157,7528,0.0,1281,209
174,2020-01-08 06:00:00,72.54,881,1156,6974,0.0,1480,210
175,2020-01-08 07:00:00,78.74,880,1154,5741,0.0,1382,198
176,2020-01-08 08:00:00,81.41,882,1152,4816,0.0,1760,194
177,2020-01-08 09:00:00,75.19,787,1151,4766,0.0,2040,194
178,2020-01-08 10:00:00,72.97,753,1151,4971,0.0,1990,196
179,2020-01-08 11:00:00,72.3,752,1151,5057,0.0,1974,192
180,2020-01-08 12:00:00,71.59,753,1155,4929,0.0,2101,184
181,2020-01-08 13:00:00,70.25,756,1156,4932,0.0,2378,189
182,2020-01-08 14:00:00,65.02,756,1157,6231,0.0,2397,197
183,2020-01-08 15:00:00,59.22,755,1158,7811,0.0,2418,189
184,2020-01-08 16:00:00,57.87,755,1160,8087,0.0,2570,189
185,2020-01-08 17:00:00,58.39,755,1168,7993,0.0,2451,186
186,2020-01-08 18:00:00,59.03,754,1172,7981,0.0,2400,195
187,2020-01-08 19:00:00,59.55,756,1173,7611,0.0,2368,181
188,2020-01-08 20:00:00,60.92,754,1170,7642,1.0,2268,202
189,2020-01-08 21:00:00,60.55,754,1162,7450,1.0,2352,190
190,2020-01-08 22:00:00,59.83,756,1159,7668,1.0,2375,189
191,2020-01-08 23:00:00,59.89,756,1161,7682,0.0,2257,182
192,2020-01-09 00:00:00,57.89,758,1162,8087,0.0,2152,157
193,2020-01-09 01:00:00,59.34,863,1165,9292,0.0,1863,159
194,2020-01-09 02:00:00,60.8,877,1166,9881,0.0,1424,180
195,2020-01-09 03:00:00,62.14,875,1165,9941,0.0,1158,192
196,2020-01-09 04:00:00,63.07,871,1166,9512,0.0,1259,196
197,2020-01-09 05:00:00,61.04,771,1166,8922,0.0,1377,197
198,2020-01-09 06:00:00,62.6,768,1166,8642,0.0,1126,192
199,2020-01-09 07:00:00,67.91,767,1164,7149,0.0,1095,186
200,2020-01-09 08:00:00,72.09,767,1167,6259,0.0,1105,188
201,2020-01-09 09:00:00,74.01,767,1165,6221,0.0,858,189
202,2020-01-09 10:00:00,76.24,769,1166,6103,0.0,658,190
203,2020-01-09 11:00:00,76.45,769,1165,6168,0.0,560,188
204,2020-01-09 12:00:00,75.64,767,1168,6300,0.0,559,189
205,2020-01-09 13:00:00,72.13,770,1168,7136,0.0,448,190
206,2020-01-09 14:00:00,67.91,769,1169,7973,0.0,559,194
207,2020-01-09 15:00:00,64.7,769,1169,8977,0.0,493,199
208,2020-01-09 16:00:00,63.14,771,1171,9288,0.0,633,200
209,2020-01-09 17:00:00,63.35,770,1171,8990,0.0,777,198
210,2020-01-09 18:00:00,63.88,770,1170,8914,2.0,704,197
211,2020-01-09 19:00:00,64.62,770,1168,8380,3.0,947,197
212,2020-01-09 20:00:00,65.37,769,1165,7977,2.0,1314,216
213,2020-01-09 21:00:00,65.33,769,1167,7565,2.0,1703,222
214,2020-01-09 22:00:00,64.78,769,1167,7366,2.0,1923,218
215,2020-01-09 23:00:00,64.22,769,1166,7563,2.0,1885,217
216,2020-01-10 00:00:00,63.85,768,1167,8025,1.0,1608,217
217,2020-01-10 01:00:00,62.37,769,1167,9034,0.0,1215,218
218,2020-01-10 02:00:00,61.66,770,1169,9522,0.0,1045,219
219,2020-01-10 03:00:00,61.97,768,1169,9682,0.0,844,220
220,2020-01-10 04:00:00,64.45,769,1170,9387,0.0,511,222
221,2020-01-10 05:00:00,65.71,770,1172,9015,0.0,440,215
222,2020-01-10 06:00:00,68.08,769,1171,8458,0.0,415,218
223,2020-01-10 07:00:00,70.07,768,1172,7808,0.0,393,204
224,2020-01-10 08:00:00,74.99,763,1172,6809,0.0,352,203
225,2020-01-10 09:00:00,68.76,626,1172,6764,0.0,358,200
226,2020-01-10 10:00:00,69.78,619,1167,6652,0.0,284,204
227,2020-01-10 11:00:00,70.01,619,1167,6458,0.0,390,203
228,2020-01-10 12:00:00,68.42,619,1165,6786,0.0,394,204
229,2020-01-10 13:00:00,65.94,619,1166,7523,0.0,291,208
230,2020-01-10 14:00:00,62.42,625,1167,8657,0.0,213,212
231,2020-01-10 15:00:00,65.42,763,1166,9332,0.0,224,216
232,2020-01-10 16:00:00,63.69,767,1167,9817,0.0,239,213
233,2020-01-10 17:00:00,62.11,767,1166,9720,0.0,265,179
234,2020-01-10 18:00:00,63.27,764,1166,9241,0.0,344,180
235,2020-01-10 19:00:00,64.27,766,1166,8944,1.0,376,181
236,2020-01-10 20:00:00,65.04,764,1165,8821,1.0,304,182
237,2020-01-10 21:00:00,65.24,764,1165,8765,1.0,328,184
238,2020-01-10 22:00:00,65.45,761,1162,8596,2.0,405,185
239,2020-01-10 23:00:00,65.27,762,1161,8479,2.0,527,184
240,2020-01-11 00:00:00,63.79,762,1163,8586,1.0,720,181
241,2020-01-11 01:00:00,61.82,761,1162,8707,0.0,1066,181
242,2020-01-11 02:00:00,59.81,763,1163,9067,0.0,1360,185
243,2020-01-11 03:00:00,59.23,761,1160,9724,0.0,964,181
244,2020-01-11 04:00:00,61.03,759,1161,9046,0.0,999,182
245,2020-01-11 05:00:00,62.18,762,1162,8307,0.0,1289,181
246,2020-01-11 06:00:00,61.95,736,1162,7740,0.0,1520,179
247,2020-01-11 07:00:00,44.34,279,1158,7438,0.0,1470,173
248,2020-01-11 08:00:00,44.42,262,1160,6548,0.0,1702,170
249,2020-01-11 09:00:00,45.04,261,1155,6085,0.0,1840,172
250,2020-01-11 10:00:00,45.16,262,1156,5592,0.0,2141,173
251,2020-01-11 11:00:00,44.27,261,1159,5655,0.0,2358,174
252,2020-01-11 12:00:00,43.88,261,1154,5812,0.0,2380,174
253,2020-01-11 13:00:00,43.63,260,1153,6079,0.0,2301,175
254,2020-01-11 14:00:00,43.02,262,1153,6566,0.0,2291,178
255,2020-01-11 15:00:00,42.47,263,1154,6961,0.0,2382,184
256,2020-01-11 16:00:00,41.8,265,1158,7304,0.0,2404,182
257,2020-01-11 17:00:00,41.79,266,1162,7241,0.0,2562,187
258,2020-01-11 18:00:00,41.59,265,1161,7272,2.0,2647,189
259,2020-01-11 19:00:00,41.77,258,1162,7231,1.0,2503,189
260,2020-01-11 20:00:00,41.82,265,1163,7145,1.0,2527,184
261,2020-01-11 21:00:00,42.04,264,1159,7050,1.0,2426,181
262,2020-01-11 22:00:00,42.71,265,1155,7052,1.0,2273,184
263,2020-01-11 23:00:00,42.66,266,1154,7192,2.0,2305,188
264,2020-01-12 00:00:00,42.16,265,1156,7362,1.0,2368,188
265,2020-01-12 01:00:00,41.34,266,1158,7673,0.0,2467,186
266,2020-01-12 02:00:00,40.98,265,1160,7967,0.0,2512,190
267,2020-01-12 03:00:00,40.71,267,1161,8038,0.0,2544,187
268,2020-01-12 04:00:00,41.51,265,1163,7795,0.0,2269,184
269,2020-01-12 05:00:00,43.21,266,1164,7750,0.0,1793,189
270,2020-01-12 06:00:00,43.66,266,1162,7312,0.0,1805,184
271,2020-01-12 07:00:00,43.84,266,1160,7145,0.0,1650,174
272,2020-01-12 08:00:00,44.51,267,1161,7081,0.0,1455,172
273,2020-01-12 09:00:00,45.69,266,1164,6656,0.0,1341,171
274,2020-01-12 10:00:00,45.71,266,1165,6120,0.0,1556,165
275,2020-01-12 11:00:00,46.36,266,1162,6310,0.0,1415,173
276,2020-01-12 12:00:00,49.82,266,1161,6488,0.0,1138,213
277,2020-01-12 13:00:00,49.29,264,1162,6528,0.0,1182,211
278,2020-01-12 14:00:00,48.2,265,1163,6641,0.0,1339,208
279,2020-01-12 15:00:00,44.92,263,1160,7381,0.0,1654,201
280,2020-01-12 16:00:00,44.24,262,1159,7455,0.0,1775,199
281,2020-01-12 17:00:00,44.44,261,1159,7369,1.0,1869,205
282,2020-01-12 18:00:00,44.09,261,1158,7632,0.0,1804,204
283,2020-01-12 19:00:00,43.56,262,1154,7665,1.0,1983,204
284,2020-01-12 20:00:00,43.31,260,1152,7377,0.0,2237,205
285,2020-01-12 21:00:00,43.51,263,1154,7320,1.0,2382,212
286,2020-01-12 22:00:00,43.81,263,1154,7600,0.0,2130,213
287,2020-01-12 23:00:00,42.86,265,1156,7437,0.0,2530,210
288,2020-01-13 00:00:00,42.99,264,1155,7327,0.0,2636,215
289,2020-01-13 01:00:00,41.66,265,1158,8155,0.0,2653,214
290,2020-01-13 02:00:00,40.66,265,1158,8492,0.0,2662,204
291,2020-01-13 03:00:00,40.84,266,1159,8590,0.0,2544,204
292,2020-01-13 04:00:00,41.37,265,1163,8691,0.0,2505,216
293,2020-01-13 05:00:00,42.01,266,1163,8371,0.0,2503,219
294,2020-01-13 06:00:00,42.49,266,1166,7814,0.0,2553,215
295,2020-01-13 07:00:00,44.32,265,1166,7220,0.0,2301,218
296,2020-01-13 08:00:00,46.81,265,1166,6934,0.0,1614,213
297,2020-01-13 09:00:00,47.24,267,1168,6339,0.0,1880,212
298,2020-01-13 10:00:00,46.27,267,1169,6171,0.0,2127,205
299,2020-01-13 11:00:00,45.94,276,1168,6094,0.0,2383,205
300,2020-01-13 12:00:00,48.26,329,1169,6170,0.0,2542,217
301,2020-01-13 13:00:00,53.48,481,1171,7042,0.0,2215,217
302,2020-01-13 14:00:00,58.11,624,1171,8041,0.0,1750,220
303,2020-01-13 15:00:00,61.31,765,1173,9431,0.0,1320,232
304,2020-01-13 16:00:00,63.79,863,1173,10026,0.0,1068,233
305,2020-01-13 17:00:00,66.48,866,1173,9769,0.0,696,238
306,2020-01-13 18:00:00,59.39,662,1172,10078,1.0,456,233
307,2020-01-13 19:00:00,55.76,559,1166,10222,0.0,254,224
308,2020-01-13 20:00:00,57.74,559,1167,9666,1.0,197,229
309,2020-01-13 21:00:00,57.93,558,1167,9600,1.0,63,220
310,2020-01-13 22:00:00,58.82,557,1166,9359,1.0,30,221
311,2020-01-13 23:00:00,59.06,557,1167,9258,0.0,112,226
312,2020-01-14 00:00:00,57.89,558,1166,9554,0.0,219,228
313,2020-01-14 01:00:00,55.78,557,1166,10350,0.0,239,231
314,2020-01-14 02:00:00,53.84,557,1167,11196,0.0,217,231
315,2020-01-14 03:00:00,54.02,561,1166,11055,0.0,180,223
316,2020-01-14 04:00:00,55.05,566,1158,10784,0.0,223,230
317,2020-01-14 05:00:00,55.86,574,1157,10465,0.0,209,224
318,2020-01-14 06:00:00,60.99,660,1160,9972,0.0,166,236
319,2020-01-14 07:00:00,66.49,686,1159,8499,0.0,135,223
320,2020-01-14 08:00:00,69.9,686,1157,7598,0.0,198,221
321,2020-01-14 09:00:00,66.88,639,1160,7568,0.0,385,220
322,2020-01-14 10:00:00,66.27,639,1161,7585,0.0,411,214
323,2020-01-14 11:00:00,66.29,640,1165,7732,0.0,311,215
324,2020-01-14 12:00:00,65.78,639,1166,7846,0.0,286,213
325,2020-01-14 13:00:00,63.76,636,1166,8421,0.0,180,210
326,2020-01-14 14:00:00,59.5,640,1166,10056,0.0,57,218
327,2020-01-14 15:00:00,59.59,688,1163,10620,0.0,51,218
328,2020-01-14 16:00:00,57.81,689,1164,11310,0.0,57,219
329,2020-01-14 17:00:00,57.44,690,1164,11313,0.0,75,212
330,2020-01-14 18:00:00,58.95,692,1164,10926,0.0,71,221
331,2020-01-14 19:00:00,59.56,691,1165,10603,0.0,121,220
332,2020-01-14 20:00:00,60.85,692,1163,10149,0.0,162,222
333,2020-01-14 21:00:00,61.55,692,1166,9868,0.0,195,222
334,2020-01-14 22:00:00,61.47,693,1166,9387,0.0,544,219
335,2020-01-14 23:00:00,60.33,693,1166,9042,0.0,1009,214
336,2020-01-15 00:00:00,58.46,691,1165,9013,0.0,1463,212
337,2020-01-15 01:00:00,55.68,691,1164,9773,0.0,1736,214
338,2020-01-15 02:00:00,54.09,694,1161,10645,0.0,1781,222
339,2020-01-15 03:00:00,54.61,694,1160,11092,0.0,1236,218
340,2020-01-15 04:00:00,55.05,693,1159,11224,0.0,962,216
341,2020-01-15 05:00:00,56.74,694,1165,10537,0.0,916,215
342,2020-01-15 06:00:00,58.21,690,1167,9727,0.0,1001,212
343,2020-01-15 07:00:00,57.93,646,1167,9246,0.0,925,205
344,2020-01-15 08:00:00,63.65,642,1123,7724,0.0,771,206
345,2020-01-15 09:00:00,67.22,643,1091,7246,0.0,635,217
346,2020-01-15 10:00:00,69.27,642,1087,6978,0.0,462,214
347,2020-01-15 11:00:00,68.91,641,1086,7068,0.0,325,203
348,2020-01-15 12:00:00,69.24,635,1082,7150,0.0,234,209
349,2020-01-15 13:00:00,65.38,634,1082,8029,0.0,194,207
350,2020-01-15 14:00:00,60.49,643,1084,9524,0.0,209,210
351,2020-01-15 15:00:00,59.5,687,1084,10328,0.0,237,209
352,2020-01-15 16:00:00,56.85,683,1087,11278,0.0,284,212
353,2020-01-15 17:00:00,57.2,688,1084,10994,0.0,363,207
354,2020-01-15 18:00:00,58.82,687,1086,10373,0.0,381,209
355,2020-01-15 19:00:00,59.64,688,1085,9916,0.0,459,205
356,2020-01-15 20:00:00,60.71,685,1084,9666,0.0,428,211
357,2020-01-15 21:00:00,60.24,682,1084,9629,0.0,481,206
358,2020-01-15 22:00:00,59.94,682,1085,9535,1.0,569,202
359,2020-01-15 23:00:00,58.91,682,1085,9421,3.0,871,199
360,2020-01-16 00:00:00,57.06,681,1086,9867,1.0,921,191
361,2020-01-16 01:00:00,56.57,681,1093,10150,0.0,1034,204
362,2020-01-16 02:00:00,55.96,679,1096,10573,0.0,1033,214
363,2020-01-16 03:00:00,55.58,668,1095,10484,0.0,1076,212
364,2020-01-16 04:00:00,56.61,668,1096,10347,0.0,911,215
365,2020-01-16 05:00:00,58.49,680,1098,9973,0.0,683,209
366,2020-01-16 06:00:00,60.79,677,1098,9289,0.0,657,215
367,2020-01-16 07:00:00,59.93,631,1099,8758,0.0,669,201
368,2020-01-16 08:00:00,65.17,632,1100,7429,0.0,621,204
369,2020-01-16 09:00:00,64.66,634,1102,7573,0.0,585,201
370,2020-01-16 10:00:00,66.48,633,994,7327,0.0,552,202
371,2020-01-16 11:00:00,66.94,633,924,7405,0.0,470,201
372,2020-01-16 12:00:00,66.47,633,927,7665,0.0,372,203
373,2020-01-16 13:00:00,63.23,633,975,8432,0.0,321,200
374,2020-01-16 14:00:00,58.68,632,1116,9804,0.0,250,205
375,2020-01-16 15:00:00,58.4,684,1165,10761,0.0,135,211
376,2020-01-16 16:00:00,57.72,686,1163,11145,0.0,39,209
377,2020-01-16 17:00:00,57.84,687,1165,11124,0.0,26,209
378,2020-01-16 18:00:00,59.21,686,1162,10692,1.0,15,213
379,2020-01-16 19:00:00,61.32,685,1162,9846,1.0,8,206
380,2020-01-16 20:00:00,64.11,685,1158,9051,1.0,23,209
381,2020-01-16 21:00:00,65.15,684,1157,8732,2.0,33,208
382,2020-01-16 22:00:00,65.03,685,1157,8788,1.0,59,211
383,2020-01-16 23:00:00,64.51,684,1154,8853,0.0,75,208
384,2020-01-17 00:00:00,63.23,685,1153,9274,0.0,159,218
385,2020-01-17 01:00:00,60.22,686,1154,10136,0.0,234,218
386,2020-01-17 02:00:00,58.37,687,1153,10829,0.0,308,224
387,2020-01-17 03:00:00,57.84,688,1151,11012,0.0,378,227
388,2020-01-17 04:00:00,58.12,689,1154,10932,0.0,429,232
389,2020-01-17 05:00:00,58.62,690,1160,10515,0.0,595,232
390,2020-01-17 06:00:00,59.4,687,1163,9876,0.0,728,225
