UTC time,avg_hydro_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_other_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast
2021-08-26 23:00:00,7597.71052,623.25113,1153.4031,193.03832,82.08952,781.10938
2021-08-24 00:00:00,7544.67198,941.19523,1150.6388,207.34428,63.78079,252.7103
2021-08-24 01:00:00,7848.57151,929.00423,1151.38219,207.06381,52.49701,249.70682
2021-08-24 02:00:00,8058.98406,917.10976,1157.26275,205.79108,37.31047,246.78667
2021-08-24 03:00:00,8172.56568,920.45011,1159.45958,204.70288,25.88995,238.58352
2021-08-24 04:00:00,8016.26512,916.00309,1161.59509,205.00183,16.13998,223.29595
2021-08-24 05:00:00,7689.32334,918.5382,1160.90876,204.79708,5.50452,218.92393
2021-08-24 06:00:00,7200.55459,941.13694,1159.10312,205.50639,0,225.09183
2021-08-24 07:00:00,6660.54803,953.39477,1161.74798,206.94524,5.11088,237.33923
2021-08-24 08:00:00,6082.22,968.72889,1163.96229,208.76963,4.89393,252.7668
2021-08-24 09:00:00,5549.53459,968.60617,1163.15937,208.27598,0,265.24462
2021-08-24 10:00:00,5315.35153,966.66861,1157.80584,207.74691,0,308.16218
2021-08-24 11:00:00,5357.70102,961.31629,1155.70465,207.00102,0,348.26838
2021-08-24 12:00:00,5850.25561,956.60309,1159.20515,206.98336,0,382.85165
2021-08-24 13:00:00,6259.62255,930.50767,1158.72735,207.40623,12.81137,426.66171
2021-08-24 14:00:00,6560.12662,916.42214,1160.43948,207.41169,27.10794,460.23426
2021-08-24 15:00:00,7017.17478,905.43613,1161.28837,207.33587,42.33681,470.26345
2021-08-24 16:00:00,7348.8054,896.40632,1160.00622,206.82758,59.38057,492.71657
2021-08-24 17:00:00,7544.07562,906.85132,1156.46068,205.55901,75.25345,504.2879
2021-08-24 18:00:00,7773.18643,878.04593,1157.60769,205.21093,93.60292,513.49267
2021-08-24 19:00:00,7693.39091,875.16553,1156.96072,207.80027,103.72163,522.62106
2021-08-24 20:00:00,7627.05761,884.37174,1152.68586,206.86994,111.5233,537.58928
2021-08-24 21:00:00,7686.04816,869.30274,1148.91658,206.9429,106.58669,565.69734
2021-08-24 22:00:00,7823.98802,879.68361,1145.02197,205.5672,99.30269,586.59239
2021-08-24 23:00:00,7966.40243,871.17932,1148.1803,206.09087,85.70194,595.98105
2021-08-25 00:00:00,7878.61065,850.11772,1148.99701,203.97572,62.92754,757.89266
2021-08-25 01:00:00,8334.41525,839.09868,1149.74167,203.81894,52.71623,741.19322
2021-08-25 02:00:00,8629.03774,828.66962,1155.62223,202.64898,38.78537,727.36711
2021-08-25 03:00:00,8790.51255,831.96052,1157.81998,201.65323,27.97807,697.70085
2021-08-25 04:00:00,8631.75145,828.02117,1159.95848,201.95302,18.33614,658.0532
2021-08-25 05:00:00,8238.50727,831.15911,1159.27634,201.76825,7.28802,630.97937
2021-08-25 06:00:00,7610.72222,852.60529,1157.47327,202.46421,0.82388,611.85203
2021-08-25 07:00:00,6919.82057,864.73003,1160.11621,203.86018,5.44754,600.26136
2021-08-25 08:00:00,6199.57516,878.69803,1162.33108,205.55612,4.79803,595.21283
2021-08-25 09:00:00,5534.95706,878.93252,1161.53377,205.09339,0,582.45994
2021-08-25 10:00:00,5217.96161,876.96577,1156.18558,204.53499,0,608.54135
2021-08-25 11:00:00,5183.11351,872.10854,1154.08865,203.90714,0,632.7958
2021-08-25 12:00:00,5683.45007,867.34608,1157.59355,203.81134,0,646.34844
2021-08-25 13:00:00,6135.02497,844.61147,1157.1203,204.22219,12.95675,664.34652
2021-08-25 14:00:00,6457.47623,832.70182,1158.83179,204.21625,27.56496,674.57961
2021-08-25 15:00:00,6972.68867,823.2519,1159.67904,204.12439,43.00481,657.36386
2021-08-25 16:00:00,7308.07456,814.99449,1158.39889,203.61232,60.13908,653.77822
2021-08-25 17:00:00,7492.3544,824.65643,1154.86009,202.38134,75.89099,648.94844
2021-08-25 18:00:00,7729.14319,798.70201,1156.00654,202.12702,93.88808,642.45838
2021-08-25 19:00:00,7629.05236,796.84512,1155.35822,204.62848,103.43738,637.68369
2021-08-25 20:00:00,7569.72493,806.05964,1151.08939,203.81006,110.4281,637.33963
2021-08-25 21:00:00,7678.21735,792.6793,1147.3253,203.82732,104.80741,656.93064
2021-08-25 22:00:00,7886.23514,802.84546,1143.4361,202.61688,97.28135,667.75085
2021-08-25 23:00:00,8145.52829,796.05912,1146.59478,203.19605,83.91952,673.73264
2021-08-26 00:00:00,8028.0502,774.9217,1147.75252,201.18757,60.65401,879.35566
2021-08-26 01:00:00,8534.21286,764.87034,1148.49818,201.13316,50.08427,865.74723
2021-08-26 02:00:00,8873.85469,755.65126,1154.37867,200.04824,35.83602,860.65373
2021-08-26 03:00:00,9064.87262,758.90117,1156.57713,199.12906,25.04119,836.55592
2021-08-26 04:00:00,8915.80883,755.38106,1158.71783,199.4295,15.84331,805.56898
2021-08-26 05:00:00,8499.09149,759.01683,1158.03888,199.2613,5.57284,787.90882
2021-08-26 06:00:00,7826.07579,779.51127,1156.23773,199.94621,0,775.86644
2021-08-26 07:00:00,7078.09661,791.52606,1158.87918,201.30668,5.04236,771.81329
2021-08-26 08:00:00,6295.78248,804.36622,1161.09462,202.89629,4.82115,771.82478
2021-08-26 09:00:00,5568.50262,804.89584,1160.30157,202.45917,0,763.63485
2021-08-26 10:00:00,5206.7199,802.9049,1154.95736,201.87649,0,797.69067
2021-08-26 11:00:00,5147.71573,798.45634,1152.86369,201.34634,0,830.68667
2021-08-26 12:00:00,5655.16978,793.65326,1156.37187,201.18587,0,853.32185
2021-08-26 13:00:00,6128.75899,773.69343,1155.90209,201.58676,12.60564,873.96661
2021-08-26 14:00:00,6477.97388,763.58003,1157.61316,201.57138,26.68168,885.59777
2021-08-26 15:00:00,7017.5831,755.39853,1158.45921,201.46625,41.57848,866.94984
2021-08-26 16:00:00,7369.28245,747.77872,1157.18054,200.95105,58.2349,863.79842
2021-08-26 17:00:00,7561.6157,756.79432,1153.64679,199.75119,73.58505,857.98334
2021-08-26 18:00:00,7798.91414,733.19363,1154.79274,199.57447,91.13587,848.07458
2021-08-26 19:00:00,7691.75664,732.18173,1154.1435,202.00318,100.53693,837.31486
2021-08-26 20:00:00,7626.01373,741.40317,1149.87922,201.2774,107.58915,833.64181
2021-08-26 21:00:00,7733.88288,729.41699,1146.11904,201.24854,102.34843,852.03812
2021-08-26 22:00:00,7958.88758,739.40594,1142.23395,200.17489,95.01604,859.28171
2021-08-26 23:00:00,8250.55748,734.0381,1145.39285,200.80001,81.79507,861.4928
2021-08-27 00:00:00,8212.41709,712.85987,1146.83677,198.88053,60.24726,980.61158
2021-08-27 01:00:00,8772.76449,703.60723,1147.58307,198.91084,49.49783,961.95408
2021-08-27 02:00:00,9130.14376,695.3867,1153.46363,197.8963,35.15247,950.57671
2021-08-27 03:00:00,9310.45305,698.60289,1155.66259,197.04043,24.41702,918.30479
2021-08-27 04:00:00,9117.43838,695.42876,1157.80499,197.34146,15.40255,877.19567
2021-08-27 05:00:00,8637.05593,699.47526,1157.1284,197.18693,5.1186,849.61801
2021-08-27 06:00:00,7883.78988,719.18429,1155.32866,197.86269,0,827.75367
2021-08-27 07:00:00,7069.58605,731.10834,1157.96897,199.19379,5.01859,814.13367
2021-08-27 08:00:00,6244.85863,743.0176,1160.18484,200.69544,4.92535,806.43809
2021-08-27 09:00:00,5500.8535,743.79073,1159.39485,200.2795,0,789.35489
2021-08-27 10:00:00,5153.87805,741.77987,1154.05362,199.67673,0,815.69724
2021-08-27 11:00:00,5124.28526,737.66873,1151.96237,199.22744,0,840.98559
2021-08-27 12:00:00,5685.04347,732.83205,1155.47296,199.01344,0,854.30271
2021-08-27 13:00:00,6207.40763,715.16236,1155.00574,199.4061,13.15265,866.5789
2021-08-27 14:00:00,6579.11658,706.53157,1156.71645,199.3829,27.73687,871.00224
2021-08-27 15:00:00,7133.56579,699.39681,1157.56158,199.26678,43.08133,845.04614
2021-08-27 16:00:00,7468.04334,692.3033,1156.28405,198.74901,60.28051,834.25938
2021-08-27 17:00:00,7626.54065,700.78531,1152.75407,197.5749,75.96314,824.08952
2021-08-27 18:00:00,7838.41305,679.12735,1153.89951,197.46239,93.56459,810.90686
2021-08-27 19:00:00,7701.43303,678.81283,1153.24963,199.8309,102.72262,798.31415
2021-08-27 20:00:00,7629.6371,688.03997,1148.9887,199.18177,109.38792,791.44466
2021-08-27 21:00:00,7763.00604,677.20444,1145.2315,199.11477,103.46843,807.826
2021-08-27 22:00:00,8027.56813,687.04709,1141.34939,198.15429,95.56799,813.46684
2021-08-27 23:00:00,8377.71627,682.84992,1144.50843,198.81742,81.89201,816.06027
2021-08-25 00:00:00,8621.98835,929.04543,1148.6169,210.06925,64.04961,611.12217
2021-08-25 01:00:00,9283.67746,917.01066,1149.36184,209.68871,53.29634,597.20034
2021-08-25 02:00:00,9601.15515,905.31169,1155.24234,208.33286,38.44542,584.40572
2021-08-25 03:00:00,9682.08724,908.64551,1157.44037,207.16985,26.94358,558.95591
2021-08-25 04:00:00,9308.78721,904.26619,1159.57951,207.46815,16.83962,523.65321
2021-08-25 05:00:00,8642.55511,906.88176,1158.89836,207.24721,6.44883,500.37596
2021-08-25 06:00:00,7645.24057,929.32677,1157.09585,207.96733,0.54901,486.11954
2021-08-25 07:00:00,6628.99123,941.56684,1159.7383,209.44087,5.08667,478.95724
2021-08-25 08:00:00,5690.45294,956.7187,1161.95346,211.36918,4.59458,477.97876
2021-08-25 09:00:00,4905.05134,956.64361,1161.15736,210.8505,0,470.55568
2021-08-25 10:00:00,4596.52742,954.70212,1155.81044,210.34516,0,499.2658
2021-08-25 11:00:00,4593.29094,949.41586,1153.7145,209.50378,0,525.76308
2021-08-25 12:00:00,5260.60796,944.69604,1157.2204,209.54933,0,542.76474
2021-08-25 13:00:00,5900.67479,919.04904,1156.74821,209.98193,11.16766,566.59582
2021-08-25 14:00:00,6310.50852,905.25379,1158.45956,209.99663,23.89144,582.29045
2021-08-25 15:00:00,6975.39274,894.4726,1159.30647,209.93377,37.70135,572.02686
2021-08-25 16:00:00,7317.63134,885.54591,1158.02674,209.42852,53.06334,574.74626
2021-08-25 17:00:00,7453.69605,895.88645,1154.4895,208.12953,67.84567,574.12482
2021-08-25 18:00:00,7689.12135,867.46141,1155.6358,207.70562,85.85462,572.12775
2021-08-25 19:00:00,7532.70151,864.71755,1154.9872,210.36608,96.53353,571.88965
2021-08-25 20:00:00,7514.92986,873.92482,1150.71973,209.3452,105.33999,575.92782
2021-08-25 21:00:00,7783.28508,859.08109,1146.95684,209.46323,102.35685,597.83276
2021-08-25 22:00:00,8144.32892,869.43334,1143.06892,207.95385,96.71003,611.79724
2021-08-25 23:00:00,8626.637,861.15816,1146.2276,208.4326,84.47383,619.32433
2021-08-26 00:00:00,8589.97407,840.19383,1147.43642,206.23354,60.51552,827.99115
2021-08-26 01:00:00,9207.02855,829.3026,1148.18236,205.99386,50.55794,810.12804
2021-08-26 02:00:00,9540.61306,819.03322,1154.06286,204.75502,36.82246,796.09874
2021-08-26 03:00:00,9668.65825,822.31865,1156.26153,203.69729,26.10787,764.69235
2021-08-26 04:00:00,9383.50649,818.43471,1158.4028,203.99653,16.70155,723.33959
2021-08-26 05:00:00,8801.46373,821.63842,1157.72464,203.79837,6.56639,694.83167
2021-08-26 06:00:00,7913.59978,842.95881,1155.92398,204.50328,0.706,673.71375
2021-08-26 07:00:00,6982.69961,855.06905,1158.56507,205.92798,5.0756,660.34633
2021-08-26 08:00:00,6079.75015,868.88831,1160.78066,207.71003,4.58023,653.60851
2021-08-26 09:00:00,5285.81472,869.16178,1159.9886,207.22657,0,638.58113
2021-08-26 10:00:00,4930.03949,867.19177,1154.64545,206.68783,0,663.71359
2021-08-26 11:00:00,4880.58147,862.38841,1152.55264,205.98086,0,687.21692
2021-08-26 12:00:00,5472.9724,857.62067,1156.06167,205.93743,0,699.48284
2021-08-26 13:00:00,6039.49507,835.25229,1155.59275,206.35634,11.40543,714.92076
2021-08-26 14:00:00,6416.69589,823.57963,1157.30367,206.35805,24.35994,722.72418
2021-08-26 15:00:00,7029.51104,814.29707,1158.14944,206.27694,38.22501,702.31848
2021-08-26 16:00:00,7375.8192,806.12378,1156.8712,205.76739,53.63276,695.89224
2021-08-26 17:00:00,7543.67959,815.70055,1153.33873,204.51121,68.1266,689.12805
2021-08-26 18:00:00,7799.50087,790.05667,1154.48453,204.19405,85.31841,680.50112
2021-08-26 19:00:00,7681.67792,788.31131,1153.835,206.75442,94.99356,673.49237
2021-08-26 20:00:00,7665.26213,797.52683,1149.57186,205.86099,102.60573,671.06424
2021-08-26 21:00:00,7891.69711,784.33038,1145.81275,205.91558,98.67286,689.57184
2021-08-26 22:00:00,8226.01918,794.4732,1141.92873,204.59437,92.504,698.86094
2021-08-26 23:00:00,8659.81944,787.87411,1145.08762,205.13635,80.3517,704.02941
2021-08-27 00:00:00,8492.27135,766.83915,1146.57396,203.05906,57.32441,956.84669
2021-08-27 01:00:00,9070.11331,756.89179,1147.32054,202.93594,46.69451,940.82971
2021-08-27 02:00:00,9402.25193,747.80272,1153.20103,201.79393,32.46694,933.51597
2021-08-27 03:00:00,9548.37941,751.0483,1155.40013,200.82335,21.86928,905.60873
2021-08-27 04:00:00,9305.07348,747.57323,1157.54296,201.12336,13.25191,870.18547
2021-08-27 05:00:00,8772.09138,751.26248,1156.86708,200.94404,3.95472,848.32621
2021-08-27 06:00:00,7951.66376,771.65462,1155.06777,201.63637,0,831.76913
2021-08-27 07:00:00,7078.63816,783.65764,1157.7078,203.02067,4.59129,823.41986
2021-08-27 08:00:00,6211.25094,796.37653,1159.92374,204.68165,4.77152,819.8093
2021-08-27 09:00:00,5434.13265,796.93788,1159.13467,204.22734,0,807.23689
2021-08-27 10:00:00,5073.48251,794.94439,1153.79429,203.66095,0,838.13072
2021-08-27 11:00:00,5019.99396,790.53972,1151.70368,203.06523,0,868.09012
2021-08-27 12:00:00,5586.31846,785.73232,1155.21498,202.94816,0,886.81785
2021-08-27 13:00:00,6123.52428,766.07073,1154.74848,203.35575,11.89258,903.07663
2021-08-27 14:00:00,6490.96532,756.15039,1156.45912,203.34669,25.07288,910.78977
2021-08-27 15:00:00,7081.11531,748.10519,1157.30403,203.25048,39.05343,887.71591
2021-08-27 16:00:00,7432.88145,740.55394,1156.02678,202.73738,54.79986,880.24766
2021-08-27 17:00:00,7614.31901,749.50003,1152.49786,201.51663,69.37759,871.77424
2021-08-27 18:00:00,7872.37491,726.15235,1153.64331,201.28782,86.14949,859.44097
2021-08-27 19:00:00,7764.09744,725.2313,1152.99315,203.76536,95.26323,846.67594
2021-08-27 20:00:00,7735.76134,734.4535,1148.73313,202.9774,102.31376,840.63711
2021-08-27 21:00:00,7926.962,722.61712,1144.97679,202.9795,97.70781,857.68578
2021-08-27 22:00:00,8229.17609,732.587,1141.09561,201.81402,90.84172,863.43971
2021-08-27 23:00:00,8618.08524,727.3716,1144.25472,202.4083,78.12072,865.27053
2021-08-28 00:00:00,8618.78294,706.30011,1145.97417,200.43262,61.5998,1047.31501
2021-08-28 01:00:00,9239.18172,697.13182,1146.72118,200.40593,51.24618,1018.82764
2021-08-28 02:00:00,9620.59562,689.01681,1152.60167,199.34403,37.29574,991.74283
2021-08-28 03:00:00,9804.05119,692.22946,1154.80112,198.44558,26.64257,943.15588
2021-08-28 04:00:00,9575.17826,689.0919,1156.94509,198.74622,17.35305,880.58864
2021-08-28 05:00:00,9024.25274,693.18186,1156.27069,198.58248,6.50439,831.32646
2021-08-28 06:00:00,8171.75137,712.80783,1154.47231,199.2644,0.34148,789.57789
2021-08-28 07:00:00,7265.51908,724.72233,1157.11163,200.61526,5.33161,756.13756
2021-08-28 08:00:00,6363.11648,736.53321,1159.32778,202.17608,4.89394,733.19442
2021-08-28 09:00:00,5563.74566,737.33208,1158.54077,201.7459,0,699.42401
2021-08-28 10:00:00,5209.04439,735.31915,1153.20231,201.15664,0,708.43694
2021-08-28 11:00:00,5194.87667,731.24354,1151.11334,200.65296,0,715.85927
2021-08-28 12:00:00,5825.85319,726.4034,1154.6262,200.47496,0,708.63373
2021-08-28 13:00:00,6426.02276,708.97569,1154.16133,200.87317,13.39047,706.37796
2021-08-28 14:00:00,6844.20227,700.50166,1155.87183,200.85523,28.35534,698.91194
2021-08-28 15:00:00,7461.34313,693.47747,1156.7161,200.7465,44.07368,662.92707
2021-08-28 16:00:00,7820.93277,686.43965,1155.43964,200.23046,61.58462,640.29014
2021-08-28 17:00:00,7976.98681,694.86529,1151.91313,199.03902,77.50247,624.23781
2021-08-28 18:00:00,8192.90651,673.41268,1153.0583,198.88332,95.33914,608.53686
2021-08-28 19:00:00,8025.00559,673.1719,1152.4077,201.29232,104.51306,597.42845
2021-08-28 20:00:00,7932.36881,682.39962,1148.1499,200.59162,111.02537,588.09409
2021-08-28 21:00:00,8076.56999,671.6857,1144.3954,200.55029,104.7716,602.2789
2021-08-28 22:00:00,8360.16157,681.5129,1140.51621,199.51366,96.72122,608.0399
2021-08-28 23:00:00,8754.26425,677.4395,1143.67539,200.15123,82.99904,613.89217
2021-08-26 00:00:00,9421.34621,945.59942,1148.83594,214.49573,53.32037,399.83093
2021-08-26 01:00:00,10034.3534,933.35177,1149.58075,213.95264,42.65019,393.6561
2021-08-26 02:00:00,10272.03989,921.38643,1155.46124,212.46178,28.29559,389.01338
2021-08-26 03:00:00,10267.33742,924.72919,1157.65913,211.17725,17.71304,375.93311
2021-08-26 04:00:00,9802.27837,920.25759,1159.79791,211.47447,9.58922,355.40971
2021-08-26 05:00:00,9050.20173,922.7636,1159.1162,211.22727,1.89793,346.33013
2021-08-26 06:00:00,8016.0289,945.41803,1157.31333,211.96494,0,346.81694
2021-08-26 07:00:00,7009.12336,957.68229,1159.95606,213.49481,3.86471,353.82073
2021-08-26 08:00:00,6095.36293,973.08257,1162.17108,215.59191,4.52319,364.5631
2021-08-26 09:00:00,5353.37514,972.94238,1161.37427,215.0326,0,371.05379
2021-08-26 10:00:00,5108.83146,971.00627,1156.02657,214.5658,0,410.60729
2021-08-26 11:00:00,5179.31522,965.63003,1153.93014,213.56931,0,447.70395
2021-08-26 12:00:00,5906.25636,960.91923,1157.4354,213.71755,0,477.97251
2021-08-26 13:00:00,6561.38978,934.66134,1156.96264,214.16594,9.72902,515.39885
2021-08-26 14:00:00,6937.8331,920.47057,1158.67406,214.19561,20.49927,543.07169
2021-08-26 15:00:00,7557.29198,909.41024,1159.52117,214.15385,32.18253,545.82176
2021-08-26 16:00:00,7865.06073,900.34317,1158.24123,213.65357,45.49178,561.54875
2021-08-26 17:00:00,7987.59512,910.82601,1154.70308,212.30516,58.30094,568.72237
2021-08-26 18:00:00,8257.23743,881.88273,1155.84938,211.75806,73.89845,573.40191
2021-08-26 19:00:00,8141.62418,878.95287,1155.20098,214.534,83.20142,578.14315
2021-08-26 20:00:00,8176.89273,888.1587,1150.93273,213.36605,91.21382,588.69722
2021-08-26 21:00:00,8515.76311,873.00799,1147.16914,213.55729,89.05396,614.43411
2021-08-26 22:00:00,8950.64181,883.39932,1143.2805,211.83075,84.04643,632.24738
2021-08-26 23:00:00,9478.69219,874.81188,1146.43918,212.23656,72.88598,640.26606
2021-08-27 00:00:00,9219.40037,854.00819,1147.73774,209.90089,52.12889,913.59246
2021-08-27 01:00:00,9822.14012,842.93913,1148.4834,209.52653,41.45842,900.112
2021-08-27 02:00:00,10121.64516,832.44755,1154.36389,208.17582,27.36475,896.15796
2021-08-27 03:00:00,10203.76932,835.74047,1156.56235,207.01743,17.15333,872.38058
2021-08-27 04:00:00,9856.84685,831.77952,1158.70312,207.31577,9.48324,842.14459
2021-08-27 05:00:00,9202.34203,834.89172,1158.02425,207.09584,1.57511,825.40637
2021-08-27 06:00:00,8272.43026,856.38706,1156.22309,207.81529,0,813.82813
2021-08-27 07:00:00,7333.86673,868.51747,1158.86454,209.28669,3.95179,810.35478
2021-08-27 08:00:00,6435.02969,882.54385,1161.07998,211.20856,4.72975,810.6302
2021-08-27 09:00:00,5666.01713,882.76307,1160.28694,210.69144,0,802.48887
2021-08-27 10:00:00,5362.92045,880.79757,1154.94279,210.18463,0,837.39275
2021-08-27 11:00:00,5389.6977,875.91922,1152.8492,209.34916,0,871.39132
2021-08-27 12:00:00,6057.10293,871.15887,1156.35737,209.39081,0,894.94037
2021-08-27 13:00:00,6663.3707,848.2807,1155.88767,209.8228,11.07709,915.30048
2021-08-27 14:00:00,7039.00835,836.27801,1157.59874,209.83692,23.17436,926.5096
2021-08-27 15:00:00,7625.81438,826.7625,1158.44472,209.77326,36.0052,906.86209
2021-08-27 16:00:00,7945.12303,818.47206,1157.16612,209.26784,50.63646,903.05349
2021-08-27 17:00:00,8085.93706,828.16751,1153.63244,207.97072,64.19253,896.61635
2021-08-27 18:00:00,8341.61946,802.09129,1154.77824,207.5515,79.79131,885.70278
2021-08-27 19:00:00,8223.76063,800.19071,1154.12907,210.20756,88.31505,873.56363
2021-08-27 20:00:00,8215.91255,809.40489,1149.8648,209.19228,95.11218,868.91114
2021-08-27 21:00:00,8472.73984,795.95234,1146.10476,209.30752,91.09043,886.87135
2021-08-27 22:00:00,8855.5292,806.12777,1142.21974,207.8064,84.65472,893.24118
2021-08-27 23:00:00,9328.536,799.26802,1145.37857,208.28792,72.51507,894.73318
2021-08-28 00:00:00,9235.4228,778.3878,1146.94192,206.09827,56.1357,1084.2143
2021-08-28 01:00:00,9842.98596,768.29184,1147.68815,205.86354,45.54974,1054.4947
2021-08-28 02:00:00,10203.06099,759.01697,1153.56871,204.62883,31.53811,1026.20104
2021-08-28 03:00:00,10365.19363,762.26879,1155.7676,203.57482,21.21322,975.65687
2021-08-28 04:00:00,10108.04075,758.72938,1157.90979,203.87409,12.94428,910.78319
2021-08-28 05:00:00,9511.60019,762.34215,1157.23291,203.67672,3.63339,859.32282
2021-08-28 06:00:00,8633.72228,782.88048,1155.43303,204.38111,0,815.24858
2021-08-28 07:00:00,7719.70635,794.90032,1158.07349,205.80409,4.59693,779.58526
2021-08-28 08:00:00,6803.96413,807.79247,1160.28928,207.58097,4.88028,754.78409
2021-08-28 09:00:00,5994.90165,808.3085,1159.49894,207.09876,0,718.78486
2021-08-28 10:00:00,5651.60804,806.31871,1154.15742,206.55884,0,726.13156
2021-08-28 11:00:00,5667.60356,801.85133,1152.06589,205.85661,0,731.94031
2021-08-28 12:00:00,6340.0028,797.05008,1155.57619,205.81004,0,722.66527
2021-08-28 13:00:00,6963.22558,776.96234,1155.10862,206.22848,12.58701,718.20274
2021-08-28 14:00:00,7378.80169,766.76618,1156.8194,206.22972,26.4327,708.77743
2021-08-28 15:00:00,7988.29381,758.5261,1157.66467,206.14796,40.9665,670.61666
2021-08-28 16:00:00,8348.1808,750.877,1156.387,205.63827,57.36268,645.83476
2021-08-28 17:00:00,8509.57222,759.92237,1152.85659,204.3836,72.26391,628.47705
2021-08-28 18:00:00,8752.8642,736.21322,1154.00211,204.0702,88.91321,611.61685
2021-08-28 19:00:00,8601.75649,735.16239,1153.3523,206.62705,97.50654,599.58887
2021-08-28 20:00:00,8520.49881,744.38353,1149.09094,205.7381,103.81007,589.12329
2021-08-28 21:00:00,8684.28266,732.33302,1145.33338,205.79046,98.17374,602.65504
2021-08-28 22:00:00,8999.47656,742.33013,1141.45099,204.47589,90.52827,607.72204
2021-08-28 23:00:00,9415.78192,736.8969,1144.61003,205.02009,77.3172,613.43265
2021-08-29 00:00:00,9289.42847,744.74463,1168.40781,201.40248,54.68257,756.74007
2021-08-29 01:00:00,9928.01652,735.08168,1169.13719,201.34019,44.5638,737.95567
2021-08-29 02:00:00,10388.86148,726.34809,1175.01797,200.24872,31.13507,720.39036
2021-08-29 03:00:00,10613.77747,729.58157,1177.20478,199.32362,21.15997,687.21655
2021-08-29 04:00:00,10391.06753,726.2297,1179.30832,199.62403,13.13316,642.81189
2021-08-29 05:00:00,9767.13508,730.06519,1178.57652,199.45454,3.9305,610.85982
2021-08-29 06:00:00,8868.03391,750.17771,1176.74332,200.1403,0,587.42551
2021-08-29 07:00:00,7898.84085,762.14838,1179.40921,201.5035,4.61224,571.49062
2021-08-29 08:00:00,6904.42707,774.53588,1181.61612,203.10132,4.82753,563.17946
2021-08-29 09:00:00,6009.14462,775.18394,1180.75274,202.66222,0,546.96063
2021-08-29 10:00:00,5589.16672,773.18335,1175.34167,202.08141,0,569.0951
2021-08-29 11:00:00,5623.3859,768.8988,1173.19401,201.54375,0,589.22447
2021-08-29 12:00:00,6321.66568,764.0794,1176.64761,201.38824,0,598.13813
2021-08-29 13:00:00,6983.4621,745.23314,1176.12043,201.78991,12.47155,613.26046
2021-08-29 14:00:00,7492.90193,735.84065,1177.83889,201.77526,26.21989,621.22318
2021-08-29 15:00:00,8104.19743,728.16811,1178.70519,201.67115,40.59911,602.3728
2021-08-29 16:00:00,8504.1355,720.8042,1177.40151,201.15619,56.79319,596.62728
2021-08-29 17:00:00,8688.49143,729.56035,1173.78357,199.95393,71.42226,590.85443
2021-08-29 18:00:00,8886.79662,706.90428,1174.9379,199.77124,87.67063,584.28249
2021-08-29 19:00:00,8720.43196,706.23154,1174.3045,202.20555,95.89411,580.41548
2021-08-29 20:00:00,8603.00105,715.45571,1169.9647,201.47263,101.79403,579.98937
2021-08-29 21:00:00,8701.86128,704.02906,1166.1388,201.44732,95.98976,599.31703
2021-08-29 22:00:00,9018.22664,713.94681,1162.18572,200.36313,88.33716,610.54288
2021-08-29 23:00:00,9442.74289,709.14825,1165.34056,200.98471,75.36045,617.51085
2021-08-27 00:00:00,9194.02217,944.10549,1144.77451,220.24204,53.36265,2122.71826
2021-08-27 01:00:00,9676.83326,931.87705,1145.52251,219.48796,42.03499,2072.31579
2021-08-27 02:00:00,9795.20838,919.93572,1151.403,217.8218,27.3396,2034.89246
2021-08-27 03:00:00,9672.29292,923.2777,1153.6031,216.37951,16.93987,1952.78405
2021-08-27 04:00:00,9115.85295,918.81445,1155.7492,216.67534,9.28144,1854.825
2021-08-27 05:00:00,8350.71277,921.33036,1155.07793,216.39404,0.97574,1774.10251
2021-08-27 06:00:00,7391.26752,943.96588,1153.28132,217.1545,0,1693.4396
2021-08-27 07:00:00,6514.02717,956.22802,1155.91929,218.75753,4.03197,1624.3025
2021-08-27 08:00:00,5768.06168,971.60574,1158.13594,221.07375,4.98441,1569.09294
2021-08-27 09:00:00,5222.47271,971.4715,1157.35298,220.46167,0,1493.66747
2021-08-27 10:00:00,5139.73076,969.5349,1152.01843,220.04491,0,1480.47549
2021-08-27 11:00:00,5358.68577,964.16673,1149.93258,218.84705,0,1468.38969
2021-08-27 12:00:00,6124.78412,959.45517,1153.44864,219.12859,0,1432.43031
2021-08-27 13:00:00,6748.37535,933.25239,1152.98711,219.59748,12.43893,1385.26756
2021-08-27 14:00:00,7071.39508,919.09734,1154.69711,219.64663,25.86539,1336.06753
2021-08-27 15:00:00,7572.22168,908.06217,1155.54024,219.63222,39.95377,1247.88993
2021-08-27 16:00:00,7788.89323,899.00777,1154.2652,219.13836,56.05889,1177.41584
2021-08-27 17:00:00,7841.67162,909.47775,1150.7436,217.72584,70.68662,1129.80451
2021-08-27 18:00:00,8057.28235,880.58123,1151.88827,217.0188,86.90026,1081.09583
2021-08-27 19:00:00,7949.89394,877.66828,1151.23675,219.94467,95.29628,1037.39469
2021-08-27 20:00:00,8015.61128,886.8742,1146.98335,218.58581,101.62237,995.86429
2021-08-27 21:00:00,8382.59417,871.75114,1143.23268,218.87207,96.20369,992.88594
2021-08-27 22:00:00,8835.16445,882.13892,1139.3574,216.86363,88.52567,975.89119
2021-08-27 23:00:00,9333.91823,873.57971,1142.51687,217.17473,75.18511,971.14375
