datetime,param,level,latitude,longitude,3 hr acc,6 hr acc,9 hr acc,12 hr acc,15 hr acc,18 hr acc,21 hr acc,24 hr acc,27 hr acc,30 hr acc,33 hr acc,36 hr acc,39 hr acc,42 hr acc,45 hr acc,48 hr acc,51 hr acc,54 hr acc,57 hr acc,60 hr acc,63 hr acc,66 hr acc,69 hr acc,72 hr acc,75 hr acc,78 hr acc,81 hr acc,84 hr acc,87 hr acc,90 hr acc,93 hr acc,96 hr acc
2023-06-27 00:00:00,APCP,surface,33.0,-84.75,1.895319135868478,2.6544357767594082,3.027284162642231,3.124405410039193,3.2820160457902325,3.3481526493818308,3.397492326546356,3.446349518813448,3.465235031105552,3.471305417838101,3.486691232819161,3.4905845920494927,3.492120295726112,3.492120295726112,3.492120295726112,3.492120295726112,3.492120295726112,3.492120295726112,3.492120295726112,3.492120295726112,3.4923674963054303,3.5034264051646336,3.548207193652177,3.550828677813924,3.6452605675817042,4.465541783646046,7.06479468256247,10.479130062260861,11.447599011561113,11.722638249511835,11.789350741182261,11.88406897731867
