,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
13128,2021-07-01 00:00:00,455.53,12333,36915,5011,93,4178,4101,136
13129,2021-07-01 01:00:00,473.07,12400,37329,5012,93,2480,3360,145
13130,2021-07-01 02:00:00,490.69,12363,37477,5011,93,330,3087,118
13131,2021-07-01 03:00:00,485.21,12322,35290,5012,93,0,4015,112
13132,2021-07-01 04:00:00,471.23,12350,30300,5012,93,0,5561,115
13133,2021-07-01 05:00:00,459.91,12343,25492,5013,93,0,6579,116
13134,2021-07-01 06:00:00,441.5,11293,22142,5013,56,0,7435,112
13135,2021-07-01 07:00:00,429.83,10911,19676,5014,70,0,7992,110
13136,2021-07-01 08:00:00,428.66,10877,18076,5015,50,0,7865,108
13137,2021-07-01 09:00:00,430.47,10888,17212,5015,50,0,7590,137
13138,2021-07-01 10:00:00,435.66,10703,17622,5016,50,0,6974,136
13139,2021-07-01 11:00:00,443,10577,19023,5016,50,0,6331,141
13140,2021-07-01 12:00:00,456.68,10587,21287,5016,50,14,5217,112
13141,2021-07-01 13:00:00,455.6,10613,22576,5016,50,1319,4233,108
13142,2021-07-01 14:00:00,447.35,10868,24161,5016,66,4178,2784,107
13143,2021-07-01 15:00:00,444.18,11229,26484,5015,104,5324,2599,112
13144,2021-07-01 16:00:00,448.37,11436,30043,5011,143,5983,1989,119
13145,2021-07-01 17:00:00,454.04,11460,34082,5012,152,6185,1451,138
13146,2021-07-01 18:00:00,457.67,11609,36921,5010,131,6148,1362,145
13147,2021-07-01 19:00:00,463.27,11860,39280,5009,94,5738,1361,154
13148,2021-07-01 20:00:00,464.83,11872,40918,5006,94,5303,1651,160
13149,2021-07-01 21:00:00,460.68,11885,41533,5005,94,5318,2283,150
13150,2021-07-01 22:00:00,457.68,11857,42064,5003,94,5274,2786,149
13151,2021-07-01 23:00:00,456.91,11777,42071,5001,93,5168,2941,152
13152,2021-07-02 00:00:00,450.05,11777,40645,5000,93,4655,4330,144
