datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-18 00:00:00,2023-08-18 22:28:40,3.0,4.0677377579640535,297.80554925510125,276.9731132570997,192.38802676802607,0.027166425793406,515.32848,1873.7173,208.17247,8865.21991,2145.69998,1284.11891
2023-08-18 01:00:00,2023-08-18 22:28:40,3.0,4.0677377579640535,297.80554925510125,276.9731132570997,192.38802676802607,0.027166425793406,555.82304,1938.45959,204.75586,3992.96006,2212.77995,1324.26369
2023-08-18 02:00:00,2023-08-18 22:28:40,3.0,4.0677377579640535,297.80554925510125,276.9731132570997,192.38802676802607,0.027166425793406,588.76184,1969.10645,257.21306,479.74998,2141.71999,1281.73704
2023-08-18 03:00:00,2023-08-18 22:28:40,3.0,4.0677377579640535,297.80554925510125,276.9731132570997,192.38802676802607,0.027166425793406,652.20229,1937.19166,294.9747,0.07,2070.41005,1239.06078
2023-08-18 04:00:00,2023-08-18 22:28:40,3.0,2.762889646987769,295.3354844727831,277.2836591791969,192.38802676802607,0.027166425793406,692.14371,1901.92807,269.75171,0.0,2043.88999,1223.18955
2023-08-18 05:00:00,2023-08-18 22:28:40,3.0,2.762889646987769,295.3354844727831,277.2836591791969,192.38802676802607,0.027166425793406,650.9809,1862.98214,234.72675,0.0,2004.34995,1199.52635
2023-08-18 06:00:00,2023-08-18 22:28:40,3.0,2.762889646987769,295.3354844727831,277.2836591791969,192.38802676802607,0.027166425793406,579.45053,1838.77912,208.72768,0.0,1927.20004,1153.3551
2023-08-18 07:00:00,2023-08-18 22:28:40,3.0,2.1087505758692924,293.6666288877177,276.9436425761172,96.19341186752912,0.0450400747287627,497.08935,1781.36645,176.49268,0.0,1886.82005,1129.18923
2023-08-18 08:00:00,2023-08-18 22:28:40,3.0,2.1087505758692924,293.6666288877177,276.9436425761172,96.19341186752912,0.0450400747287627,437.19324,1815.69327,106.2301,0.0,1853.72003,1109.38014
2023-08-18 09:00:00,2023-08-18 22:28:40,3.0,2.1087505758692924,293.6666288877177,276.9436425761172,96.19341186752912,0.0450400747287627,415.01643,1814.94793,43.42729,0.0,1835.23,1098.31457
2023-08-18 10:00:00,2023-08-18 22:28:40,3.0,1.9783093409964112,292.38874712921233,276.9232681110095,0.0,0.0511247286232793,400.02524,1718.45296,3.06536,0.0,1795.53995,1074.5616
2023-08-18 11:00:00,2023-08-18 22:28:40,3.0,1.9783093409964112,292.38874712921233,276.9232681110095,0.0,0.0511247286232793,397.47496,1594.55407,0.0,0.0,1716.78996,1027.43276
2023-08-18 12:00:00,2023-08-18 22:28:40,3.0,1.9783093409964112,292.38874712921233,276.9232681110095,0.0,0.0511247286232793,394.92088,1524.344,18.67961,0.0,1586.34996,949.36944
2023-08-18 13:00:00,2023-08-18 22:28:40,3.0,1.6034660240851968,295.95352134979663,276.8463779045321,0.0,0.0514613581393748,414.95304,1464.18795,9.54372,890.34001,1434.70002,858.61278
2023-08-18 14:00:00,2023-08-18 22:28:40,3.0,1.6034660240851968,295.95352134979663,276.8463779045321,0.0,0.0514613581393748,418.57447,1378.99867,10.06798,5154.90989,1313.77004,786.24084
2023-08-18 15:00:00,2023-08-18 22:28:40,3.0,1.6034660240851968,295.95352134979663,276.8463779045321,0.0,0.0514613581393748,418.75135,1314.6786,0.0,9899.65025,1182.74999,707.83038
2023-08-18 16:00:00,2023-08-18 22:28:40,3.0,3.636298464061933,300.5706567213932,274.7002505201357,78.83271935264861,0.0514613581393748,399.61997,1225.94343,0.0,11968.79945,1047.75001,627.03809
2023-08-18 17:00:00,2023-08-18 22:28:40,3.0,3.636298464061933,300.5706567213932,274.7002505201357,78.83271935264861,0.0514613581393748,369.93387,1209.8645,7.29329,12680.41949,944.12003,565.01953
2023-08-18 18:00:00,2023-08-18 22:28:40,3.0,3.636298464061933,300.5706567213932,274.7002505201357,78.83271935264861,0.0514613581393748,331.76148,1229.82642,4.27976,12965.55955,932.79002,558.23895
2023-08-18 19:00:00,2023-08-18 22:28:40,3.0,5.59380766654483,302.92479761655875,273.80423072547273,349.1353741398902,0.0514613581393748,303.54874,1385.66654,13.10947,12967.79031,1026.93998,614.58408
2023-08-18 20:00:00,2023-08-18 22:28:40,3.0,5.59380766654483,302.92479761655875,273.80423072547273,349.1353741398902,0.0514613581393748,324.49228,1472.59611,48.60804,12801.54967,1201.99,719.34479
2023-08-18 21:00:00,2023-08-18 22:28:40,3.0,5.59380766654483,302.92479761655875,273.80423072547273,349.1353741398902,0.0514613581393748,382.93673,1562.2583,102.43351,12469.25011,1445.06006,864.81287
2023-08-18 22:00:00,2023-08-18 22:28:40,3.0,6.229032441678104,302.27601528676445,273.6061231970164,953.5670580679346,0.0517979876554703,444.77491,1609.96541,129.68032,11912.7203,1632.46996,976.97049
2023-08-18 23:00:00,2023-08-18 22:28:40,3.0,6.229032441678104,302.27601528676445,273.6061231970164,953.5670580679346,0.0517979876554703,495.31933,1696.79818,164.7261,10979.85042,1734.29003,1037.90588
2023-08-19 00:00:00,2023-08-18 22:28:40,3.0,6.229032441678104,302.27601528676445,273.6061231970164,953.5670580679346,0.0517979876554703,410.21653,1664.21647,116.58765,4663.9854,1331.91154,880.90094
2023-08-19 01:00:00,2023-08-18 22:28:40,3.0,3.9072668860929607,296.8767187078251,274.96893402908546,850.9719374701804,0.0534926234164566,424.85046,1797.1176,128.67626,3411.54885,1291.51202,932.39602
2023-08-19 02:00:00,2023-08-18 22:28:40,3.0,3.9072668860929607,296.8767187078251,274.96893402908546,850.9719374701804,0.0534926234164566,441.89732,1894.81071,198.59043,1674.67678,1257.57415,978.52804
2023-08-19 03:00:00,2023-08-18 22:28:40,3.0,3.9072668860929607,296.8767187078251,274.96893402908546,850.9719374701804,0.0534926234164566,479.04109,1925.14656,248.17584,503.26854,1150.94514,1025.63101
2023-08-19 04:00:00,2023-08-18 22:28:40,3.0,2.610683412538608,294.4957238177868,275.1664392906561,191.4861293624375,0.0548517707947486,512.30945,1942.91319,255.06118,0.0,1090.16378,1034.0527
2023-08-19 05:00:00,2023-08-18 22:28:40,3.0,2.610683412538608,294.4957238177868,275.1664392906561,191.4861293624375,0.0548517707947486,505.18373,1943.85334,247.9409,0.0,1018.4403,1050.45119
2023-08-19 06:00:00,2023-08-18 22:28:40,3.0,2.610683412538608,294.4957238177868,275.1664392906561,191.4861293624375,0.0548517707947486,477.42553,1937.47861,240.71877,0.0,939.85427,1057.05833
2023-08-19 07:00:00,2023-08-18 22:28:40,3.0,2.2568599763243906,292.96127104174457,275.38432229698606,95.74356045107584,0.057557468249075,436.95804,1863.16797,225.51809,33.07913,958.21288,1050.13215
