,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
0,2023-08-24 00:00:00,2023-08-25 21:23:44,3.0,355.36,857.0,1715.0,298.0,843.0,60.0,250.0
1,2023-08-24 01:00:00,2023-08-25 21:23:44,3.0,366.48,901.0,1742.0,478.0,609.0,40.0,251.0
2,2023-08-24 02:00:00,2023-08-25 21:23:44,3.0,383.82,716.0,1800.0,517.0,218.0,28.0,253.0
3,2023-08-24 03:00:00,2023-08-25 21:23:44,3.0,418.81,808.0,1863.0,503.0,5.0,29.0,257.0
4,2023-08-24 04:00:00,2023-08-25 21:23:44,3.0,410.25,757.0,1755.0,507.0,0.0,63.0,241.0
5,2023-08-24 05:00:00,2023-08-25 21:23:44,3.0,467.24,907.0,1639.0,274.0,0.0,9.0,242.0
6,2023-08-24 06:00:00,2023-08-25 21:23:44,3.0,453.8,751.0,1639.0,269.0,0.0,0.0,243.0
7,2023-08-24 07:00:00,2023-08-25 21:23:44,3.0,425.53,484.0,1632.0,247.0,0.0,3.0,235.0
8,2023-08-24 08:00:00,2023-08-25 21:23:44,3.0,453.9,389.0,1596.0,30.0,0.0,0.0,235.0
9,2023-08-24 09:00:00,2023-08-25 21:23:44,3.0,454.66,386.0,1551.0,30.0,0.0,0.0,225.0
10,2023-08-24 10:00:00,2023-08-25 21:23:44,3.0,452.69,375.0,1549.0,30.0,0.0,0.0,216.0
11,2023-08-24 11:00:00,2023-08-25 21:23:44,3.0,451.79,372.0,1550.0,30.0,0.0,1.0,212.0
12,2023-08-24 12:00:00,2023-08-25 21:23:44,3.0,451.11,367.0,1556.0,30.0,0.0,0.0,213.0
13,2023-08-24 13:00:00,2023-08-25 21:23:44,3.0,447.55,370.0,1670.0,30.0,0.0,1.0,218.0
14,2023-08-24 14:00:00,2023-08-25 21:23:44,3.0,439.41,381.0,1696.0,31.0,32.0,10.0,204.0
15,2023-08-24 15:00:00,2023-08-25 21:23:44,3.0,393.03,385.0,1682.0,0.0,349.0,5.0,201.0
16,2023-08-24 16:00:00,2023-08-25 21:23:44,3.0,342.67,386.0,1252.0,0.0,658.0,13.0,149.0
17,2023-08-24 17:00:00,2023-08-25 21:23:44,3.0,307.42,392.0,1134.0,0.0,912.0,23.0,146.0
18,2023-08-24 18:00:00,2023-08-25 21:23:44,3.0,294.51,397.0,1010.0,0.0,1017.0,17.0,155.0
19,2023-08-24 19:00:00,2023-08-25 21:23:44,3.0,296.49,397.0,928.0,21.0,981.0,0.0,161.0
20,2023-08-24 20:00:00,2023-08-25 21:23:44,3.0,306.96,401.0,1015.0,27.0,927.0,0.0,176.0
21,2023-08-24 21:00:00,2023-08-25 21:23:44,3.0,309.65,403.0,1045.0,24.0,925.0,1.0,187.0
22,2023-08-24 22:00:00,2023-08-25 21:23:44,3.0,296.77,404.0,1261.0,110.0,1007.0,2.0,189.0
23,2023-08-24 23:00:00,2023-08-25 21:23:44,3.0,302.4,409.0,1345.0,210.0,878.0,2.0,189.0
